base_commit	operation	previous_git_path	current_git_path	previous_git_sha256	current_git_sha256	transformation
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/00_README_AND_ARTIFACT_MAP.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/00_README_AND_ARTIFACT_MAP.md	1188a785f88c86bcbecbeee6b1e92a33a222e2424e5d3201a09c8bba65d857b1	1188a785f88c86bcbecbeee6b1e92a33a222e2424e5d3201a09c8bba65d857b1	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/GKM_PHASE3_SAKI_AUDIOVISUAL_SOURCE_MANIFEST.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/GKM_PHASE3_SAKI_AUDIOVISUAL_SOURCE_MANIFEST.json	f9cabd4d8b1b6918b87c80761bde83870c0ded3f4efbd6830827dcfb2c1678ca	f9cabd4d8b1b6918b87c80761bde83870c0ded3f4efbd6830827dcfb2c1678ca	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/GKM_SAKI_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/GKM_SAKI_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	9b7721e22dcb1e46bf8090886ed009d1c97ac6b2c366467ce5ef612a0da5fe94	9b7721e22dcb1e46bf8090886ed009d1c97ac6b2c366467ce5ef612a0da5fe94	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/GKM_SAKI_AV_EVIDENCE_AND_METRICS_MATRIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/GKM_SAKI_AV_EVIDENCE_AND_METRICS_MATRIX.md	665d9fa812f0808a1506dfade1af94ad542a3a407ef191219a65b0df84ca876a	665d9fa812f0808a1506dfade1af94ad542a3a407ef191219a65b0df84ca876a	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/GKM_SAKI_COMPLETE_AUDIOVISUAL_BASELINE.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/GKM_SAKI_COMPLETE_AUDIOVISUAL_BASELINE.md	52dd1023751c1d707cad530652fa0ac710e5cad410d811af50d0d7635a6c1bd3	52dd1023751c1d707cad530652fa0ac710e5cad410d811af50d0d7635a6c1bd3	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/SUPPORTING_DATA/dialogue_line_prosody.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/SUPPORTING_DATA/dialogue_line_prosody.tsv	2cbf1d40dfab2dc8221c293206f55ec1181c8022745fb2328da78179be7f35f5	2cbf1d40dfab2dc8221c293206f55ec1181c8022745fb2328da78179be7f35f5	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/SUPPORTING_DATA/dialogue_phase_prosody.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/SUPPORTING_DATA/dialogue_phase_prosody.tsv	fea4b4c4ad0340c1e3438d8189167d1d9b70ee076cd99785d98d3480bef8aae9	fea4b4c4ad0340c1e3438d8189167d1d9b70ee076cd99785d98d3480bef8aae9	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/SUPPORTING_DATA/dialogue_prosody.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/SUPPORTING_DATA/dialogue_prosody.json	35b0672e22b53dec68c1deb42cc518c31807ef6dae5c4f8df3db50526562f934	35b0672e22b53dec68c1deb42cc518c31807ef6dae5c4f8df3db50526562f934	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/SUPPORTING_DATA/music_features.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/SUPPORTING_DATA/music_features.json	599e229584fab682ca280c17a118455a3bc1b71026630aa040de9f4688908a14	599e229584fab682ca280c17a118455a3bc1b71026630aa040de9f4688908a14	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/01_HANAMI_SAKI/SUPPORTING_DATA/music_features.tsv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/01_HANAMI_SAKI/SUPPORTING_DATA/music_features.tsv	6538c8e510431654f20ae5f6f04e8f016838b4c6ddf91d0126bcd571fdc3908d	6538c8e510431654f20ae5f6f04e8f016838b4c6ddf91d0126bcd571fdc3908d	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_PHASE3_TEMARI_AUDIOVISUAL_SOURCE_MANIFEST.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/GKM_PHASE3_TEMARI_AUDIOVISUAL_SOURCE_MANIFEST.json	81bb5a19904614fca4a3505c76923fd0bc77d30c5a6758ef2c31f0340f948876	81bb5a19904614fca4a3505c76923fd0bc77d30c5a6758ef2c31f0340f948876	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/GKM_TEMARI_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	7e9ae9941dd1542c61775526de5d12fa6a477aad31a10da6e9999c98618b1f68	7e9ae9941dd1542c61775526de5d12fa6a477aad31a10da6e9999c98618b1f68	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_AV_EVIDENCE_AND_METRICS_MATRIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/GKM_TEMARI_AV_EVIDENCE_AND_METRICS_MATRIX.md	a6657ec34003ce2551e43587f1fb32b35a0d4f8db88dfeb792b767c55f337c1d	5f5535ac95a3c7dacdaf22498c0a3880958f38768b692170fb280996ec446253	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_COMPLETE_AUDIOVISUAL_BASELINE.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/GKM_TEMARI_COMPLETE_AUDIOVISUAL_BASELINE.md	7d363bc874947ce74582f1b8f567b578607dc93d54abd972fd1dfc3bd60aa173	7d363bc874947ce74582f1b8f567b578607dc93d54abd972fd1dfc3bd60aa173	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_DIALOGUE_SCENE_SIGNAL_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/SUPPORTING_DATA/GKM_TEMARI_DIALOGUE_SCENE_SIGNAL_METRICS.json	0b73fb65d18669102a55cd24e6cebe67438fb9a361f142a3c2568bbe51aaf777	0b73fb65d18669102a55cd24e6cebe67438fb9a361f142a3c2568bbe51aaf777	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_MUSIC_SIGNAL_METRICS.csv	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/SUPPORTING_DATA/GKM_TEMARI_MUSIC_SIGNAL_METRICS.csv	bc0b0d7a1a4a8134453d09e0f12c1d3513e32533239bdcb6a64e77bbad57fe62	bc0b0d7a1a4a8134453d09e0f12c1d3513e32533239bdcb6a64e77bbad57fe62	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_MUSIC_SIGNAL_METRICS.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/SUPPORTING_DATA/GKM_TEMARI_MUSIC_SIGNAL_METRICS.json	bb03380149bff182affe05739e8965a454cc76e57b34706bee58e93d517f7251	bb03380149bff182affe05739e8965a454cc76e57b34706bee58e93d517f7251	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_SELECTED_SCENE_PROSODIC_PROXIES.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/SUPPORTING_DATA/GKM_TEMARI_SELECTED_SCENE_PROSODIC_PROXIES.json	9fea2371330a0eb2496d9d994bb5d1c80eb695ba277bcba66eab90a42e94af83	9fea2371330a0eb2496d9d994bb5d1c80eb695ba277bcba66eab90a42e94af83	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/02_TSUKIMURA_TEMARI/GKM_TEMARI_TARGET_TIME_ESTIMATES.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/02_TSUKIMURA_TEMARI/SUPPORTING_DATA/GKM_TEMARI_TARGET_TIME_ESTIMATES.json	6e6dbe1365b51e69fa98dc3d5acdd74d26f7542706f9552197e9015a03997a23	6e6dbe1365b51e69fa98dc3d5acdd74d26f7542706f9552197e9015a03997a23	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/03_FUJITA_KOTONE/GKM_KOTONE_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/03_FUJITA_KOTONE/GKM_KOTONE_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	5935ef1f43896073327c12d6b910aeacbd6ed4a20007959c2db93b0fbfcd4b85	5935ef1f43896073327c12d6b910aeacbd6ed4a20007959c2db93b0fbfcd4b85	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/03_FUJITA_KOTONE/GKM_KOTONE_AV_EVIDENCE_AND_METRICS_MATRIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/03_FUJITA_KOTONE/GKM_KOTONE_AV_EVIDENCE_AND_METRICS_MATRIX.md	98b9d186733a1256f835b14733b862dc187b8e001a4512077427a6f9b3f6bb89	98b9d186733a1256f835b14733b862dc187b8e001a4512077427a6f9b3f6bb89	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/03_FUJITA_KOTONE/GKM_KOTONE_COMPLETE_AUDIOVISUAL_BASELINE.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/03_FUJITA_KOTONE/GKM_KOTONE_COMPLETE_AUDIOVISUAL_BASELINE.md	cf05835f306b8efbee5aef26879c2b7292026492a7333ff5575adca232bddc97	cf05835f306b8efbee5aef26879c2b7292026492a7333ff5575adca232bddc97	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/03_FUJITA_KOTONE/GKM_PHASE3_KOTONE_AUDIOVISUAL_SOURCE_MANIFEST.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/03_FUJITA_KOTONE/GKM_PHASE3_KOTONE_AUDIOVISUAL_SOURCE_MANIFEST.json	5399715a40490c0922eef00e0c5b2b1fb24f9f5412cada77d908fbf42a29b12f	5399715a40490c0922eef00e0c5b2b1fb24f9f5412cada77d908fbf42a29b12f	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/00_README_AND_DOCUMENT_MAP.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/00_README_AND_DOCUMENT_MAP.md	5be565bf9ae86e4ce407c923b822655c71b4ecf6af0e8e3f734713597372f977	5be565bf9ae86e4ce407c923b822655c71b4ecf6af0e8e3f734713597372f977	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GAKUEN_IDOLMASTER_PHASE3_MAO_INTEGRATED_AV.zip.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GAKUEN_IDOLMASTER_PHASE3_MAO_INTEGRATED_AV.zip.sha256	986b3efd0794f9aa5bec4454144d135ecc790ce8fc6bdcbdb7efc6fee8d57826	986b3efd0794f9aa5bec4454144d135ecc790ce8fc6bdcbdb7efc6fee8d57826	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GAKUEN_IDOLMASTER_PHASE3_MAO_INTEGRATED_AV_R2.zip.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GAKUEN_IDOLMASTER_PHASE3_MAO_INTEGRATED_AV_R2.zip.sha256	3e1cc226387138bbb6088dc55dfad92f06eb304caa06786bb88a65b715219752	3e1cc226387138bbb6088dc55dfad92f06eb304caa06786bb88a65b715219752	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_MAO_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_MAO_AUDIOVISUAL_BASELINE_AND_REQUESTS.md	142a500daa98631ff1b98b5f1d03eaa54d8649bd494b7f817b49b3402d059de6	3adad8bb4934bfe335b1f521ba107364e3deeef61a99f8be1426fe76d83a684d	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_MAO_AV_EVIDENCE_AND_METRICS_MATRIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_MAO_AV_EVIDENCE_AND_METRICS_MATRIX.md	7a6feb247b1d97c2246a6e736b711e4931d3b1a0f10d1b6a9fc66b217af89ec1	7a6feb247b1d97c2246a6e736b711e4931d3b1a0f10d1b6a9fc66b217af89ec1	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_MAO_COMPLETE_AUDIOVISUAL_BASELINE.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_MAO_COMPLETE_AUDIOVISUAL_BASELINE.md	6dcc14f7a8207c608116fb42adb31ace93d873dc76cceb9fe53396558daccc43	63c3ce1234ca1828435c218a432b036c5c070819727af89448afb10e5c93d92e	MOVE_AND_UPDATE_NAVIGATION_OR_AUTHORITY_PATHS
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_PHASE3_MAO_AUDIOVISUAL_COMPLETION_REPORT.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_PHASE3_MAO_AUDIOVISUAL_COMPLETION_REPORT.md	215c88b8858c4691745f5535232769deb73110ced0c3e75d7329de87851081fc	215c88b8858c4691745f5535232769deb73110ced0c3e75d7329de87851081fc	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_PHASE3_MAO_AUDIOVISUAL_SOURCE_MANIFEST.json	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_PHASE3_MAO_AUDIOVISUAL_SOURCE_MANIFEST.json	dbdef15ebd4a6fda67148b12380bd959954d6c0d8cdb8d8806d78a6e583dd414	dbdef15ebd4a6fda67148b12380bd959954d6c0d8cdb8d8806d78a6e583dd414	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_PHASE3_MAO_AV_ARTIFACT_CHECKSUMS.sha256	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_PHASE3_MAO_AV_ARTIFACT_CHECKSUMS.sha256	71f9d5d176581613e843bf591af6637264d7796674fa91b951adecc55e52a070	71f9d5d176581613e843bf591af6637264d7796674fa91b951adecc55e52a070	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_PHASE3_MAO_AV_DELIVERY_AUDIT.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_PHASE3_MAO_AV_DELIVERY_AUDIT.md	071a1c5bec13b3fb304e11d0507450b4ecf73db95f74cc623e2a39aa3bde64a0	071a1c5bec13b3fb304e11d0507450b4ecf73db95f74cc623e2a39aa3bde64a0	MOVE_ONLY
df03cc7e41cde31d101d064da5da868febb6089b	MOVE	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/00_MUSICAL_IDENTITY_BASELINES/04_ARIMURA_MAO/GKM_PHASE3_MAO_AV_TECHNICAL_METRICS_APPENDIX.md	series/gakuen-idolmaster/05_AUDIOVISUAL_ANALYSIS/04_ARIMURA_MAO/GKM_PHASE3_MAO_AV_TECHNICAL_METRICS_APPENDIX.md	89b8be4705017e81a2168b28a8c0e2ab36d21cffac1cdfb061f24615415290d2	89b8be4705017e81a2168b28a8c0e2ab36d21cffac1cdfb061f24615415290d2	MOVE_ONLY
