story_id,story_title,source_arc,source_path,utterance_count,character_count,bundle_id,bundle_title,corpus_layer,bundle_priority,bundle_priority_status,bundle_md_path,source_snapshot_id
st-main-cmn-02-01-12,月スト強化合宿＠成宮家,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-12,98,2801,big4_003_adventure_of_life,Adventure Of Life,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_003_adventure_of_life.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-13,オカピを探せ！,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-13,100,2887,big4_003_adventure_of_life,Adventure Of Life,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_003_adventure_of_life.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-14,探検の効果,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-14,77,2208,big4_003_adventure_of_life,Adventure Of Life,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_003_adventure_of_life.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-15,楽しみながら頑張れば,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-15,81,2603,big4_003_adventure_of_life,Adventure Of Life,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_003_adventure_of_life.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-16,今、 出来ることを,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-16,66,2159,big4_004_decision_of_the_underdogs,Decision Of The Underdogs,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_004_decision_of_the_underdogs.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-17,そびえ立つ 巨大パフェ,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-17,103,3322,big4_004_decision_of_the_underdogs,Decision Of The Underdogs,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_004_decision_of_the_underdogs.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-18,どりきゅん 対策会議,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-18,117,3898,big4_004_decision_of_the_underdogs,Decision Of The Underdogs,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_004_decision_of_the_underdogs.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-19,狂気の ハーモニー,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-19,120,3586,big4_004_decision_of_the_underdogs,Decision Of The Underdogs,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_004_decision_of_the_underdogs.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-20,私が するべきこと,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-20,134,4127,big4_004_decision_of_the_underdogs,Decision Of The Underdogs,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_004_decision_of_the_underdogs.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-21,揺るがない 決意,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-21,66,2044,big4_005_goodbye_to_the_moon,Goodbye To The Moon,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_005_goodbye_to_the_moon.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-22,分かれ道,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-22,95,2760,big4_005_goodbye_to_the_moon,Goodbye To The Moon,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_005_goodbye_to_the_moon.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-23,一人の アイドル として,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-23,77,2297,big4_005_goodbye_to_the_moon,Goodbye To The Moon,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_005_goodbye_to_the_moon.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-24,さよなら,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-24,73,2028,big4_005_goodbye_to_the_moon,Goodbye To The Moon,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_005_goodbye_to_the_moon.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-25,並んで歩む 日まで,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-25,76,2193,big4_005_goodbye_to_the_moon,Goodbye To The Moon,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_005_goodbye_to_the_moon.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-26,欠けた月の 行方,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-26,107,3474,big4_006_choice_of_destiny,Choice of Destiny,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_006_choice_of_destiny.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-27,提示された 二つの道,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-27,76,2364,big4_006_choice_of_destiny,Choice of Destiny,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_006_choice_of_destiny.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-28,立ち止まって 見えた空,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-28,90,2575,big4_006_choice_of_destiny,Choice of Destiny,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_006_choice_of_destiny.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-29,重ねた 四つの未来,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-29,72,2148,big4_006_choice_of_destiny,Choice of Destiny,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_006_choice_of_destiny.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-30,満月に 誓った覚悟,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-30,119,3713,big4_006_choice_of_destiny,Choice of Destiny,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_006_choice_of_destiny.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-31,波乱の 再始動,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-31,120,4156,big4_007_new_moon_new_bright,"New moon, New bright",main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_007_new_moon_new_bright.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-32,暗雲を 晴らす、一声,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-32,101,3315,big4_007_new_moon_new_bright,"New moon, New bright",main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_007_new_moon_new_bright.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-33,新生月ストの センター,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-33,59,1883,big4_007_new_moon_new_bright,"New moon, New bright",main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_007_new_moon_new_bright.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-34,すれ違う信念,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-34,59,2096,big4_007_new_moon_new_bright,"New moon, New bright",main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_007_new_moon_new_bright.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-35,瞳の中に 宿る炎,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-35,97,2942,big4_007_new_moon_new_bright,"New moon, New bright",main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_007_new_moon_new_bright.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-36,前へ、前へ,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-36,103,3101,big4_008_keep_going,Keep going,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_008_keep_going.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-37,敗北から 得られるもの,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-37,73,2221,big4_008_keep_going,Keep going,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_008_keep_going.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-38,宣戦布告,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-38,82,2582,big4_008_keep_going,Keep going,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_008_keep_going.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-39,勝負までの 日々,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-39,72,2229,big4_008_keep_going,Keep going,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_008_keep_going.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-40,四人で一つの 大きな嵐,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-40,88,2715,big4_008_keep_going,Keep going,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_008_keep_going.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-41,追い風を 受けて,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-41,110,3760,big4_009_battle_again,Battle again,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_009_battle_again.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-42,圧倒的な熱量,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-42,115,3440,big4_009_battle_again,Battle again,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_009_battle_again.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-43,戦いと再会,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-43,108,3291,big4_009_battle_again,Battle again,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_009_battle_again.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-44,超えてみせる,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-44,84,2386,big4_009_battle_again,Battle again,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_009_battle_again.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-45,月スト としての 誇り,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-45,79,2385,big4_009_battle_again,Battle again,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_009_battle_again.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-46,本当の強さ,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-46,95,2816,big4_010_goodbye_to_the_darkness,Goodbye To The Darkness,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_010_goodbye_to_the_darkness.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-47,嵐のあとに,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-47,64,1989,big4_010_goodbye_to_the_darkness,Goodbye To The Darkness,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_010_goodbye_to_the_darkness.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-48,全部聞かせて,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-48,108,3309,big4_010_goodbye_to_the_darkness,Goodbye To The Darkness,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_010_goodbye_to_the_darkness.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-49,五人の成長,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-49,80,2543,big4_010_goodbye_to_the_darkness,Goodbye To The Darkness,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_010_goodbye_to_the_darkness.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-50,ただいま,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-50,94,3032,big4_010_goodbye_to_the_darkness,Goodbye To The Darkness,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_010_goodbye_to_the_darkness.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-51,見せつけて くれ,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-51,85,2682,big4_011_back_of_entertainment,Back Of Entertainment,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_011_back_of_entertainment.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-52,私達に 足りないもの,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-52,97,3039,big4_011_back_of_entertainment,Back Of Entertainment,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_011_back_of_entertainment.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-53,あの人なら もしかして,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-53,72,2398,big4_011_back_of_entertainment,Back Of Entertainment,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_011_back_of_entertainment.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-54,長瀬琴乃 という アイドル,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-54,97,3015,big4_011_back_of_entertainment,Back Of Entertainment,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_011_back_of_entertainment.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-55,トップ アイドルに なるために,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-55,84,2670,big4_011_back_of_entertainment,Back Of Entertainment,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_011_back_of_entertainment.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-56,自分なりの 答え,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-56,67,2232,big4_012_illuminate,Illuminate,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_012_illuminate.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-57,みんなの道を 照らすこと,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-57,104,3528,big4_012_illuminate,Illuminate,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_012_illuminate.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-58,意趣返し,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-58,97,3129,big4_012_illuminate,Illuminate,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_012_illuminate.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-59,獅子達と共に,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-59,111,3613,big4_012_illuminate,Illuminate,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_012_illuminate.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-60,受け止めたい,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-60,128,4219,big4_012_illuminate,Illuminate,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_012_illuminate.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-61,私達の誇り,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-61,94,2937,big4_013_the_moonlight,The Moonlight,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_013_the_moonlight.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-62,BIG4 チャレンジ,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-62,83,2468,big4_013_the_moonlight,The Moonlight,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_013_the_moonlight.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-63,お願い,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-63,73,2312,big4_013_the_moonlight,The Moonlight,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_013_the_moonlight.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-64,ありがとう ございました,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-64,75,2296,big4_013_the_moonlight,The Moonlight,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_013_the_moonlight.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-65,月と太陽,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-65,49,1517,big4_013_the_moonlight,The Moonlight,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_013_the_moonlight.md,IP-V2-SNAPSHOT-2026-08-13-A
st-main-cmn-02-01-66,エピローグ,big4,idoly-corpus/stories/big4/st-main-cmn-02-01-66,91,2784,big4_014_epilogue,Epilogue,main_story,CORE,PROVISIONAL_PASS_A,idoly-ingest/01_main_story/03_big4/big4_014_epilogue.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-01,お父さん直伝 特製ラーメン 弁当,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-01,36,1184,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-02,理想の体型,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-02,41,1295,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-03,特製混豚 黄昏ラーメン,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-03,44,1502,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-04,幽霊さん…… ごめんなさい ……,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-04,42,1431,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-05,トレーニング せざる者、 食うべからず,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-05,40,1333,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-06,近道？,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-06,44,1326,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-07,電車が……,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-07,46,1595,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-ai-01-08,中太麺が 待って ます！,bond,idoly-corpus/stories/bond/st-company-bond-ai-01-08,44,1471,bond_ai_001_ai,Bond stories: ai,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/ai/bond_ai_001_ai.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-01,マッスル なんでしょ？,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-01,33,1042,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-02,シベリアトラ を作るから,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-02,31,951,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-03,絶対に愛を 怒らせない,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-03,32,987,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-04,このピンク のは……,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-04,37,1183,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-05,頼もしいな、 千紗は,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-05,40,1325,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-06,こんにゃくを 怪人に してやる,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-06,40,1299,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-07,そのための 特訓,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-07,37,1215,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-aoi-01-08,アイスの蓋は舐めない,bond,idoly-corpus/stories/bond/st-company-bond-aoi-01-08,35,1156,bond_aoi_001_aoi,Bond stories: aoi,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/aoi/bond_aoi_001_aoi.md,IP-V2-SNAPSHOT-2026-08-13-A
st-company-bond-chs-01-01,もっと牛乳 飲もうかな,bond,idoly-corpus/stories/bond/st-company-bond-chs-01-01,41,1337,bond_chs_001_chs,Bond stories: chs,bond_stories,IMPORTANT,PROVISIONAL_PASS_A,idoly-ingest/06_bond_stories/by_character/chs/bond_chs_001_chs.md,IP-V2-SNAPSHOT-2026-08-13-A
