item_id,source_type,corpus_layer,title,arc,unit,owner_character,event_id,card_id,bundle_part,bundle_part_count,source_story_count,source_story_ids,speaker_count,speakers,character_count,utterance_count,priority,priority_status,priority_reason,narrative_function,historical_selected,historical_priority,historical_rank,historical_reason,requires_av_review,missing_assets,manual_close_read,v1_relevance,contradicts_prior_claim,coverage_status,source_snapshot_id,md_path
hoshimi_012_dear_my_sister_part_02,GAME_BUNDLE,main_story,Dear My Sister (Part 2),hoshimi,,,,,2,2,2,st-original-cmn-01-02-38|st-original-cmn-01-02-39,12,chs|hrk|koh|ktn|mei|mna|ngs|rei|ski|skr|suz|szk,5194,158,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_012_dear_my_sister_part_02.md
hoshimi_013_sunlight,GAME_BUNDLE,main_story,Sunlight,hoshimi,,,,,1,1,6,st-original-cmn-01-02-40|st-original-cmn-01-02-41|st-original-cmn-01-02-42|st-original-cmn-01-02-43|st-original-cmn-01-02-44|st-original-cmn-01-02-45,18,chs|doctor|host|hrk|koh|ktn|littlegirl|mei|mna|ngs|nurse|rei|rio|shj|ski|skr|suz|szk,13306,402,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_013_sunlight.md
hoshimi_014_successor_of_miracle,GAME_BUNDLE,main_story,Successor of Miracle,hoshimi,,,,,1,1,5,st-original-cmn-01-03-01|st-original-cmn-01-03-02|st-original-cmn-01-03-03|st-original-cmn-01-03-04|st-original-cmn-01-03-05,14,chs|host|hrk|koh|krk|ktn|mei|mna|ngs|rei|ski|skr|suz|szk,12429,404,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_014_successor_of_miracle.md
hoshimi_015_sorrows_of_orpheus,GAME_BUNDLE,main_story,Sorrows of Orpheus,hoshimi,,,,,1,1,5,st-original-cmn-01-03-06|st-original-cmn-01-03-07|st-original-cmn-01-03-08|st-original-cmn-01-03-09|st-original-cmn-01-03-10,20,aoi|chs|host|hrk|koh|ktn|lizfana|mei|mna|ngs|rei|rio|rui|ski|skr|smr|suz|szk|tmk|yu,13335,429,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_015_sorrows_of_orpheus.md
hoshimi_016_cherry_worry,GAME_BUNDLE,main_story,"Cherry,Worry",hoshimi,,,,,1,1,5,st-original-cmn-01-03-11|st-original-cmn-01-03-12|st-original-cmn-01-03-13|st-original-cmn-01-03-14|st-original-cmn-01-03-15,15,chs|host|hrk|ikm|koh|ktn|mei|mna|ngs|rei|rui|ski|skr|suz|szk,14551,447,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_016_cherry_worry.md
hoshimi_017_beat_meets,GAME_BUNDLE,main_story,Beat Meets,hoshimi,,,,,1,1,5,st-original-cmn-01-03-16|st-original-cmn-01-03-17|st-original-cmn-01-03-18|st-original-cmn-01-03-19|st-original-cmn-01-03-20,14,chs|hrk|koh|ktn|mei|mna|ngs|rei|reportera|reporterb|ski|skr|suz|szk,13440,385,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_017_beat_meets.md
hoshimi_018_idoly_pride,GAME_BUNDLE,main_story,Idoly Pride,hoshimi,,,,,1,1,5,st-original-cmn-01-03-21|st-original-cmn-01-03-22|st-original-cmn-01-03-23|st-original-cmn-01-03-24|st-original-cmn-01-03-25,13,chs|hrk|koh|ktn|lizfana|lizfanb|mei|mna|rei|shj|skr|suz|szk,14968,455,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_018_idoly_pride.md
hoshimi_019_still_live,GAME_BUNDLE,main_story,Still Live,hoshimi,,,,,1,1,5,st-original-cmn-01-04-01|st-original-cmn-01-04-02|st-original-cmn-01-04-03|st-original-cmn-01-04-04|st-original-cmn-01-04-05,21,aoi|chs|host|koh|krk|ktn|kyi|mei|mna|ngs|rei|rio|rui|shj|ski|skr|smr|suz|szk|vanurstaff|yu,10253,324,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_019_still_live.md
hoshimi_020_on_my_way,GAME_BUNDLE,main_story,on My Way,hoshimi,,,,,1,1,5,st-original-cmn-01-04-06|st-original-cmn-01-04-07|st-original-cmn-01-04-08|st-original-cmn-01-04-09|st-original-cmn-01-04-10,17,aoi|chs|host|hrk|koh|ktn|mei|mna|ngs|rei|reporterb|rio|rui|ski|skr|suz|szk,12486,390,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_020_on_my_way.md
hoshimi_021_glory_days,GAME_BUNDLE,main_story,Glory Days,hoshimi,,,,,1,1,5,st-original-cmn-01-04-11|st-original-cmn-01-04-12|st-original-cmn-01-04-13|st-original-cmn-01-04-14|st-original-cmn-01-04-15,20,aoi|chs|danceb|hrk|koh|ktn|kyi|mei|mna|ngs|rei|rio|rui|shj|ski|skr|smr|suz|szk|yu,12876,409,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_021_glory_days.md
hoshimi_022_last_step,GAME_BUNDLE,main_story,Last Step,hoshimi,,,,,1,1,5,st-original-cmn-01-04-16|st-original-cmn-01-04-17|st-original-cmn-01-04-18|st-original-cmn-01-04-19|st-original-cmn-01-04-20,20,aoi|chs|host|hrk|koh|ktn|kyi|mei|mna|ngs|rei|rio|rui|ski|skr|smr|suz|szk|vanurstaff|yu,12458,377,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_022_last_step.md
hoshimi_023_pray_for_you,GAME_BUNDLE,main_story,Pray for you,hoshimi,,,,,1,1,4,st-original-cmn-01-04-21|st-original-cmn-01-04-22|st-original-cmn-01-04-23|st-original-cmn-01-04-24,19,aoi|chs|hrk|koh|ktn|kyi|mei|mna|ngs|rei|rio|rui|shj|ski|skr|smr|suz|szk|yu,8044,249,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/01_hoshimi/hoshimi_023_pray_for_you.md
tokyo_001_new_wind,GAME_BUNDLE,main_story,New Wind,tokyo,,,,,1,1,5,st-main-cmn-01-01-01|st-main-cmn-01-01-02|st-main-cmn-01-01-03|st-main-cmn-01-01-04|st-main-cmn-01-01-05,17,chs|hrk|koh|ktn|mei|mna|ngs|rei|rui|shj|ski|skr|smr|stm|suz|szk|yu,17772,548,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_001_new_wind.md
tokyo_002_stray_wings,GAME_BUNDLE,main_story,Stray Wings,tokyo,,,,,1,1,5,st-main-cmn-01-01-06|st-main-cmn-01-01-07|st-main-cmn-01-01-08|st-main-cmn-01-01-09|st-main-cmn-01-01-10,17,chs|hrk|koh|krk|ktn|kyi|mei|ngs|rei|rui|ski|skr|smr|stm|suz|szk|yu,17912,545,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_002_stray_wings.md
tokyo_003_shiny_melody,GAME_BUNDLE,main_story,Shiny Melody,tokyo,,,,,1,1,5,st-main-cmn-01-01-11|st-main-cmn-01-01-12|st-main-cmn-01-01-13|st-main-cmn-01-01-14|st-main-cmn-01-01-15,9,chs|hrk|koh|ktn|rei|ski|skr|stm|szk,16464,524,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_003_shiny_melody.md
tokyo_004_wear_feathers,GAME_BUNDLE,main_story,Wear Feathers,tokyo,,,,,1,1,5,st-main-cmn-01-01-16|st-main-cmn-01-01-17|st-main-cmn-01-01-18|st-main-cmn-01-01-19|st-main-cmn-01-01-20,12,koh|ktn|mei|ngs|rui|ski|skr|smr|stm|suz|vanurstaff|yu,19858,645,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_004_wear_feathers.md
tokyo_005_black_impact,GAME_BUNDLE,main_story,Black Impact,tokyo,,,,,1,1,5,st-main-cmn-01-01-21|st-main-cmn-01-01-22|st-main-cmn-01-01-23|st-main-cmn-01-01-24|st-main-cmn-01-01-25,18,ai|aoi|kkr|koh|krk|ktn|kyi|mei|rei|reporter|rio|rui|skr|smr|stm|suz|szk|yu,15733,478,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_005_black_impact.md
tokyo_006_farewell_and_oath,GAME_BUNDLE,main_story,Farewell and Oath,tokyo,,,,,1,1,5,st-main-cmn-01-02-01|st-main-cmn-01-02-02|st-main-cmn-01-02-03|st-main-cmn-01-02-04|st-main-cmn-01-02-05,12,aoi|koh|krk|ktn|ngs|reportera|rio|rui|ski|skr|smr|yu,15541,485,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_006_farewell_and_oath.md
tokyo_007_struggle_for_idols,GAME_BUNDLE,main_story,Struggle for IDOLs,tokyo,,,,,1,1,5,st-main-cmn-01-02-06|st-main-cmn-01-02-07|st-main-cmn-01-02-08|st-main-cmn-01-02-09|st-main-cmn-01-02-10,18,ai|aoi|chs|hrk|kkr|koh|krk|ktn|mei|ngs|presidenta|presidentb|rei|rio|ski|skr|stm|suz,15572,468,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_007_struggle_for_idols.md
tokyo_008_enjoy_just_purely,GAME_BUNDLE,main_story,Enjoy just purely,tokyo,,,,,1,1,5,st-main-cmn-01-02-11|st-main-cmn-01-02-12|st-main-cmn-01-02-13|st-main-cmn-01-02-14|st-main-cmn-01-02-15,20,ai|aoi|chs|hrk|kan|kkr|koh|kor|krk|ktn|lizfana|mei|mhk|rei|rio|ski|skr|stm|suz|szk,15797,493,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_008_enjoy_just_purely.md
tokyo_009_no_gray,GAME_BUNDLE,main_story,No Gray,tokyo,,,,,1,1,5,st-main-cmn-01-02-16|st-main-cmn-01-02-17|st-main-cmn-01-02-18|st-main-cmn-01-02-19|st-main-cmn-01-02-20,14,ai|aoi|host|kkr|koh|krk|ktn|kyi|mhk|rio|rui|skr|smr|yu,15946,502,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_009_no_gray.md
tokyo_010_cold_diamond,GAME_BUNDLE,main_story,Cold Diamond,tokyo,,,,,1,1,5,st-main-cmn-01-02-21|st-main-cmn-01-02-22|st-main-cmn-01-02-23|st-main-cmn-01-02-24|st-main-cmn-01-02-25,19,ai|host|hrk|kan|koh|kor|krk|ktn|mei|mhk|reportera|reporterb|rio|rui|skr|smr|stm|suz|yu,14928,481,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_010_cold_diamond.md
tokyo_011_moonlight_in_our_hands,GAME_BUNDLE,main_story,Moonlight In Our Hands,tokyo,,,,,1,1,5,st-main-cmn-01-02-26|st-main-cmn-01-02-27|st-main-cmn-01-02-28|st-main-cmn-01-02-29|st-main-cmn-01-02-30,17,host|kan|koh|kor|krk|ktn|mei|mhk|ngs|reportera|rio|rui|ski|skr|smr|suz|yu,18600,551,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_011_moonlight_in_our_hands.md
tokyo_012_what_is_idol,GAME_BUNDLE,main_story,What is ”IDOL”?,tokyo,,,,,1,1,5,st-main-cmn-01-02-31|st-main-cmn-01-02-32|st-main-cmn-01-02-33|st-main-cmn-01-02-34|st-main-cmn-01-02-35,20,aoi|chs|host|hrk|kan|koh|kor|ktn|mei|mhk|ngs|rei|rio|rui|shj|ski|skr|smr|suz|szk,16223,496,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_012_what_is_idol.md
tokyo_013_may_the_sunshine_be_with_you,GAME_BUNDLE,main_story,May the Sunshine be with you,tokyo,,,,,1,1,5,st-main-cmn-01-02-36|st-main-cmn-01-02-37|st-main-cmn-01-02-38|st-main-cmn-01-02-39|st-main-cmn-01-02-40,21,chs|host|hrk|kan|koh|kor|krk|ktn|mei|mhk|ngs|rei|rio|rui|shj|ski|skr|stm|suz|szk|vanurstaff,17865,522,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_013_may_the_sunshine_be_with_you.md
tokyo_014_with_beyond_the_miracle,GAME_BUNDLE,main_story,[With/Beyond] the Miracle,tokyo,,,,,1,1,4,st-main-cmn-01-02-41|st-main-cmn-01-02-42|st-main-cmn-01-02-43|st-main-cmn-01-02-44,19,aoi|chs|host|hrk|kan|koh|kor|krk|ktn|mhk|rei|rio|rui|shj|skr|stm|szk|vanurstaff|yu,12450,362,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/02_tokyo/tokyo_014_with_beyond_the_miracle.md
big4_001_dark_of_the_moon,GAME_BUNDLE,main_story,Dark Of the Moon,big4,,,,,1,1,5,st-main-cmn-02-01-01|st-main-cmn-02-01-02|st-main-cmn-02-01-03|st-main-cmn-02-01-04|st-main-cmn-02-01-05,20,aoi|chs|host|hrk|kan|koh|kor|ktn|mei|mhk|ngs|rei|rio|rui|shj|ski|skr|stm|suz|szk,14359,420,CORE,PROVISIONAL_PASS_A,Tier-A governing narrative; must be included in longitudinal reconstruction.,governing narrative / longitudinal progression,NO,,,,NO,,YES,UNASSESSED,UNASSESSED,CATALOGUED_PASS_A,IP-V2-SNAPSHOT-2026-08-13-A,idoly-ingest/01_main_story/03_big4/big4_001_dark_of_the_moon.md
