evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T10-E016	V02	Ch.3 / p-006.xhtml ¶352–358	V02-L025	ただの子供に戻って` / empty rooms	EXACT_ANCHOR	NV/SI	usable_freedom_self_government	06, 09
T10-E017	V02	Ch.3 / p-006.xhtml ¶429–434	V02-L028	哀れみの檻	EXACT_VERIFIED	CS/LI	paternalism_guardianship	06, 09, 12
T10-E018	V02	Ch.3 / p-006.xhtml ¶461	V02-L030	今更見誤るような真似をするかよ	EXACT_VERIFIED	CS	institutional_comparative_control	04, 06
T10-E019	V02	Ch.3 / p-006.xhtml ¶497–507	V02-L031	選べる道はなるべく多い方がいい	EXACT_VERIFIED	CS	capability_scaffolding_infrastructure	06, 09
T10-E020	V02	Ch.4 / p-007.xhtml ¶509–513	V02-L039	一方的な同情はむしろ理解の放棄	EXACT_VERIFIED	NV/LI	paternalism_guardianship	06, 12
T10-E021	V02	Ch.5 / p-008.xhtml ¶358–366	V02-L046	警報装置` / `実験動物` / reporting channel	EXACT_ANCHOR	CS/MI	capability_scaffolding_infrastructure	06, 07, 08
T10-E022	V02	Ch.5 / p-008.xhtml ¶394	V02-L047	本当の意味では抜け出していなかった	EXACT_VERIFIED	NV/LI	usable_freedom_self_government	02, 06, 09
T10-E023	V03	Ch.6 / p-005.xhtml ¶078	V03-L004	大事に籠の鳥にされていたろう	EXACT_VERIFIED	NV	paternalism_guardianship	03,06,07
T10-E024	V03	Ch.6 / p-005.xhtml ¶315	V03-L005	戦闘神経症で大勢後送	EXACT_VERIFIED	PF/MI	emergency_coercion	07,08,09
T10-E025	V03	Ch.6 / p-006.xhtml ¶029–030	V03-L009	今は選んでこの戦場にいる` / `進む道を選べる	EXACT_VERIFIED	NV	usable_freedom_self_government	06,07,09
T10-E026	V03	Ch.6 / p-006.xhtml ¶042	V03-L010	一番失っても惜しくない駒	EXACT_VERIFIED	NV	expendability_exit_blocked_return	06,07
T10-E027	V03	Ch.6 / p-006.xhtml ¶079	V03-L014	区別も差別も、悪意だけじゃない	EXACT_VERIFIED	CS	social_equality_race_othering	06,05
T10-E028	V03	Ch.6 / p-006.xhtml ¶085–092	V03-L015	そうした化物どもでさえ` / `あるべき理想	EXACT_VERIFIED	CS	social_equality_race_othering	06
T10-E029	V03	Ch.7 / mission departure	V03-L018	戦争が終わるまで生き残ること	EXACT_VERIFIED	CS/MI	political_recoverability	06,07,09
T10-E030	V03	Ch.8 / p-010.xhtml ¶116	V03-L030	手に入れた“自由”` / `あまりにも大きな空虚	EXACT_VERIFIED	NV	usable_freedom_self_government	02,06,09
T10-E031	V03	Ch.9 / p-011.xhtml ¶244	V03-L036	引く覚悟はフレデリカ自身が決めるべき	EXACT_VERIFIED	NV	usable_freedom_self_government	04,07
T10-E032	V04	memoir / p-001.xhtml ¶1	V04-L001	敵は、共和国。	EXACT_VERIFIED	PT/NV	institutional_comparative_control	01, 05, 09
T10-E033	V04	Ch.2 / p-006.xhtml ¶75	V04-L011	兵器の一部` / `資産` / `全機	EXACT_VERIFIED	CS/LI/MI	military_political_instrumentality	05, 06, 12
T10-E034	V04	Ch.2 / p-006.xhtml ¶108	V04-L012	聖マグノリア純血純白憂国騎士団	EXACT_VERIFIED	PF/LI	social_equality_race_othering	05, 06
T10-E035	V04	Ch.2 / p-006.xhtml ¶737	V04-L017	豚の鳴き声に、レーナは耳を傾けないでしょう？	EXACT_VERIFIED	CS/LI	social_equality_race_othering	02, 05, 12
T10-E036	V04	Ch.2 / p-006.xhtml ¶748	V04-L018	共和国の白ブタとは	EXACT_VERIFIED	CS/LI	institutional_comparative_control	03, 05, 12
T10-E037	V04	Ch.4 / p-008.xhtml ¶77	V04-L019	共和国人のために、エイティシックスに犠牲を	EXACT_VERIFIED	CS/MI	expendability_exit_blocked_return	03, 05, 07
T10-E038	V04	Ch.4 / p-008.xhtml ¶98	V04-L020	共和国の冷酷まで、大佐が演じる必要はありません	EXACT_VERIFIED	CS	institutional_comparative_control	02, 03, 10
T10-E039	V04	Shepherd surge / p-009.xhtml ¶83	V04-L025	戦隊副長としての俺の権利と責任	EXACT_VERIFIED	CS/LI/MI	formal_status_rights_citizenship	02, 04, 07
T10-E040	V04	ending / p-012.xhtml ¶151	V04-L035	嗜好品の同情	EXACT_VERIFIED	NV/LI	paternalism_guardianship	05, 06, 12
T10-E041	V04	ending / p-012.xhtml ¶168	V04-L036	連邦も別段、理想郷じゃない	EXACT_VERIFIED	CS	institutional_comparative_control	02, 06
T10-E042	V04	memoir / p-013.xhtml ¶2	V04-L044	おそらくは彼らの、最大の敵だった	EXACT_VERIFIED	PT/NV/RR	institutional_comparative_control	01, 03, 09
T10-E043	V05	Ch.1 / p-004.xhtml ¶558	V05-L004	人造妖精〈シリン〉一番機	EXACT_VERIFIED	PF/LI	role_assignment_exit_authority	08, 11, 12
T10-E044	V05	Ch.1 / p-004.xhtml ¶587	V05-L005	材料はあくまで志願者のみ	EXACT_VERIFIED	PF	role_assignment_exit_authority	06, 08
T10-E045	V05	Ch.2 / p-005.xhtml ¶930–931	V05-L021	檻の扉は開いた` / `何処にも行かないことだって、自由	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	03, 06, 09, 12
T10-E046	V05	Ch.3 / p-006.xhtml ¶682	V05-L023	未来などない。課された役目しかない	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	08, 09, 11, 12
T10-E047	V05	Ch.3 / p-006.xhtml ¶759	V05-L028	撤退は、れっきとした戦術行動です	EXACT_VERIFIED	CS/MI/LI	expendability_exit_blocked_return	03, 07, 12
T10-E048	V05	Ch.4 / p-007.xhtml ¶286	V05-L035	わたくしたちの存在はただ、人のために	EXACT_VERIFIED	CS	role_assignment_exit_authority	08, 11
T10-E049	V05	Ch.4 / p-007.xhtml ¶314	V05-L036	わたくしたちにとっては、歓びなのです	EXACT_VERIFIED	CS/LI	role_assignment_exit_authority	08, 09, 11, 12
T10-E050	V05	interlude / p-009.xhtml ¶333–336	V05-L042	英雄とはもはや、弱者の戦術だ	EXACT_VERIFIED	NV/LI/MI	military_political_instrumentality	07, 12
T10-E051	V06	p-002 ¶25	V06-L002	《その必要があるのかしら。私たち〈レギオン〉に与えられた命令の遂行のために》	EXACT_VERIFIED	PF/NV	institutional_comparative_control	Legion remain obedient weapons executing inherited extermination command
T10-E052	V06	p-004 ¶151	V06-L007	「……ともかく。戦闘属領兵ってのはその、人狼みたいなもんです。元々は帝国辺境...	EXACT_VERIFIED	CS/MI	hereditary_hierarchy_regression	Bernhold supplies hereditary warrior-culture comparison
T10-E053	V06	p-004 ¶416	V06-L012	「あんたたちエイティシックスが、自分をエイティシックスだって言う時。自分たち...	EXACT_VERIFIED	CS/IT	social_equality_race_othering	Dustin rejects total freedom and warns against identity foreclosure
T10-E054	V06	p-004 ¶518	V06-L015	「信じたいんです。この世界にはまだ、誰もが幸せに生きられる世界に、変われる可...	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	Lena chooses belief in the possibility of a world where all can live happily
T10-E055	V06	p-004 ¶528	V06-L016	「だから……そう。見限らないんじゃない。見限りたくないんです。大攻勢の、あの...	EXACT_VERIFIED	CS/IT	usable_freedom_self_government	Lena refuses to treat cruelty as unchangeable final human truth
T10-E056	V06	p-005 ¶148	V06-L024	〈シリン〉の元となったのは、死んだ母親の新たな体とするべく幼いヴィーカが用意...	EXACT_VERIFIED	PF/CS	role_assignment_exit_authority	Vika did not program Lerche for absolute obedience
T10-E057	V06	p-005 ¶150	V06-L025	その〈シリン〉を戦場に送りこみ、消耗品として使い捨てるのを、彼女の主は本心で...	EXACT_VERIFIED	BA/SI	expendability_exit_blocked_return	Vika preserves answer/refusal space rather than issuing a direct command
T10-E058	V07	Ch.1 / p-004.xhtml ¶22	V07-L002	英雄など今の世に、あるべきではない	EXACT_VERIFIED	CS/MI	military_political_instrumentality	07
T10-E059	V07	Ch.1 / p-004.xhtml ¶23	V07-L003	代えの利く部品であることこそが、兵のあるべき姿	EXACT_VERIFIED	CS/MI	military_political_instrumentality	07
T10-E060	V07	Ch.1 / p-006.xhtml ¶436–439	V07-L007	特別にケアが必要	EXACT_VERIFIED	MI/NV	capability_scaffolding_infrastructure	06,09
T10-E061	V07	Ch.2 / p-007.xhtml ¶307	V07-L008	まさしく貴女が体現しているとおり	EXACT_VERIFIED	CS	institutional_comparative_control	03,05
T10-E062	V07	Ch.2 / p-007.xhtml ¶326	V07-L009	教え子たちを、戦場になど赴かせたくない	EXACT_VERIFIED	CS	institutional_comparative_control	05
T10-E063	V07	Ch.2 / p-007.xhtml ¶342	V07-L010	祖国のために他人を使い潰さねば愛国心がない	EXACT_VERIFIED	CS/LI	expendability_exit_blocked_return	02,05,12
T10-E064	V07	Ch.2 / p-007.xhtml ¶363	V07-L012	おれは家畜でもなければ無人機の部品でもない	EXACT_VERIFIED	CS/LI	social_equality_race_othering	02,05,08,12
T10-E065	V07	Ch.2 / p-007.xhtml ¶391	V07-L014	英雄であり続けなければならぬ部隊	EXACT_VERIFIED	CS/LI	military_political_instrumentality	07
T10-E066	V07	Ch.2 / p-007.xhtml ¶414	V07-L015	そう在りたいと、思っているからな	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	06,09,12
T10-E067	V07	Ch.2 / p-007.xhtml ¶568	V07-L017	戦死者ゼロの国防を実現できてた	EXACT_VERIFIED	CS/SI	military_political_instrumentality	05,08
T10-E068	V07	Ch.3 / p-008.xhtml ¶433	V07-L019	戦争の道具にはしたくない	EXACT_VERIFIED	CS/LI	military_political_instrumentality	02,08,11,12
T10-E069	V07	Ch.3 / p-008.xhtml ¶774–777	V07-L032	ギアーデ帝族による承認	EXACT_VERIFIED	PF/MI	hereditary_hierarchy_regression	06,07,11
T10-E070	V07	Ch.4 / p-009.xhtml ¶36	V07-L034	できないよりもできた方が、楽しめるものは多い	EXACT_VERIFIED	CS/LI	institutional_comparative_control	01,09,12
T10-E071	V07	Ch.4 / p-009.xhtml ¶291–294	V07-L043	所詮、こんなものはアリバイ作りだ	EXACT_VERIFIED	CS/MI	institutional_comparative_control	06
T10-E072	V08	prologue / p-002.xhtml ¶58	V08-L003	子供を犠牲にするような国は	EXACT_VERIFIED	CS/MI	expendability_exit_blocked_return	06, 09
T10-E073	V08	Ch.1 / p-004.xhtml ¶3	V08-L007	適切な訓練と教育が不可欠	EXACT_VERIFIED	NV/MI	capability_scaffolding_infrastructure	07
T10-E074	V08	Ch.2 / p-005.xhtml ¶89	V08-L017	機動打撃群は生還させる	EXACT_VERIFIED	CS/MI	military_political_instrumentality	06, 07
T10-E075	V08	Ch.3 / p-006.xhtml ¶298	V08-L026	最後の征海航海	EXACT_VERIFIED	CS/LI/MI	military_political_instrumentality	06, 07, 13
T10-E076	V08	Ch.4 / p-008.xhtml ¶95	V08-L032	戦わなくてもいいんだと思う	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	02, 07, 09
T10-E077	V08	Ch.4 / p-008.xhtml ¶230	V08-L035	エイティシックスが死ぬのは当たり前だと	EXACT_VERIFIED	NV/LI	social_equality_race_othering	02, 04, 09
T10-E078	V08	Ch.4 / p-008.xhtml ¶233	V08-L036	誰も犠牲にならない道を	EXACT_VERIFIED	NV/LI	expendability_exit_blocked_return	02, 07, 09
T10-E079	V08	Ch.4 / p-008.xhtml ¶234	V08-L037	八六区をもう、……自分たちは出た	EXACT_VERIFIED	NV/LI	expendability_exit_blocked_return	02, 09
T10-E080	V09	Ch.1 / p-004 ¶21–28	V09-L002	非戦闘職に転向	EXACT_VERIFIED	PF/MI	usable_freedom_self_government	06, 08, 09
T10-E081	V09	Ch.1 / p-004 ¶135	V09-L006	戦闘だけこなしていればいいって言うんじゃなくて	EXACT_VERIFIED	CS	military_political_instrumentality	06, 09
T10-E082	V09	Ch.1 / p-004 ¶136	V09-L007	楽しいですね、学生というのは	EXACT_VERIFIED	CS/LI	capability_scaffolding_infrastructure	04, 09, 12
T10-E083	V09	Ch.2 / p-006 ¶30–47	V09-L022	選択の自由はない	EXACT_VERIFIED	PF/MI/LI	usable_freedom_self_government	06, 09, 12
T10-E084	V09	Ch.2 / p-006 ¶48	V09-L023	神戟は人ではないが、神の御使い	EXACT_VERIFIED	CS/LI/MI	hereditary_hierarchy_regression	06, 08, 12
T10-E085	V09	Ch.4 / p-010 ¶378–394	V09-L037	ヒーロー役まで、期待されんのはまっぴらだ	EXACT_VERIFIED	CS/LI	military_political_instrumentality	04, 06, 07
T10-E086	V09	Ch.4 / p-010 ¶407–415	V09-L038	不満はわかる` / `身を賭してやる必要はない	EXACT_VERIFIED	CS/MI	institutional_comparative_control	02, 07
T10-E087	V09	Ch.4 / p-010 ¶446	V09-L039	戦場で生きて戦場で死ぬのが──貴方たちの唯一の、運命	EXACT_VERIFIED	CS/LI	expendability_exit_blocked_return	06, 09, 12
T10-E088	V09	Ch.4 / p-010 ¶450–452	V09-L040	貴方たちは英雄なんかじゃない	EXACT_VERIFIED	CS/LI	military_political_instrumentality	03, 07, 09
T10-E089	V09	Ch.4 / p-010 ¶498	V09-L044	わたくしの家族は、聖教国と軍に見捨てられた	EXACT_VERIFIED	CS/PF	hereditary_hierarchy_regression	06, 09
T10-E090	V09	Ch.5 / p-011 ¶47–64	V09-L047	sacred soldier role + doctrine reversal	PARAPHRASE	PF/MI	role_assignment_exit_authority	06, 09
T10-E091	V09	Ch.5 / p-011 ¶252–263	V09-L050	heroic proof as only value for mixed-blood soldiers	PARAPHRASE	NV/MI	role_assignment_exit_authority	06, 07, 09
T10-E092	V09	Ch.5 / p-011 ¶275	V09-L051	奴隷の首輪だ	EXACT_VERIFIED	CS/LI	hereditary_hierarchy_regression	06, 09, 12
T10-E093	V09	Ch.5 / p-011 ¶644–650	V09-L059	どうなりたいかは結局は、あの子たちにしかわかんない	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	03, 04, 06, 09
T10-E094	V10	Pledge / p-004 ¶99	V10-L002	人間ではない操縦士への配慮がまるでない	EXACT_VERIFIED	PF/MI	institutional_comparative_control	07, 08
T10-E095	V10	Misericorde / p-008 ¶45–51	V10-L009	軍医も野戦病院もありはしない	EXACT_VERIFIED	PF/MI	capability_scaffolding_infrastructure	05, 06, 08
T10-E096	V10	Brand / p-016 ¶31	V10-L019	名前もコールサインも、収容番号も	EXACT_VERIFIED	CS/LI	institutional_memory_archive	02, 05, 12
T10-E097	V10	Culpa / p-022 ¶1	V10-L032	何をされているのか` / `後世に伝えて	EXACT_VERIFIED	CS/LI	institutional_memory_archive	05, 09, 12
T10-E098	V10	Triage / p-025 ¶11	V10-L038	死亡群《トリアージタグ・ブラック》	EXACT_VERIFIED	NV/LI/MI	institutional_comparative_control	05, 08, 12
T10-E099	V10	Triage / p-025 ¶23	V10-L039	迫害に対し人ができる最大にして最高の抵抗	EXACT_VERIFIED	NV/IT	social_equality_race_othering	04, 09
T10-E100	V10	Triage / p-025 ¶223	V10-L043	戦隊間の直接連絡は禁じられている	EXACT_VERIFIED	PF/MI	military_political_instrumentality	05, 07
T10-E101	V10	Fido appendix / p-031 ¶32	V10-L056	子供たちを性悪な戦場の女神になんて	EXACT_VERIFIED	CS/LI	military_political_instrumentality	02, 09, 13
T10-E102	V10	Gentle World / p-033 ¶127	V10-L059	傷なんて、負わなくてよかった	EXACT_VERIFIED	CS/LI	institutional_comparative_control	02, 09, 13
T10-E103	V11	D+3 p-014 ¶68–76	V11-L006	その罪を負えるのは、レーナではない	EXACT_VERIFIED	NV/LI	moral_political_responsibility	03,05,09
T10-E104	V11	D+3 p-014 ¶277	V11-L008	エイティシックスじゃなくてもよかったんだ	EXACT_VERIFIED	CS/LI	social_equality_race_othering	05,06,09
T10-E105	V11	Shiden flashback p-016 ¶53	V11-L009	〈レギオン〉どもの前で内戦やってる場合でもねえ	EXACT_VERIFIED	CS/MI	emergency_coercion	04,05,07
T10-E106	V11	return p-018 ¶279	V11-L017	私が生まれた、ただそれだけの国	EXACT_VERIFIED	CS/LI	institutional_comparative_control	04,09,13
T10-E107	V11	massacre p-022 ¶376	V11-L026	同じことを、しないでよ	EXACT_VERIFIED	CS/LI	moral_political_responsibility	04,05,09
T10-E108	V11	massacre p-022 ¶425	V11-L027	許してくれとは言わない	EXACT_VERIFIED	CS/LI	moral_political_responsibility	04,05,09
T10-E109	V11	final evac p-026 ¶65–76	V11-L033	共和国市民を見捨てるべきか	EXACT_VERIFIED	NV/MI	formal_status_rights_citizenship	03,05,07
T10-E110	V11	final evac p-026 ¶90	V11-L034	我らが連邦は、正義の国なのだから	EXACT_VERIFIED	CS/MI	justice_legitimation_standard_identity	06,07
T10-E111	V11	final evac p-026 ¶93	V11-L035	正義の美名	EXACT_VERIFIED	CS/LI/MI	justice_legitimation_standard_identity	06,07,12
T10-E112	V11	final evac p-026 ¶105	V11-L036	軍も軍人も、政のための道具だ	EXACT_VERIFIED	CS/LI/MI	military_political_instrumentality	06,07,12
T10-E113	V11	final evac p-026 ¶128	V11-L040	まだ彼らが子供だというなら	EXACT_VERIFIED	CS/LI	institutional_comparative_control	06,09
T10-E114	V11	march p-026 ¶249–268	V11-L041	小休止を取るだけの余裕は、充分にあります	EXACT_VERIFIED	CS/BA	capability_scaffolding_infrastructure	03,07
T10-E115	V11	march p-026 ¶304–307	V11-L042	歩きなさい	EXACT_VERIFIED	CS/LI	institutional_comparative_control	03,05,12
T10-E116	V11	march p-026 ¶315–318	V11-L043	聖女マグノリアの、革命を導き率いた聖女の再来です` / `鮮血の女王	EXACT_VERIFIED	CS/LI/VI	institutional_comparative_control	03,05,13
T10-E117	V11	march p-026 ¶349	V11-L044	聖女マグノリアの再来だなんて持ちあげない	EXACT_VERIFIED	CS/LI	institutional_comparative_control	03,05
T10-E118	V11	march p-026 ¶375–379	V11-L047	それを人の本性だとは、人の真実だとは思いたくなかった	EXACT_VERIFIED	NV/LI	fear_fragmentation_and_recovery	01,02,09
T10-E119	V11	refugee p-026 ¶510–520	V11-L050	どうして戦おうとしなかったのですか	EXACT_VERIFIED	CS/LI	institutional_comparative_control	02,05,09
T10-E120	V11	refugee p-026 ¶538–547	V11-L051	弱いから悪いんだと、弱いから死んだんだと、言いたいわけじゃ	EXACT_VERIFIED	CS/LI	institutional_comparative_control	02,09
T10-E121	V11	refugee p-026 ¶551	V11-L052	死なねえでくれたら、その方がよかったよな	EXACT_VERIFIED	CS/LI	political_recoverability	02,04,09
T10-E122	V11	grief p-028 ¶5–6	V11-L055	滅びてしまった祖国のために	EXACT_VERIFIED	NV	institutional_comparative_control	03,05,09
T10-E123	V12	epigraph / p-001 ¶2	V12-L002	己の意思という夾雑物	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	08, 11, 12
T10-E124	V12	Ch.1 / p-004 ¶345	V12-L010	共和国の、壁の中に	EXACT_VERIFIED	CS/PF	institutional_comparative_control	05, 08
T10-E125	V12	Ch.1 / p-004 ¶372	V12-L012	今は主人の支配下にないのだと	EXACT_VERIFIED	NV/LI	paternalism_guardianship	01, 08, 09
T10-E126	V12	Ch.1 / p-004 ¶491	V12-L016	自由報道さえしばらくは抑えてある	EXACT_VERIFIED	NV/MI	information_public_speech	06, 14
T10-E127	V12	Ch.2 / p-005 ¶282	V12-L023	自由も平等も、素晴らしいどころか	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	01, 06, 09
T10-E128	V12	Ch.2 / p-005 ¶283	V12-L024	それが『自由』だと押しつけられた	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	06, 09, 12
T10-E129	V12	Ch.2 / p-005 ¶586	V12-L034	学ぶことを、考えることを	EXACT_VERIFIED	NV/SI	capability_scaffolding_infrastructure	04, 09
T10-E130	V12	Ch.2 / p-005 ¶591	V12-L036	学ばない。考えない。決められない	EXACT_VERIFIED	CS/LI	usable_freedom_self_government	06, 09
T10-E131	V12	Ch.3 / p-006 ¶382	V12-L041	臣民自身が望んだ自由だろうに	EXACT_VERIFIED	CS/LI	formal_status_rights_citizenship	06, 14
T10-E132	V12	Ch.4 / p-007 ¶381	V12-L052	市民全員が己の王だ	EXACT_VERIFIED	NV/LI	formal_status_rights_citizenship	01, 06, 12
T10-E133	V12	Ch.4 / p-007 ¶383	V12-L054	英雄など連邦軍には必要ない	EXACT_VERIFIED	NV/LI	military_political_instrumentality	06, 07
T10-E134	V12	Ch.5 / p-008 ¶131	V12-L058	正義の国は卑怯だ	EXACT_VERIFIED	CS	justice_legitimation_standard_identity	06, 14
T10-E135	V12	Ch.5 / p-008 ¶139	V12-L059	権利だけを投げ与えた結果がこの様だ	EXACT_VERIFIED	CS/IT	formal_status_rights_citizenship	06, 14
T10-E136	V12	Ch.5 / p-008 ¶148	V12-L060	自由や平等など、……残酷なだけだ	EXACT_VERIFIED	CS/IT	usable_freedom_self_government	06, 14
T10-E137	V12	Ch.5 / p-008 ¶254	V12-L061	助けられなかった奴は、お前さんの責任じゃねえ	EXACT_VERIFIED	CS	democracy_law_accountability	04, 09
T10-E138	V12	Ch.5 / p-008 ¶548	V12-L074	共和国によるエイティシックスの子供の利用	EXACT_VERIFIED	NV/PF	social_equality_race_othering	05, 06
T10-E139	V12	Epilogue / p-009 ¶16–20	V12-L076	報告できない` / `連邦軍を裏切ることを	EXACT_VERIFIED	NV/BA	military_political_instrumentality	04, 06, 14
T10-E140	V13	V13 / p-003.xhtml para 53	V13-L009	陣地帯に籠もってなお、戦死者が嵩むほどの敵数の激増である。避難民からも義勇兵を募り、訓練生も予備役も投入して底の見えた連邦の...	EXACT_VERIFIED	MI	capability_scaffolding_infrastructure	Retained from V13 canonical locator after contextual rereading.
T10-E141	V13	V13 / p-003.xhtml para 65	V13-L010	「そのセンティス・ヒストリクス線が、補強作業が完了して本陣地になったから。これ以上後退はしたくないけど、だからって後退する先...	EXACT_VERIFIED	MI	expendability_exit_blocked_return	Retained from V13 canonical locator after contextual rereading.
T10-E142	V13	V13 / p-003.xhtml para 472	V13-L015	「一連の自爆事件の報道はご覧になっていますね。自爆犯──というには彼女たちもまた、被害者の側ではありますが、」	EXACT_VERIFIED	MI	information_public_speech	Retained from V13 canonical locator after contextual rereading.
T10-E143	V13	V13 / p-003.xhtml para 483	V13-L016	何が目的でこんなものを、と問われて、プリムヴェールは唇を嚙む。聴取の対象として共和国軍の高官や研究者、政府関係者と共に護送さ...	EXACT_VERIFIED	MI	democracy_law_accountability	Retained from V13 canonical locator after contextual rereading.
T10-E144	V13	V13 / p-003.xhtml para 581	V13-L030	《優先目標を設定。共和国人が多数を占める陣地。補充兵が多数を占める陣地。少数民族が多数を占める陣地。──また合わせて、後方地...	EXACT_VERIFIED	MI	social_equality_race_othering	Retained from V13 canonical locator after contextual rereading.
T10-E145	V13	V13 / p-005.xhtml para 394	V13-L041	八六区を、エイティシックスを作り出した共和国だけが、特別におかしいわけじゃなかった。まともだと思っていた連邦でさえ、状況が変...	EXACT_VERIFIED	IT	expendability_exit_blocked_return	Retained from V13 canonical locator after contextual rereading.
T10-E146	V13	V13 / p-005.xhtml para 397	V13-L043	首都への避難民を、前線に送って補充兵に仕立てるべきだとの議会での提案と、それに賛同する論調の社説にレーナは息を吞む。──市民...	EXACT_VERIFIED	MI	democracy_law_accountability	Retained from V13 canonical locator after contextual rereading.
T10-E147	V13	V13 / p-005.xhtml para 427	V13-L046	それでもなお、その重い自由と平等を維持したいのなら、救済の仕組みは作るべきだった。何もできない人間が、それでも代替品の充足を...	EXACT_VERIFIED	CS	welfare_refugee_capability	Retained from V13 canonical locator after contextual rereading.
T10-E148	V13	V13 / p-005.xhtml para 445	V13-L047	「そして私も。ええ、人は愚か者です。私は愚か者です。賢明という名には永久に値しないのかもしれない。自由も平等も、あまりにも無...	EXACT_VERIFIED	CS	usable_freedom_self_government	Retained from V13 canonical locator after contextual rereading.
T10-E149	V13	V13 / p-005.xhtml para 447	V13-L048	人権だとか、自由だとか平等だとか正義だとか。そういうものは、なるほど幻想だ。実在しない。だからこそ市民それぞれが、その幻想の...	EXACT_VERIFIED	CS	formal_status_rights_citizenship	Retained from V13 canonical locator after contextual rereading.
T10-E150	V13	V13 / p-005.xhtml para 481	V13-L052	行きたくない。死にたくない。嫌だ。嫌だ。嫌だ。	EXACT_VERIFIED	NV	institutional_comparative_control	Retained from V13 canonical locator after contextual rereading.
T10-E151	V13	V13 / p-005.xhtml para 492	V13-L053	それは決して本心ではない。	EXACT_VERIFIED	NV	fear_fragmentation_and_recovery	Retained from V13 canonical locator after contextual rereading.
T10-E152	V13	V13 / p-005.xhtml para 494	V13-L054	それを誰より自分自身が、認めないための正当化だ。	EXACT_VERIFIED	NV	fear_fragmentation_and_recovery	Retained from V13 canonical locator after contextual rereading.
T10-E153	V13	V13 / p-005.xhtml para 500	V13-L055	同じ言葉と感情が小隊や中隊という集団の中、繰り返されて反響し、そして増幅する。俺、ではなく、俺たち、という曖昧な自称が自身と...	EXACT_VERIFIED	LI	information_public_speech	Retained from V13 canonical locator after contextual rereading.
T10-E154	V13	V13 / p-005.xhtml para 503	V13-L056	線が引かれる。	EXACT_VERIFIED	NV	fear_fragmentation_and_recovery	Retained from V13 canonical locator after contextual rereading.
