evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T08-E025	V03	cemetery / `p-014.xhtml ¶089`	V03-L052	また来る。...見たことのないものを伝えに	EXACT_VERIFIED	CS	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E026	V03	item/xhtml/p-005.xhtml ¶405	NEW_DIRECT_SOURCE_RETRIEVAL	嫌というほど聞いて、聞き慣れた非難だ。そして実のところ全く的外れな糾弾だった。自分の命の責任は、結局のところ自分にしか負えない。自分の身も守れないくらい弱かったのが悪いと言うほど冷血ではないつもりだが、守ってくれなかったと他人に責を問うのは筋違いだ。	EXACT_VERIFIED	CS/NV/PF	responsibility_scope	Shin articulates a severe personal-responsibility view that later volumes complicate.
T08-E027	V03	item/xhtml/p-006.xhtml ¶206	NEW_DIRECT_SOURCE_RETRIEVAL	「勿論。当然の責任よ。溺れた仔犬を拾う程度のつもりで同じ人を救おうとした、私達の傲慢さの、ね」	EXACT_VERIFIED	CS/NV/PF	responsibility_scope	Grethe names Giad rescue paternalism as adult institutional responsibility rather than victim fault.
T08-E028	V03	item/xhtml/p-009.xhtml ¶7	NEW_DIRECT_SOURCE_RETRIEVAL	『本作戦の第二目標は達成したと言っていいだろう。──だが、第一目標である電磁加速砲型の撃破については、残念ながら未完了だ。ああ、二機目の存在に思い至らなかったのは参謀本部の落ち度だ。君達現場の責任ではないから、気にしなくていい』	EXACT_VERIFIED	CS/NV/PF	responsibility_scope	Command explicitly assigns intelligence failure to staff rather than frontline soldiers.
T08-E029	V03	item/xhtml/p-014.xhtml ¶100	NEW_DIRECT_SOURCE_RETRIEVAL	誰かを嫌うのは──心がとげとげして、痛かった。きっと、よくないことなのだから。	EXACT_VERIFIED	CS/NV/PF	grief_release	Nina recognizes that hatred itself hurts the bereaved.
T08-E030	V03	item/xhtml/p-014.xhtml ¶96	NEW_DIRECT_SOURCE_RETRIEVAL	兄は殺されたのだという。誰かのせいで、帰ってこられなくなったということだ。	EXACT_VERIFIED	CS/NV/PF	grief_blame	Nina initially understands Eugene death through blame because grief seeks a causal target.
T08-E031	V03	item/xhtml/p-014.xhtml ¶97	NEW_DIRECT_SOURCE_RETRIEVAL	それが悲しくて辛くて、とても抱えていられなかったから、どうしてとその人に手紙でぶつけてみたけれど、今も答えは返ってこない。ひどい人だから返事を書いてくれないのかもしれないし、もしかしたら手紙が届かなかったのかもしれない。	EXACT_VERIFIED	CS/NV/PF	grief_blame	Nina describes sending blame outward because the grief was too painful to hold.
T08-E032	V03	item/xhtml/p-014.xhtml ¶99	NEW_DIRECT_SOURCE_RETRIEVAL	もし天国でお兄ちゃんと会ったなら、ちゃんとごめんなさいをしてくれているといい、と、ニーナは思う。お兄ちゃんは優しかったから、きっと許してあげる。そうして天国では、仲良くしていてくれれば。	EXACT_VERIFIED	CS/NV/PF	apology_forgiveness	Nina imagines apology and forgiveness without requiring direct survivor absolution.
T08-E033	V03	red field / `p-013.xhtml ¶076–084`	V03-L042	無力だから、戦ってはいけないというのか	EXACT_VERIFIED	CS/NV	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E034	V04	Ch.1 / `p-005.xhtml ¶271`	V04-L003	報復してもいいのは、おれたちエイティシックスだけ	EXACT_VERIFIED	CS/LI	revenge_nonrevenge	Retained from canonical V2 locator after contextual rereading for T08.
T08-E035	V04	Ch.1 / `p-005.xhtml ¶577`	V04-L008	十字架じゃない。……罪悪感なんかじゃない。	EXACT_VERIFIED	CS/LI	guilt_culpability	Retained from canonical V2 locator after contextual rereading for T08.
T08-E036	V04	Shepherd surge / `p-009.xhtml ¶83`	V04-L025	戦隊副長としての俺の権利と責任	EXACT_VERIFIED	CS/LI/MI	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T08-E037	V04	ending / `p-012.xhtml ¶208`	V04-L042	憎まないために、全てを忘れた	EXACT_VERIFIED	NV/IT	anger_hatred	Retained from canonical V2 locator after contextual rereading for T08.
T08-E038	V04	item/xhtml/p-006.xhtml ¶568	NEW_DIRECT_SOURCE_RETRIEVAL	「悲壮面するなって、シンにも言われてるんでしょ？これもそうだよ。誰も責めてないんだから、勝手に罪悪感覚えて自虐ごっこするのは、……やめてよね」	EXACT_VERIFIED	CS/NV/PF	guilt_culpability	Peer correction rejects self-invented guilt when no one is assigning blame.
T08-E039	V04	item/xhtml/p-012.xhtml ¶119	NEW_DIRECT_SOURCE_RETRIEVAL	アネットが、罪悪感に囚われずにすむように。	EXACT_VERIFIED	CS/NV/PF	guilt_entitlement	Lena wonders whether Shin shaped his memory account to relieve Annette guilt.
T08-E040	V04	item/xhtml/p-012.xhtml ¶123	NEW_DIRECT_SOURCE_RETRIEVAL	「実際、全然思い出せません。言ったとおり、喧嘩なんてしょっちゅうしてたから、印象に残ってないんだと思います」	EXACT_VERIFIED	CS/NV/PF	guilt_entitlement	Shin says he genuinely does not remember the betrayal central to Annette guilt.
T08-E041	V04	item/xhtml/p-012.xhtml ¶124	NEW_DIRECT_SOURCE_RETRIEVAL	アネットの抱いた、傷のような罪悪感とは裏腹に。	EXACT_VERIFIED	CS/NV/PF	guilt_entitlement	Narration contrasts Annette wound-like guilt with Shin nonmemory.
T08-E042	V05	Ch.1 / `p-004.xhtml ¶789`	V05-L014	還りたいと。……ずっと泣いてる	EXACT_VERIFIED	CS/PF	grief_mourning	Retained from canonical V2 locator after contextual rereading for T08.
T08-E043	V05	item/xhtml/p-004.xhtml ¶18	NEW_DIRECT_SOURCE_RETRIEVAL	その苦悩と罪悪感からついに解放される。ようやく見殺しにし続けた罪を償える。……そういう、笑顔だった。	EXACT_VERIFIED	CS/NV/PF	guilt_self_punishment	An adult imagines death/atonement as release from guilt for repeatedly allowing child deaths.
T08-E044	V06	`p-004 ¶42` / `「連合王国の救援部隊が、警戒も戦闘も担当してくれています。そのために充分な戦...`	V06-L005	EXACT_VERIFIED	CS/MI	Lena tells Shin he can rest because others now carry security	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E045	V06	`p-004 ¶827` / `強く湧いた、その思いに驚き、次いで自覚した。そう、望みたい。許されるなら。否...`	V06-L021	EXACT_VERIFIED	NV/LI	Shin explicitly wants to want the shared future despite fear	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E046	V06	`p-005 ¶737` / `そして、思い出したくない。それも本当は、自覚している。思い出したらきっと憎ん...`	V06-L031	EXACT_VERIFIED	NV/RR	Shin recognizes remembered family happiness and fear of wanting it	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E047	V06	`p-007 ¶666` / `必ず帰ると。話をしようと。傷つけたのを謝ることさえ自分はできていないのに、こ...`	V06-L047	EXACT_VERIFIED	NV	Survival is tied to unfinished promises, conversation and apology	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E048	V06	`p-009 ¶74` / `あなたに憎まれていたことなんて、本当にただの一度もなかった。`	V06-L059	EXACT_VERIFIED	NV/RR	Shin recognizes Rei never hated him	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E049	V07	Ch.3 / `p-008.xhtml ¶120`	V07-L025	間違いも無力も後悔も、──その先の決断も	EXACT_VERIFIED	CS/LI	regret_reflection	Retained from canonical V2 locator after contextual rereading for T08.
T08-E050	V07	Ch.3 / `p-008.xhtml ¶743`	V07-L029	赦しではない	EXACT_VERIFIED	NV/LI	forgiveness_nonforgiveness	Retained from canonical V2 locator after contextual rereading for T08.
T08-E051	V07	Ch.3 / `p-008.xhtml ¶753`	V07-L030	わたくしは人を、救いたかった	EXACT_VERIFIED	CS/LI	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E052	V07	Ch.4 / `p-009.xhtml ¶63–70`	V07-L036	後悔しないために` / `覚悟を、決めよう	EXACT_VERIFIED	NV/LI	regret_reflection	Retained from canonical V2 locator after contextual rereading for T08.
T08-E053	V07	item/xhtml/p-008.xhtml ¶714	NEW_DIRECT_SOURCE_RETRIEVAL	「別に、赦してはいない。……そもそも恨んでもいないから。恨みたくない。そんなものには意味がない」	EXACT_VERIFIED	CS/NV/PF	nonforgiveness_nonhatred	Shin explicitly says he does not forgive Zelene, but also does not hate her.
T08-E054	V07	item/xhtml/p-008.xhtml ¶724	NEW_DIRECT_SOURCE_RETRIEVAL	「何かを恨んで、誰かを憎んで、──そのせいでおれから何もかも奪った奴らと、同じ場所に堕ちたくはないから」	EXACT_VERIFIED	CS/NV/PF	nonrevenge_pride	Shin refuses hatred partly because he will not descend to the moral position of persecutors.
T08-E055	V08	Ch.1 / `p-004.xhtml ¶251`	V08-L012	赦してやれたか	EXACT_VERIFIED	CS/LI	forgiveness_nonforgiveness	Retained from canonical V2 locator after contextual rereading for T08.
T08-E056	V08	Ch.1 / `p-004.xhtml ¶254–256`	V08-L013	そう、赦したかった	EXACT_VERIFIED	NV/LI	forgiveness_nonforgiveness	Retained from canonical V2 locator after contextual rereading for T08.
T08-E057	V08	Ch.5 / `p-011.xhtml ¶610`	V08-L049	できることをせずに後悔しとうない	EXACT_VERIFIED	CS/LI	regret_reflection	Retained from canonical V2 locator after contextual rereading for T08.
T08-E058	V09	Ch.3 / `p-008 ¶429`	V09-L033	少しでも助けに` / `なるために	EXACT_VERIFIED	NV/LI	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E059	V09	Ch.4 / `p-010 ¶498`	V09-L044	わたくしの家族は、聖教国と軍に見捨てられた	EXACT_VERIFIED	CS/PF	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E060	V09	Ch.5 / `p-011 ¶533`	V09-L057	わたくしだけは、わたくしの部下たちを見捨ててはいけない	EXACT_VERIFIED	CS/LI	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E061	V10	Culpa / `p-022 ¶43–44`	V10-L034	お前に罪があることなど、──何もないのだ	EXACT_VERIFIED	CS	guilt_culpability	Retained from canonical V2 locator after contextual rereading for T08.
T08-E062	V10	Culpa / `p-022 ¶81–84`	V10-L036	憎まなくていい` / `たいせつなひと	EXACT_VERIFIED	NV/LI	anger_hatred	Retained from canonical V2 locator after contextual rereading for T08.
T08-E063	V10	Culpa / `p-022 ¶87–88`	V10-L037	救いを一つ` / `誰かの救い	EXACT_VERIFIED	NV/LI	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E064	V10	Fido / `p-030 ¶132`	V10-L052	代償行為とは知りつつ	EXACT_VERIFIED	NV/LI	apology_reparation	Retained from canonical V2 locator after contextual rereading for T08.
T08-E065	V10	Fido / `p-030 ¶66`	V10-L051	敵を増やしただけになっては、哀しい	EXACT_VERIFIED	CS/LI	grief_mourning	Retained from canonical V2 locator after contextual rereading for T08.
T08-E066	V10	Pledge / `p-004 ¶580–583`	V10-L007	せめてもの慰め` / `救い	EXACT_VERIFIED	NV	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E067	V10	Undertaker / `p-020 ¶268–270`	V10-L030	誰にも救いを求められない` / `重荷	EXACT_VERIFIED	NV	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E068	V11	D+3 `p-014 ¶68–76` / `その罪を負えるのは、レーナではない`	V11-L006	EXACT_VERIFIED	NV/LI	03,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E069	V11	Richard `p-026 ¶448–455` / `墓参りなんて、絶対にされたくない`	V11-L049	EXACT_VERIFIED	CS/LI	06,07,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E070	V11	final evac `p-026 ¶118` / `復讐を選ばなかったなら、これからも選ぶな`	V11-L038	EXACT_VERIFIED	CS/LI	04,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E071	V11	final evac `p-026 ¶65–76` / `共和国市民を見捨てるべきか`	V11-L033	EXACT_VERIFIED	NV/MI	03,05,07	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E072	V11	final evac `p-026 ¶90` / `我らが連邦は、正義の国なのだから`	V11-L034	EXACT_VERIFIED	CS/MI	06,07	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E073	V11	final evac `p-026 ¶93` / `正義の美名`	V11-L035	EXACT_VERIFIED	CS/LI/MI	06,07,12	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E074	V11	grief `p-026 ¶620–628` / `助けられなかった。本当は見捨てたくなかった`	V11-L053	EXACT_VERIFIED	CS/LI	03,05,10	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E075	V11	grief `p-028 ¶2` / `泣きたいのは、仕方ないと思う`	V11-L054	EXACT_VERIFIED	CS/LI	03,10,12	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E076	V11	item/xhtml/p-010.xhtml ¶179	NEW_DIRECT_SOURCE_RETRIEVAL	「あなたのせいじゃないわ。……反省するのはいい。でもあなたの罪じゃないことを、あなたの罪だって言っては駄目。悲壮面の聖女を、演じたら駄目よ」	EXACT_VERIFIED	CS/NV/PF	bounded_guilt	Lena tells Annette reflection is legitimate but invented guilt and saintly self-punishment are not.
T08-E077	V11	massacre `p-022 ¶425` / `許してくれとは言わない`	V11-L027	EXACT_VERIFIED	CS/LI	04,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E078	V11	return `p-018 ¶128` / `助けたいとも思いませんが、死んでしまえとも思わない`	V11-L011	EXACT_VERIFIED	CS/LI	02,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E079	V11	return `p-018 ¶128` / `復讐なんて、おれは望まなかったし、選ばなかった`	V11-L010	EXACT_VERIFIED	CS/LI	02,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E080	V11	return `p-018 ¶213` / `全然、まだ赦せないよ`	V11-L013	EXACT_VERIFIED	CS/LI	04,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E081	V11	return `p-018 ¶240` / `だから──もういいや`	V11-L014	EXACT_VERIFIED	CS/LI	04,05,09	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E082	V12	Ch.4 / `p-007 ¶479`	V12-L055	絶対助けは来るから、諦めるな	EXACT_VERIFIED	CS	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E083	V12	Ch.5 / `p-008 ¶131`	V12-L058	正義の国は卑怯だ	EXACT_VERIFIED	CS	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E084	V12	Ch.5 / `p-008 ¶254`	V12-L061	助けられなかった奴は、お前さんの責任じゃねえ	EXACT_VERIFIED	CS	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T08-E085	V12	Ch.5 / `p-008 ¶559–560`	V12-L075	だからエイティシックスの子供たちに、復讐なんかされたんだ	EXACT_VERIFIED	CS/NV	revenge_nonrevenge	Retained from canonical V2 locator after contextual rereading for T08.
T08-E086	V13	V13 / `p-003.xhtml` para 571	V13-L027	自殺しなかったのが罪だなんて、存在自体が他人の害になるのだから閉じこめられてそのまま死んでいるべきだったなんて、ユートには言...	EXACT_VERIFIED	CS	guilt_culpability	Retained from canonical V2 locator after contextual rereading for T08.
T08-E087	V13	V13 / `p-003.xhtml` para 591	V13-L032	復讐は、勝利は殺戮は、俺たちの番だ。もういいよな。まだいいよな。まだ、俺たちの番でいいんだよな。	EXACT_VERIFIED	CS	revenge_nonrevenge	Retained from canonical V2 locator after contextual rereading for T08.
T08-E088	V13	V13 / `p-004.xhtml` para 27	V13-L033	どうにかしてチトリを探し出して、自爆なんかやめさせて、今度こそ助けてやるべきなんじゃないのか──……!?	EXACT_VERIFIED	CS	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E089	V13	V13 / `p-005.xhtml` para 221	V13-L037	「大人になるということは、大人に守られる子供ではなくなるということは、自分以外にも守るものができるということだ。責任を負う対...	EXACT_VERIFIED	CS	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T08-E090	V13	V13 / `p-005.xhtml` para 227	V13-L038	「そして、そう、君がいま動けずにいるのは、その責任を正しく自覚しているからだ。とりうる選択肢それぞれの結果を、きちんと評価で...	EXACT_VERIFIED	CS	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T08-E091	V13	V13 / `p-005.xhtml` para 334	V13-L039	俺はいったい、チトリの何を救うつもりだったんだ？	EXACT_VERIFIED	CS	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E092	V13	V13 / `p-005.xhtml` para 426	V13-L045	誰もが己の王であらねばならぬ。誰もが最低限、自分を生きる責任を負わねばならぬ。その重圧に耐えられない者も当然いる。己一つも背...	EXACT_VERIFIED	CS	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T08-E093	V13	V13 / `p-005.xhtml` para 427	V13-L046	それでもなお、その重い自由と平等を維持したいのなら、救済の仕組みは作るべきだった。何もできない人間が、それでも代替品の充足を...	EXACT_VERIFIED	CS	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E094	V13	V13 / `p-005.xhtml` para 447	V13-L048	人権だとか、自由だとか平等だとか正義だとか。そういうものは、なるほど幻想だ。実在しない。だからこそ市民それぞれが、その幻想の...	EXACT_VERIFIED	CS	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E095	V13	V13 / `p-005.xhtml` para 453	V13-L049	必要なのは、自分を生きる努力。助けられる誰かを助ける努力。	EXACT_VERIFIED	CS	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E096	V13	V13 / `p-005.xhtml` para 633	V13-L062	「俺だけでも充分だろうが、卿も後退するな。この基地が簡単には見捨てられないだけの手札を、エイティシックスの手元に残してやれ」	EXACT_VERIFIED	CS	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E097	V13	V13 / `p-005.xhtml` para 655	V13-L065	「正義を人に──捨てさせるんだ」	EXACT_VERIFIED	CS	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T08-E098	V13	V13 / `p-006.xhtml` para 183	V13-L077	『君は、やさしさの側の人間だ。他人の痛みに、心を寄せて共に悲しめる人間だ。それは正しい。君のかたちこそがきっと正しい。だから...	EXACT_VERIFIED	CS	grief_mourning	Retained from canonical V2 locator after contextual rereading for T08.
T08-E099	V13	V13 / `p-006.xhtml` para 223	V13-L075	「けど、……愛だから、構わない。これは愛なのだから仕方がない。言い訳はするけれど正当化はするけれど、それだけで反省も改善もし...	EXACT_VERIFIED	CS	regret_reflection	Retained from canonical V2 locator after contextual rereading for T08.
T08-E100	V13	V13 / `p-006.xhtml` para 23	V13-L070	『覚えておきなさい。あなたたちは、私の命令で撃つの。あなたたちは手足で、頭は私。銃爪の責任は私にあるわ。尉官風情が負うものじ...	EXACT_VERIFIED	CS	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T08-E101	V13	V13 / `p-007.xhtml` para 246	V13-L094	「ずるいよ。だって、裏切れないじゃないか。自分の子供が、それも二人がかりで、そんな泣きそうな顔で必死に止めようとしてるのに裏...	EXACT_VERIFIED	CS	grief_mourning	Retained from canonical V2 locator after contextual rereading for T08.
T08-E102	V13	V13 / `p-007.xhtml` para 249	V13-L095	「お父さんなんだから。君たちを悲しませるわけにはいかないじゃないか──……」	EXACT_VERIFIED	CS	grief_mourning	Retained from canonical V2 locator after contextual rereading for T08.
T08-E103	V13	V13 / `p-007.xhtml` para 601	V13-L103	正義に、使命に、誰も彼もを救おうなんて誰にとっても身の程知らずの大望にまで、殉じようとしないでくれと、願ってくれただけだった...	EXACT_VERIFIED	IT	rescue_failure	Retained from canonical V2 locator after contextual rereading for T08.
T08-E104	V13	V13 / `p-007.xhtml` para 684	V13-L104	「駄目だよ。だって、俺は君を人殺しにしたくない。それが復讐でも君がそれを望んでるんだとしても、俺は君に人を殺してほしくない」	EXACT_VERIFIED	CS	revenge_nonrevenge	Retained from canonical V2 locator after contextual rereading for T08.
T08-E105	V13	V13 / `p-007.xhtml` para 693	V13-L105	「同じエイティシックスの君に、俺は。……哀しい思いをしてほしくない」	EXACT_VERIFIED	CS	grief_mourning	Retained from canonical V2 locator after contextual rereading for T08.
T08-E106	V13	V13 / `p-007.xhtml` para 796	V13-L109	「所属元の部隊長からは謝罪が届いてる。無理に読まなくてもいい、とはグレーテ大佐が言ってるが……」	EXACT_VERIFIED	CS	apology_reparation	Retained from canonical V2 locator after contextual rereading for T08.
T08-E107	V13	V13 / `p-007.xhtml` para 797	V13-L110	「謝罪、なんだろ。それなら目は通す」	EXACT_VERIFIED	CS	apology_reparation	Retained from canonical V2 locator after contextual rereading for T08.
T08-E108	V13	V13 / `p-007.xhtml` para 900	V13-L117	安易に非道に走るのは怠慢だ。貴族の、指揮官の自分たちには許されない思考停止だ。	EXACT_VERIFIED	IT	forgiveness_nonforgiveness	Retained from canonical V2 locator after contextual rereading for T08.
T08-E109	V13	V13 / `p-007.xhtml` para 950	V13-L119	「エイティシックスの女王たるわたしを首都に留め、彼らへの人質にする。これから必ず、憤りや恨みや叛意さえ抱くだろう彼らに、なお...	EXACT_VERIFIED	CS	anger_hatred	Retained from canonical V2 locator after contextual rereading for T08.
