evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T06-E022	V06	p-006 ¶837	V06-L040	「まだそれしか、望めない。おれ自身の未来なんてわからない。でも、だからどうか...	EXACT_VERIFIED	CS/LI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E023	V06	p-007 ¶655	V06-L046	死にたくない、と唐突に、強く思った。湧きあがったそれは、本能そのものの目も眩...	EXACT_VERIFIED	NV/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E024	V06	p-007 ¶674	V06-L048	レーナが笑ってくれるような、生き方をしたい。	EXACT_VERIFIED	NV/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E025	V06	p-007 ¶675	V06-L049	叶うならば共に、笑いあって。	EXACT_VERIFIED	NV/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E026	V06	p-009 ¶61	V06-L058	「昔、旦那さまが兄君とあなた様の誕生祝いにとそれぞれお贈りになった、絵本の表...	EXACT_VERIFIED	PF/RR	calendar_recurrence	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E027	V06	p-009 ¶93	V06-L060	今は、同じ場所に帰ってくる。	EXACT_VERIFIED	CS/IT	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E028	V06	p-009 ¶136	V06-L065	そのことに知らず、──自然と、笑みを零しながら、シンは首を横に振る。	EXACT_VERIFIED	BA	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E029	V07	item/xhtml/p-006.xhtml ¶465	NEW_DIRECT_SOURCE_RETRIEVAL	「休暇を少し、延長してもらったようなものです。実際皆、楽しんでいますから。おれを含めて」	EXACT_VERIFIED	CS	leisure_internalization	Shin includes himself among those genuinely enjoying the leave rather than merely tolerating civilian life for others.
T06-E030	V07	Ch.1 / `p-006.xhtml ¶334`	V07-L005	笑うようにも冗談を言うようにも	EXACT_VERIFIED	NV/BA	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E031	V07	Ch.1 / `p-006.xhtml ¶435`	V07-L006	実際皆、楽しんでいますから。おれを含めて	EXACT_VERIFIED	CS	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E032	V07	Ch.4 / `p-009.xhtml ¶36`	V07-L034	できないよりもできた方が、楽しめるものは多い	EXACT_VERIFIED	CS/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E033	V07	Ch.4 / `p-009.xhtml ¶656`	V07-L053	貴女と共に、海を見たい	EXACT_VERIFIED	CS/LI	travel_mobility	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E034	V07	post-afterword / `p-011.xhtml ¶46–48`	V07-L057	まだ大人になりきらない少年	EXACT_VERIFIED	NV	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E035	V07	post-afterword / `p-011.xhtml ¶61–68`	V07-L058	自分も好きだと` / `応じてないならまだ、恋人	EXACT_VERIFIED	NV/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E036	V07	post-afterword / `p-011.xhtml ¶80–84`	V07-L059	おやすみなさい良い夢を` / flight	EXACT_VERIFIED	BA/NV	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E037	V08	prologue / `p-002.xhtml ¶58`	V08-L003	子供を犠牲にするような国は	EXACT_VERIFIED	CS/MI	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E038	V08	Ch.1 / `p-004.xhtml ¶3`	V08-L007	適切な訓練と教育が不可欠	EXACT_VERIFIED	NV/MI	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E039	V08	Ch.1 / `p-004.xhtml ¶242`	V08-L011	背中の開いたドレスとビキニ	EXACT_VERIFIED	NV/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E040	V08	Ch.1 / `p-004.xhtml ¶345`	V08-L015	未来なんてものも本当は、あるはずがない	EXACT_VERIFIED	NV/LI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E041	V08	Ch.3 / `p-006.xhtml ¶86`	V08-L023	今のままでも生きていける	EXACT_VERIFIED	NV/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E042	V08	Ch.3 / `p-006.xhtml ¶383`	V08-L028	生きてりゃいつか、同じくらいに大切なものが	EXACT_VERIFIED	CS/LI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E043	V08	Ch.4 / `p-008.xhtml ¶43`	V08-L031	研究にでも進んでいたかも	EXACT_VERIFIED	CS/LI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E044	V08	Ch.4 / `p-008.xhtml ¶95`	V08-L034	戦場以外に居場所がないとも、もう思わない	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E045	V08	Ch.5 / `p-011.xhtml ¶367`	V08-L045	生きるために、得ないといけない	EXACT_VERIFIED	NV/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E046	V08	Ch.5 / `p-011.xhtml ¶839`	V08-L056	僕はもう、──一緒には戦えないや	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E047	V08	afterword / `p-014.xhtml ¶21`	V08-L059	戦争の終わりの見え始めた中でのエイティシックスたちの選択	EXACT_VERIFIED	PT	capability_choice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E048	V09	item/xhtml/p-009.xhtml ¶56	NEW_DIRECT_SOURCE_RETRIEVAL	「そんなものでいいでしょ。あんただってたとえば、そうね、下の広場の屋台の揚げパンがすごい美お味いしいって、そう聞いたら食べてみたくなるでしょ？　買ってきてあげないけど。……その程度のやってみたいなら、叶かなえたって次のやりたいことがきっと死ぬまで見つかるわよ」	EXACT_VERIFIED	CS/LI	small_desire_generator	Annette defines small tryable wants as enough to generate further desires without requiring a grand life plan.
T06-E049	V09	Ch.1 / `p-004 ¶21–28`	V09-L002	非戦闘職に転向	EXACT_VERIFIED	PF/MI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E050	V09	Ch.1 / `p-004 ¶136`	V09-L007	楽しいですね、学生というのは	EXACT_VERIFIED	CS/LI	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E051	V09	Ch.1 / `p-004 ¶410–414`	V09-L010	戦場の外の、未来` / `信じられない	EXACT_VERIFIED	NV/LI	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E052	V09	Ch.1 / `p-004 ¶520–524`	V09-L011	僕はもう、戦えない` / `でも、死ななくていい	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E053	V09	Ch.1 / `p-004 ¶544–553`	V09-L013	重かった。本当は、最初からずっと	EXACT_VERIFIED	CS/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E054	V10	Triage / `p-025 ¶44`	V10-L040	笑えないのは負けだ	EXACT_VERIFIED	NV/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E055	V10	Triage / `p-025 ¶84`	V10-L041	また来月やればいい	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E056	V10	Fido appendix / `p-031 ¶32`	V10-L056	子供たちを性悪な戦場の女神になんて	EXACT_VERIFIED	CS/LI	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E057	V10	Gentle World / `p-033 ¶121`	V10-L058	こんな世界ならよかった？	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E058	V10	Gentle World / `p-033 ¶127`	V10-L059	傷なんて、負わなくてよかった	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E059	V10	Gentle World / `p-033 ¶127`	V10-L060	おれは死神でいなくてよかった	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E060	V10	Gentle World / `p-033 ¶134`	V10-L061	会えない人がいる。知らない景色と言葉がある	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E061	V10	Gentle World / `p-033 ¶139`	V10-L062	あの世界じゃなければよかった、なんて	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E062	V10	Gentle World / `p-033 ¶157`	V10-L063	こんな世界、なんて、今は。……言いたくはないな	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E063	V10	afterword / `p-034 ¶4`	V10-L065	明るく楽しい死出の旅路	EXACT_VERIFIED	PT	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E064	V11	D−2 `p-003 ¶19` / `色恋にぐだぐだ悩んだりしろよ`	V11-L001	EXACT_VERIFIED	CS/LI	02,09,12	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E065	V11	D+3 `p-014 ¶158` / `人質なんか要らないから。ちゃんと帰ってくるから`	V11-L007	EXACT_VERIFIED	CS/LI	04,09,10	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E066	V11	return `p-018 ¶199` / `全能感っていうのかな。楽しかったよ`	V11-L012	EXACT_VERIFIED	CS/LI	04,09	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E067	V11	return `p-018 ¶501` / `必ず、帰ってきます。ここに`	V11-L020	EXACT_VERIFIED	CS/LI	03,09,10	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E068	V11	final evac `p-026 ¶128` / `まだ彼らが子供だというなら`	V11-L040	EXACT_VERIFIED	CS/LI	06,09	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E069	V11	march `p-026 ¶359–360` / `革命祭の花火は諦めてない`	V11-L046	EXACT_VERIFIED	CS/LI	03,09,10	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E070	V11	Richard `p-026 ¶427–430` / `ただの子供に戻ったか`	V11-L048	EXACT_VERIFIED	CS/LI	06,09	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E071	V12	item/xhtml/p-008.xhtml ¶481	NEW_DIRECT_SOURCE_RETRIEVAL	休息をとって頭の中を一杯にしていた虚無感や罪悪感や、出口のない懊おう悩のうが解消されて。本当なら将来の夢とか明日の楽しい予定とか、知覚同調パラレイドの向こうの恋人でいっぱいにするべき心の空間がすっかり空いたから。	EXACT_VERIFIED	NV/LI	rest_creates_mental_future_space	Rest removes enough acute guilt/rumination that ordinary future dreams, tomorrow plans and love can occupy attention again.
T06-E072	V12	Ch.1 / `p-004 ¶183`	V12-L006	休むのも仕事だと思って	EXACT_VERIFIED	CS	rest_recovery	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E073	V12	Ch.1 / `p-004 ¶201`	V12-L007	本当は、辛いのだ	EXACT_VERIFIED	NV/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E074	V12	Ch.1 / `p-004 ¶206`	V12-L008	一月ほどは軍務を離れて休養すべき	EXACT_VERIFIED	PF/MI	rest_recovery	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E075	V12	Ch.1 / `p-004 ¶357`	V12-L011	ぼくは、ごしゅじんさまにかわれてしあわせな	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E076	V12	Ch.1 / `p-004 ¶372`	V12-L012	今は主人の支配下にないのだと	EXACT_VERIFIED	NV/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E077	V12	Ch.1 / `p-004 ¶373`	V12-L013	今なお従うことしか考えられない	EXACT_VERIFIED	NV/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E078	V12	Ch.2 / `p-005 ¶284`	V12-L025	読み書きなんかを『平等』に学ばされた	EXACT_VERIFIED	CS/LI	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E079	V12	Ch.2 / `p-005 ¶561–562`	V12-L030	全然わかんねえから知りてえ` / `だから知りたい学びたい	EXACT_VERIFIED	CS/LI	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E080	V12	Ch.2 / `p-005 ¶567`	V12-L031	まずはそれを渡そう	EXACT_VERIFIED	CS/BA	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E081	V12	Ch.2 / `p-005 ¶572`	V12-L032	君たちのペースでぜひ、楽しんでくれたまえ	EXACT_VERIFIED	CS/LI	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E082	V12	Ch.2 / `p-005 ¶574`	V12-L033	わからないから知りたい、学びたい	EXACT_VERIFIED	CS/LI	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E083	V12	Ch.2 / `p-005 ¶586`	V12-L034	学ぶことを、考えることを	EXACT_VERIFIED	NV/SI	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E084	V12	Ch.3 / `p-006 ¶393`	V12-L044	考えないって、楽だから	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E085	V12	Ch.3 / `p-006 ¶399`	V12-L045	自分で抱えられる自分に	EXACT_VERIFIED	NV/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E086	V12	Ch.3 / `p-006 ¶521`	V12-L047	異能の負荷を解消するための、強制的な眠り	EXACT_VERIFIED	NV/PF	rest_recovery	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E087	V12	Ch.3 / `p-006 ¶535`	V12-L048	辛い時は遠慮せず報告して	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E088	V12	Ch.3 / `p-006 ¶748`	V12-L051	簡単な文章に書き直してくれて	EXACT_VERIFIED	NV/MI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E089	V12	Ch.4 / `p-007 ¶479`	V12-L055	絶対助けは来るから、諦めるな	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E090	V12	Ch.4 / `p-007 ¶492`	V12-L057	元農奴にだって何か、いいことやすごいことはできる	EXACT_VERIFIED	CS/LI	capability_choice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E091	V12	Ch.5 / `p-008 ¶275`	V12-L063	わらわ自身の王となろうぞ	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E092	V12	Ch.5 / `p-008 ¶301`	V12-L064	これまで以上に身は厭え	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E093	V12	Ch.5 / `p-008 ¶461`	V12-L071	まずはわらわ自身を、わらわは労わってやらねば	EXACT_VERIFIED	CS/LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E094	V13	V13 / `p-002.xhtml` para 11	V13-L003	学校には毎日、一緒に通って。帰ってきてからもまた遊んで。	EXACT_VERIFIED	BA	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E095	V13	V13 / `p-002.xhtml` para 12	V13-L004	いつものように家まで送ってくれた彼に、また明日ねと手を振って別れて。	EXACT_VERIFIED	LI	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E096	V13	V13 / `p-002.xhtml` para 38	V13-L006	そうして振る舞われる温かい食事は、大陸北方に位置する連邦の、冬のこの気温の中では思いの外に体にもこころにも嬉しくて──最初の...	EXACT_VERIFIED	BA	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E097	V13	V13 / `p-003.xhtml` para 493	V13-L020	そう、少女だ。〈仔鹿〉とは全員が、十代後半の少女たちだ。	EXACT_VERIFIED	MI	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E098	V13	V13 / `p-005.xhtml` para 221	V13-L037	「大人になるということは、大人に守られる子供ではなくなるということは、自分以外にも守るものができるということだ。責任を負う対...	EXACT_VERIFIED	CS	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E099	V13	V13 / `p-005.xhtml` para 227	V13-L038	「そして、そう、君がいま動けずにいるのは、その責任を正しく自覚しているからだ。とりうる選択肢それぞれの結果を、きちんと評価で...	EXACT_VERIFIED	CS	capability_choice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E100	V13	V13 / `p-005.xhtml` para 426	V13-L045	誰もが己の王であらねばならぬ。誰もが最低限、自分を生きる責任を負わねばならぬ。その重圧に耐えられない者も当然いる。己一つも背...	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E101	V13	V13 / `p-005.xhtml` para 453	V13-L049	必要なのは、自分を生きる努力。助けられる誰かを助ける努力。	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E102	V13	V13 / `p-006.xhtml` para 11	V13-L068	「這ってでも行くわ。……帰るんだもの」	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E103	V13	V13 / `p-007.xhtml` para 177	V13-L091	「こんな知らない場所じゃなくて、こんな何もない場所じゃなくて故郷の街に帰りたかった。もう一度おとうさんに、おかあさんに、先生...	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E104	V13	V13 / `p-007.xhtml` para 540	V13-L100	『えっ、あっその、……帰ったらキスしてあげますねシン！』	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E105	V13	V13 / `p-007.xhtml` para 587	V13-L101	「君の声が聞こえたんだ。帰ってきて、って。……願ってくれたんだろ？」	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E106	V13	V13 / `p-007.xhtml` para 589	V13-L102	「届いたよ、ちゃんと。帰らなきゃって、だから思えた。だから死なないでここまで、帰ってこられたんだ。ずるをした俺だけど、ずるを...	EXACT_VERIFIED	CS	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E107	V13	V13 / `p-007.xhtml` para 985	V13-L124	平和の故郷に帰ることも。	EXACT_VERIFIED	NV	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E108	V13	V13 / `p-008.xhtml` para 20	V13-L129	次巻から『86』は最終篇です。最終篇の、そしてシリーズ当初からの敵と対峙できるまでシンとレーナとエイティシックスたちは成長し...	EXACT_VERIFIED	PT	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E109	V14	p-004 ¶322	V14-L013	「……と、というかフレデリカも、ずいぶん可か愛わいいものを持ってきたじゃないか。聖誕祭用のオーナメントセットだろ、それ」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E110	V14	p-004 ¶335	V14-L014	ただでさえ無人の街の探検で、もうテンションが上がりっぱなしの子供たちである。彼らにはまだ、この街への避難も戦闘の気配も、日常からかけ離れたイ...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	childhood_development	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E111	V14	p-004 ¶337	V14-L015	楽しまないのは損だ。	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	leisure_ordinary_practice	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E112	V14	p-004 ¶684	V14-L019	「勉強をしましょう。こんな時だからこそ。──戦争が終わる日のために」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E113	V14	p-005 ¶350	V14-L052	『特に険悪だった部隊の基地は、もう長いあいだ掃除もしなくなっていて、酷ひどく汚れていたんです。……生活空間が荒れているから隊員が荒すさむのか...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E114	V14	p-005 ¶375	V14-L055	「いつから甘いもの、苦手じゃなくなったの」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	future_vocation	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E115	V14	p-005 ¶405	V14-L061	「セオ。他に隠していることはないから、試すようなことはやめてくれ。お前だから良かったけど、今は味がわからないからこそ食べ物に疑いを持ちたくな...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E116	V14	p-005 ¶408	V14-L062	「なるべく今後は僕が一緒に食事とるようにするよ。それで先に、味とか教えるから」	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E117	V14	p-007 ¶116	V14-L090	「リトは、できなかったことができるようになってた。原生海獣クジラとか海のこととか、学びたいって言ってたよ。何をしてもいいんだから、いろいろ見...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	education_capability	Retained from canonical deep-reading locator after contextual rereading for T06.
T06-E118	V14	p-007 ¶420	V14-L109	「『合成食糧は共和国の誇る完璧食品ですが、その他にお好みの肉や野菜、調味料があるとよりおいしく食べられます。俺のおすすめは野生化した豚の肉と...	EXACT_VERIFIED	NV/CS/BA/PF/LI/MI (see volume reading)	food_domesticity	Retained from canonical deep-reading locator after contextual rereading for T06.
