evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T11-E016	V02	Ch.2 / p-005.xhtml ¶371–373	V02-L014	それじゃ共和国と同じじゃないか	EXACT_VERIFIED	CS/MI	historical_specificity_and_comparative_control	06, 08
T11-E017	V02	Ch.2 / p-005.xhtml ¶385	V02-L015	今日から連邦市民	EXACT_VERIFIED	PF	legal_denaturalization_and_nonpersonhood	06
T11-E018	V02	Ch.2 / p-005.xhtml ¶420–423	V02-L017	first ordinary peaceful multiethnic city	PARAPHRASE	NV/BA	structural_comparison_control	06, 09
T11-E019	V02	Ch.2 / p-005.xhtml ¶463–467	V02-L018	愛玩動物` / substitute family critique	EXACT_ANCHOR	CS	benevolent_verticality_and_social_othering	06, 09
T11-E020	V02	Ch.3 / p-006.xhtml ¶077–080	V02-L020	civilian activities / `もうエイティシックスなどではない	PARAPHRASE + EXACT_ANCHOR	NV	reclaimed_identity_without_essence	06, 09
T11-E021	V02	Ch.3 / p-006.xhtml ¶429–434	V02-L028	哀れみの檻	EXACT_VERIFIED	CS/LI	benevolent_verticality_and_social_othering	06, 09, 12
T11-E022	V02	Ch.4 / p-007.xhtml ¶509–513	V02-L039	一方的な同情はむしろ理解の放棄	EXACT_VERIFIED	NV/LI	benevolent_verticality_and_social_othering	06, 12
T11-E023	V02	Ch.5 / p-008.xhtml ¶296–298	V02-L044	化物	EXACT_VERIFIED	CS/LI	benevolent_verticality_and_social_othering	06, 09, 12
T11-E024	V02	Ch.5 / p-008.xhtml ¶358–366	V02-L046	警報装置` / `実験動物` / reporting channel	EXACT_ANCHOR	CS/MI	structural_comparison_control	06, 07, 08
T11-E025	V03	prologue / p-002.xhtml ¶011–015	V03-L002	エイティシックスが死ぬのは当たり前だ` / `慣れざるを得なかった	EXACT_VERIFIED	NV	structural_comparison_control	02,09
T11-E026	V03	Ch.6 / p-005.xhtml ¶321–322	V03-L006	共和国の生み出した化物	EXACT_VERIFIED	CS	dehumanizing_and_instrumental_language	06,12
T11-E027	V03	Ch.6 / p-006.xhtml ¶042	V03-L010	一番失っても惜しくない駒	EXACT_VERIFIED	NV	disposability_and_utility	06,07
T11-E028	V03	Ch.6 / p-006.xhtml ¶066	V03-L013	一年越しの“消毒”	EXACT_VERIFIED	CS	historical_specificity_and_comparative_control	06
T11-E029	V03	Ch.6 / p-006.xhtml ¶079	V03-L014	区別も差別も、悪意だけじゃない	EXACT_VERIFIED	CS	benevolent_verticality_and_social_othering	06,05
T11-E030	V03	Ch.6 / p-006.xhtml ¶085–092	V03-L015	そうした化物どもでさえ` / `あるべき理想	EXACT_VERIFIED	CS	benevolent_verticality_and_social_othering	06
T11-E031	V04	Ch.1 / p-005.xhtml ¶271	V04-L003	報復してもいいのは、おれたちエイティシックスだけ	EXACT_VERIFIED	CS/LI	anti_essentialism_and_individual_differentiation	02, 04, 05, 10
T11-E032	V04	Ch.2 / p-006.xhtml ¶75	V04-L011	兵器の一部` / `資産` / `全機	EXACT_VERIFIED	CS/LI/MI	dehumanizing_and_instrumental_language	05, 06, 12
T11-E033	V04	Ch.2 / p-006.xhtml ¶108	V04-L012	聖マグノリア純血純白憂国騎士団	EXACT_VERIFIED	PF/LI	blood_caste_and_inherited_hierarchy	05, 06
T11-E034	V04	Ch.2 / p-006.xhtml ¶737	V04-L017	豚の鳴き声に、レーナは耳を傾けないでしょう？	EXACT_VERIFIED	CS/LI	dehumanizing_and_instrumental_language	02, 05, 12
T11-E035	V04	Ch.4 / p-008.xhtml ¶77	V04-L019	共和国人のために、エイティシックスに犠牲を	EXACT_VERIFIED	CS/MI	disposability_and_utility	03, 05, 07
T11-E036	V04	memoir / p-013.xhtml ¶2	V04-L044	おそらくは彼らの、最大の敵だった	EXACT_VERIFIED	PT/NV/RR	historical_specificity_and_comparative_control	01, 03, 09
T11-E037	V05	Ch.1 / p-004.xhtml ¶558	V05-L004	人造妖精〈シリン〉一番機	EXACT_VERIFIED	PF/LI	nonracial_functionalization_comparator	08, 11, 12
T11-E038	V05	Ch.2 / p-005.xhtml ¶354	V05-L016	何を以て人は人たり得るか	EXACT_VERIFIED	CS/LI	nonracial_functionalization_comparator	08, 12
T11-E039	V05	Ch.3 / p-006.xhtml ¶682	V05-L023	未来などない。課された役目しかない	EXACT_VERIFIED	CS/LI	nonracial_functionalization_comparator	08, 09, 11, 12
T11-E040	V05	Ch.3 / p-006.xhtml ¶692	V05-L024	人間ではないと言い放つことは...できなかった	EXACT_VERIFIED	NV	nonracial_functionalization_comparator	08, 11
T11-E041	V05	Ch.4 / p-007.xhtml ¶280	V05-L034	もはや人間ではない	EXACT_VERIFIED	CS	nonracial_functionalization_comparator	08, 11
T11-E042	V05	Ch.4 / p-007.xhtml ¶286	V05-L035	わたくしたちの存在はただ、人のために	EXACT_VERIFIED	CS	nonracial_functionalization_comparator	08, 11
T11-E043	V06	p-004 ¶408	V06-L011	アンジュは、エイティシックスたちはたまさかそう口にする。共和国に蔑称として名...	EXACT_VERIFIED	CS/LI	reclaimed_identity_without_essence	Dustin frames pride and curse as adjacent identity structures
T11-E044	V06	p-004 ¶416	V06-L012	「あんたたちエイティシックスが、自分をエイティシックスだって言う時。自分たち...	EXACT_VERIFIED	CS/IT	reclaimed_identity_without_essence	Dustin rejects total freedom and warns against identity foreclosure
T11-E045	V06	p-005 ¶150	V06-L025	その〈シリン〉を戦場に送りこみ、消耗品として使い捨てるのを、彼女の主は本心で...	EXACT_VERIFIED	BA/SI	nonracial_functionalization_comparator	Vika preserves answer/refusal space rather than issuing a direct command
T11-E046	V06	p-005 ¶234	V06-L027	あの絶死の八六区で、そう生きようとした。せめてそれだけは守り抜こうとした、自...	EXACT_VERIFIED	CS/LI	reclaimed_identity_without_essence	Shin explicitly refuses to discard Eighty-Six pride
T11-E047	V07	Ch.2 / p-007.xhtml ¶342	V07-L010	祖国のために他人を使い潰さねば愛国心がない	EXACT_VERIFIED	CS/LI	disposability_and_utility	02,05,12
T11-E048	V07	Ch.2 / p-007.xhtml ¶363	V07-L012	おれは家畜でもなければ無人機の部品でもない	EXACT_VERIFIED	CS/LI	dehumanizing_and_instrumental_language	02,05,08,12
T11-E049	V07	Ch.2 / p-007.xhtml ¶375	V07-L013	共和国人で、同時におれたちエイティシックスの女王	EXACT_VERIFIED	CS/LI	reclaimed_identity_without_essence	03,10,12
T11-E050	V07	Ch.3 / p-008.xhtml ¶79	V07-L021	白ブタだから	EXACT_VERIFIED	NV/LI	dehumanizing_and_instrumental_language	03,05
T11-E051	V07	Ch.3 / p-008.xhtml ¶96	V07-L022	すぐ線引いて後ずさりしやがって	EXACT_VERIFIED	CS/LI	benevolent_verticality_and_social_othering	03,04,12
T11-E052	V07	Ch.3 / p-008.xhtml ¶99	V07-L023	いつまでそうやって、八五区にいるつもりなんだよ	EXACT_VERIFIED	CS/LI	benevolent_verticality_and_social_othering	03,04,12
T11-E053	V07	Ch.3 / p-008.xhtml ¶123	V07-L026	共和国人で、けど白ブタじゃなくて	EXACT_VERIFIED	CS/LI	benevolent_verticality_and_social_othering	03,04,05
T11-E054	V07	Ch.3 / p-008.xhtml ¶129	V07-L027	あたしらはもう、その線を越えたつもりだぜ	EXACT_VERIFIED	CS	benevolent_verticality_and_social_othering	03,04
T11-E055	V07	Ch.4 / p-009.xhtml ¶233	V07-L039	化物でもなければ、英雄でもない	EXACT_VERIFIED	NV/LI	benevolent_verticality_and_social_othering	07,09,12
T11-E056	V07	Ch.4 / p-009.xhtml ¶291–294	V07-L043	所詮、こんなものはアリバイ作りだ	EXACT_VERIFIED	CS/MI	structural_comparison_control	06
T11-E057	V08	memoir / p-001.xhtml ¶1–3	V08-L001	エイティシックスたちが立つ場所を	EXACT_VERIFIED	PT/NV	historical_specificity_and_comparative_control	01, 03, 09, 13
T11-E058	V08	prologue / p-002.xhtml ¶58	V08-L003	子供を犠牲にするような国は	EXACT_VERIFIED	CS/MI	disposability_and_utility	06, 09
T11-E059	V08	Ch.2 / p-005.xhtml ¶89	V08-L017	機動打撃群は生還させる	EXACT_VERIFIED	CS/MI	disposability_and_utility	06, 07
T11-E060	V08	Ch.4 / p-008.xhtml ¶230	V08-L035	エイティシックスが死ぬのは当たり前だと	EXACT_VERIFIED	NV/LI	disposability_and_utility	02, 04, 09
T11-E061	V08	Ch.4 / p-008.xhtml ¶233	V08-L036	誰も犠牲にならない道を	EXACT_VERIFIED	NV/LI	disposability_and_utility	02, 07, 09
T11-E062	V08	Ch.4 / p-008.xhtml ¶234	V08-L037	八六区をもう、……自分たちは出た	EXACT_VERIFIED	NV/LI	reclaimed_identity_without_essence	02, 09
T11-E063	V09	Ch.2 / p-006 ¶30–47	V09-L022	選択の自由はない	EXACT_VERIFIED	PF/MI/LI	nonracial_functionalization_comparator	06, 09, 12
T11-E064	V09	Ch.2 / p-006 ¶48	V09-L023	神戟は人ではないが、神の御使い	EXACT_VERIFIED	CS/LI/MI	nonracial_functionalization_comparator	06, 08, 12
T11-E065	V09	Ch.4 / p-010 ¶446	V09-L039	戦場で生きて戦場で死ぬのが──貴方たちの唯一の、運命	EXACT_VERIFIED	CS/LI	disposability_and_utility	06, 09, 12
T11-E066	V09	Ch.4 / p-010 ¶498	V09-L044	わたくしの家族は、聖教国と軍に見捨てられた	EXACT_VERIFIED	CS/PF	disposability_and_utility	06, 09
T11-E067	V09	Ch.5 / p-011 ¶47–64	V09-L047	sacred soldier role + doctrine reversal	PARAPHRASE	PF/MI	nonracial_functionalization_comparator	06, 09
T11-E068	V09	Ch.5 / p-011 ¶252–263	V09-L050	heroic proof as only value for mixed-blood soldiers	PARAPHRASE	NV/MI	blood_caste_and_inherited_hierarchy	06, 07, 09
T11-E069	V09	Ch.5 / p-011 ¶275	V09-L051	奴隷の首輪だ	EXACT_VERIFIED	CS/LI	nonracial_functionalization_comparator	06, 09, 12
T11-E070	V10	Brand / p-016 ¶31	V10-L019	名前もコールサインも、収容番号も	EXACT_VERIFIED	CS/LI	legal_denaturalization_and_nonpersonhood	02, 05, 12
T11-E071	V10	Triage / p-025 ¶23	V10-L039	迫害に対し人ができる最大にして最高の抵抗	EXACT_VERIFIED	NV/IT	persecution_exclusion_and_scapegoating	04, 09
T11-E072	V11	D+3 p-014 ¶277	V11-L008	エイティシックスじゃなくてもよかったんだ	EXACT_VERIFIED	CS/LI	fear_transfer_and_sector_reproduction	05,06,09
T11-E073	V11	massacre p-022 ¶502–506	V11-L029	総意を以て排除された	EXACT_VERIFIED	CS/PF	fear_transfer_and_sector_reproduction	08,11
T11-E074	V11	final evac p-026 ¶65–76	V11-L033	共和国市民を見捨てるべきか	EXACT_VERIFIED	NV/MI	anti_essentialism_and_individual_differentiation	03,05,07
T11-E075	V11	final evac p-026 ¶118	V11-L038	復讐を選ばなかったなら、これからも選ぶな	EXACT_VERIFIED	CS/LI	anti_essentialism_and_individual_differentiation	04,05,09
T11-E076	V11	final evac p-026 ¶118	V11-L039	貴様らが良く、生きる邪魔を、奴らなどにさせてやるな	EXACT_VERIFIED	CS/LI	anti_essentialism_and_individual_differentiation	04,09
T11-E077	V11	march p-026 ¶375–379	V11-L047	それを人の本性だとは、人の真実だとは思いたくなかった	EXACT_VERIFIED	NV/LI	anti_essentialism_and_individual_differentiation	01,02,09
T11-E078	V11	refugee p-026 ¶510–520	V11-L050	どうして戦おうとしなかったのですか	EXACT_VERIFIED	CS/LI	anti_essentialism_and_individual_differentiation	02,05,09
T11-E079	V11	refugee p-026 ¶538–547	V11-L051	弱いから悪いんだと、弱いから死んだんだと、言いたいわけじゃ	EXACT_VERIFIED	CS/LI	anti_essentialism_and_individual_differentiation	02,09
T11-E080	V11	afterword p-034 ¶13	V11-L061	『もう一つのエイティシックス』たちの選択	EXACT_VERIFIED	PT	historical_specificity_and_comparative_control	01,04,09,11
T11-E081	V12	Ch.1 / p-004 ¶338	V12-L009	でも、実際にはいた	EXACT_VERIFIED	CS/PF	genocide_erasure_and_archive	05, 08
T11-E082	V12	Ch.1 / p-004 ¶345	V12-L010	共和国の、壁の中に	EXACT_VERIFIED	CS/PF	genocide_erasure_and_archive	05, 08
T11-E083	V12	Ch.1 / p-004 ¶357	V12-L011	ぼくは、ごしゅじんさまにかわれてしあわせな	EXACT_VERIFIED	CS/LI	genocide_erasure_and_archive	05, 08, 09
T11-E084	V12	Ch.1 / p-004 ¶372	V12-L012	今は主人の支配下にないのだと	EXACT_VERIFIED	NV/LI	genocide_erasure_and_archive	01, 08, 09
T11-E085	V12	Ch.1 / p-004 ¶373	V12-L013	今なお従うことしか考えられない	EXACT_VERIFIED	NV/LI	genocide_erasure_and_archive	01, 08, 09
T11-E086	V12	Ch.1 / p-004 ¶451	V12-L014	あんな小さな子供にレイドデバイスを仕込んで	EXACT_VERIFIED	CS/PF	genocide_erasure_and_archive	05, 08
T11-E087	V12	Ch.1 / p-004 ¶470	V12-L015	痛めつけたり強姦したり	EXACT_VERIFIED	CS/PF	genocide_erasure_and_archive	05, 08
T11-E088	V12	Ch.1 / p-004 ¶491	V12-L016	自由報道さえしばらくは抑えてある	EXACT_VERIFIED	NV/MI	representational_othering_and_information_warfare	06, 14
T11-E089	V12	Ch.1 / p-004 ¶602	V12-L019	我々への裏切りです	EXACT_VERIFIED	CS	persecution_exclusion_and_scapegoating	06, 09
T11-E090	V12	Ch.5 / p-008 ¶548	V12-L074	共和国によるエイティシックスの子供の利用	EXACT_VERIFIED	NV/PF	genocide_erasure_and_archive	05, 06
T11-E091	V12	Ch.5 / p-008 ¶559–560	V12-L075	だからエイティシックスの子供たちに、復讐なんかされたんだ	EXACT_VERIFIED	CS/NV	historical_specificity_and_comparative_control	05, 06
T11-E092	V12	Epilogue / p-009 ¶22	V12-L077	私たち〈仔鹿〉は	EXACT_VERIFIED	CS/LI	fawn_biological_disposal	04, 08, 09
T11-E093	V13	V13 / p-003.xhtml para 472	V13-L015	「一連の自爆事件の報道はご覧になっていますね。自爆犯──というには彼女たちもまた、被害者の側ではありますが、」	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E094	V13	V13 / p-003.xhtml para 487	V13-L017	ニトログリセリン生成細胞〈愛しい人〉と、それを導入した〈仔鹿〉が実用化されれば、軍にはもう訓練も必要なくなる。兵士の不足に悩...	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E095	V13	V13 / p-003.xhtml para 488	V13-L018	たとえエイティシックスが〈レギオン〉の前に滅び去ってしまったとしても、〈仔鹿〉があれば国防の戦力は維持できる。処理装置に加え...	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E096	V13	V13 / p-003.xhtml para 491	V13-L019	「エイティシックスは幸いにも人型をしていて、犬猫よりはマシな知能もある。──あれらを直接、自走地雷に変えてしまえば〈ジャガー...	EXACT_VERIFIED	CS	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E097	V13	V13 / p-003.xhtml para 493	V13-L020	そう、少女だ。〈仔鹿〉とは全員が、十代後半の少女たちだ。	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E098	V13	V13 / p-003.xhtml para 496	V13-L023	「私たちは、ユート。あなたたちエイティシックスの──〈レギオン〉戦争終結後まで生き残ったエイティシックスの、処分用の兵器とし...	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E099	V13	V13 / p-003.xhtml para 497	V13-L024	同胞の顔をして傍らに送りこまれ、──そしてある時、諸共に爆死するための。	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E100	V13	V13 / p-003.xhtml para 509	V13-L025	「本命は捕虜です。……敵国から無事、帰還した捕虜がある日突然自爆したとしたら？前線で、いえそれよりも、後方の自宅や故郷で。安...	EXACT_VERIFIED	MI	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E101	V13	V13 / p-003.xhtml para 568	V13-L026	「そう誰かに言われたとして、俺は頷けない。それが正しいとも思わない。人類全体のためだからおとなしく死ね、というのは、」	EXACT_VERIFIED	CS	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E102	V13	V13 / p-003.xhtml para 571	V13-L027	自殺しなかったのが罪だなんて、存在自体が他人の害になるのだから閉じこめられてそのまま死んでいるべきだったなんて、ユートには言...	EXACT_VERIFIED	CS	fawn_biological_disposal	Retained from V13 canonical locator after contextual rereading.
T11-E103	V13	V13 / p-003.xhtml para 581	V13-L030	《優先目標を設定。共和国人が多数を占める陣地。補充兵が多数を占める陣地。少数民族が多数を占める陣地。──また合わせて、後方地...	EXACT_VERIFIED	MI	persecution_exclusion_and_scapegoating	Retained from V13 canonical locator after contextual rereading.
T11-E104	V13	V13 / p-003.xhtml para 591	V13-L032	復讐は、勝利は殺戮は、俺たちの番だ。もういいよな。まだいいよな。まだ、俺たちの番でいいんだよな。	EXACT_VERIFIED	CS	persecution_exclusion_and_scapegoating	Retained from V13 canonical locator after contextual rereading.
T11-E105	V13	V13 / p-005.xhtml para 394	V13-L041	八六区を、エイティシックスを作り出した共和国だけが、特別におかしいわけじゃなかった。まともだと思っていた連邦でさえ、状況が変...	EXACT_VERIFIED	IT	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E106	V13	V13 / p-005.xhtml para 395	V13-L042	共和国だけじゃない。人間は、その社会は何かの歯車が狂えば簡単に、まるで同じ蔑視と排斥へと突き進んでしまう。自身や同胞への不利...	EXACT_VERIFIED	IT	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E107	V13	V13 / p-005.xhtml para 447	V13-L048	人権だとか、自由だとか平等だとか正義だとか。そういうものは、なるほど幻想だ。実在しない。だからこそ市民それぞれが、その幻想の...	EXACT_VERIFIED	CS	legal_denaturalization_and_nonpersonhood	Retained from V13 canonical locator after contextual rereading.
T11-E108	V13	V13 / p-005.xhtml para 481	V13-L052	行きたくない。死にたくない。嫌だ。嫌だ。嫌だ。	EXACT_VERIFIED	NV	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E109	V13	V13 / p-005.xhtml para 492	V13-L053	それは決して本心ではない。	EXACT_VERIFIED	NV	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E110	V13	V13 / p-005.xhtml para 494	V13-L054	それを誰より自分自身が、認めないための正当化だ。	EXACT_VERIFIED	NV	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E111	V13	V13 / p-005.xhtml para 500	V13-L055	同じ言葉と感情が小隊や中隊という集団の中、繰り返されて反響し、そして増幅する。俺、ではなく、俺たち、という曖昧な自称が自身と...	EXACT_VERIFIED	LI	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E112	V13	V13 / p-005.xhtml para 503	V13-L056	線が引かれる。	EXACT_VERIFIED	NV	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E113	V13	V13 / p-005.xhtml para 574	V13-L058	臣民の結束を防ぐため、あえて民の間には無数の区別を残し反目を誘発し、そのばらばらの民の集団を貴族が隷属させて貴族同士は血縁と...	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E114	V13	V13 / p-005.xhtml para 575	V13-L059	その貴族という紐帯を革命により廃し、けれど市民の間の無数の亀裂は放置したまま名前だけの民主制を敷いた連邦は、そうであるのだか...	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E115	V13	V13 / p-005.xhtml para 578	V13-L060	〈盗聴器〉という共和国の裏切りを、公表して報道させたのが決定打だった。	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E116	V13	V13 / p-005.xhtml para 649	V13-L064	「いつまで続けるんだって言ったんだ。共和国は、俺たちは、エイティシックスへの迫害なんてことを一体いつまでって。俺ならあんなこ...	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E117	V13	V13 / p-006.xhtml para 198	V13-L071	「それを君たちが言うのかい？エイティシックスを八六区に放りこんで、今も連邦の兵士たちを前線に閉じこめようとしている君たちが？...	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E118	V13	V13 / p-006.xhtml para 203	V13-L072	「そうよ家族を守るためよ！大切な子供を、夫を、両親を、兄弟を戦場でなど死なせない！そのためのエイティシックスよ！そのための─...	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E119	V13	V13 / p-006.xhtml para 219	V13-L074	「愛か。まあ、うん、愛はそうだね。人間の大切な根幹だ、それはそのとおりだ。排除や排斥が時にその愛のためにこそ、生まれるものだ...	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E120	V13	V13 / p-006.xhtml para 458	V13-L079	まして、今やこいつの対峙する相手は共和国ではない。強制収容とも迫害とも全く無関係の連邦に砲口を向けながら、俺たちの番だと歌い...	EXACT_VERIFIED	NV	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E121	V13	V13 / p-007.xhtml para 44	V13-L083	連邦軍が崩壊するほどの狂乱に──彼でさえもが吞まれてしまっていた。	EXACT_VERIFIED	NV	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E122	V13	V13 / p-007.xhtml para 76	V13-L086	おろかものはエイティシックスではない。仲間ではない。愚かで無力なあいつらなど、いない方がいっそマシだ。	EXACT_VERIFIED	BA	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E123	V13	V13 / p-007.xhtml para 85	V13-L089	「そうだな。おれは──弱くて、臆病で、馬鹿だから」	EXACT_VERIFIED	CS	fear_transfer_and_sector_reproduction	Retained from V13 canonical locator after contextual rereading.
T11-E124	V13	V13 / p-007.xhtml para 173	V13-L090	「死にたくないよ。わたしずっと、死にたくなかったよ。ミュラーの、お義父さんとお義母さんは優しかった。新しい妹のカニヒは可愛か...	EXACT_VERIFIED	CS	structural_comparison_control	Retained from V13 canonical locator after contextual rereading.
T11-E125	V13	V13 / p-007.xhtml para 177	V13-L091	「こんな知らない場所じゃなくて、こんな何もない場所じゃなくて故郷の街に帰りたかった。もう一度おとうさんに、おかあさんに、先生...	EXACT_VERIFIED	CS	structural_comparison_control	Retained from V13 canonical locator after contextual rereading.
T11-E126	V13	V13 / p-007.xhtml para 180	V13-L092	「死にたくない。死にたくないよぅ……！」	EXACT_VERIFIED	CS	structural_comparison_control	Retained from V13 canonical locator after contextual rereading.
T11-E127	V13	V13 / p-007.xhtml para 530	V13-L099	明けて、一月三日。正午に少し足りない時分に、リュストカマー基地戦区の戦闘は収束を迎えた。──エイティシックスは自分たちの、新...	EXACT_VERIFIED	NV	structural_comparison_control	Retained from V13 canonical locator after contextual rereading.
T11-E128	V13	V13 / p-007.xhtml para 684	V13-L104	「駄目だよ。だって、俺は君を人殺しにしたくない。それが復讐でも君がそれを望んでるんだとしても、俺は君に人を殺してほしくない」	EXACT_VERIFIED	CS	representational_othering_and_information_warfare	Retained from V13 canonical locator after contextual rereading.
T11-E129	V13	V13 / p-007.xhtml para 693	V13-L105	「同じエイティシックスの君に、俺は。……哀しい思いをしてほしくない」	EXACT_VERIFIED	CS	anti_essentialism_and_individual_differentiation	Retained from V13 canonical locator after contextual rereading.
T11-E130	V13	V13 / p-007.xhtml para 719	V13-L106	おれはリトで、えいてぃしっくすだよ。	EXACT_VERIFIED	LI	representational_othering_and_information_warfare	Retained from V13 canonical locator after contextual rereading.
T11-E131	V13	V13 / p-007.xhtml para 744	V13-L107	女性が抱いているのは、銃弾に割られた頭蓋から中身と共に生命も人格も取りこぼしてしまった、リト・オリヤの遺骸だった。	EXACT_VERIFIED	NV	representational_othering_and_information_warfare	Retained from V13 canonical locator after contextual rereading.
T11-E132	V13	V13 / p-007.xhtml para 794	V13-L108	殺したのは連邦軍人でも、連邦軍そのものがリトの死を容認したりはしなかった。	EXACT_VERIFIED	MI	representational_othering_and_information_warfare	Retained from V13 canonical locator after contextual rereading.
T11-E133	V13	V13 / p-007.xhtml para 796	V13-L109	「所属元の部隊長からは謝罪が届いてる。無理に読まなくてもいい、とはグレーテ大佐が言ってるが……」	EXACT_VERIFIED	CS	representational_othering_and_information_warfare	Retained from V13 canonical locator after contextual rereading.
T11-E134	V13	V13 / p-007.xhtml para 797	V13-L110	「謝罪、なんだろ。それなら目は通す」	EXACT_VERIFIED	CS	representational_othering_and_information_warfare	Retained from V13 canonical locator after contextual rereading.
