evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T09-E015	V02	Ch.2 / p-005.xhtml ¶497	V02-L019	人は常に、その人唯一つの存在	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E016	V02	Ch.3 / p-006.xhtml ¶133–137	V02-L022	Rei `引き留められてる	EXACT_ANCHOR	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E017	V02	Ch.3 / p-006.xhtml ¶352–358	V02-L025	ただの子供に戻って` / empty rooms	EXACT_ANCHOR	NV/SI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E018	V02	Ch.3 / p-006.xhtml ¶429–434	V02-L028	哀れみの檻	EXACT_VERIFIED	CS/LI	obedience_guardianship_control	Retained from canonical V2 locator after contextual rereading for T09.
T09-E019	V02	Ch.3 / p-006.xhtml ¶461	V02-L030	今更見誤るような真似をするかよ	EXACT_VERIFIED	CS	interruptibility_correction	Retained from canonical V2 locator after contextual rereading for T09.
T09-E020	V02	Ch.3 / p-006.xhtml ¶497–507	V02-L031	選べる道はなるべく多い方がいい	EXACT_VERIFIED	CS	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E021	V02	Ch.4 / p-007.xhtml ¶430–432	V02-L035	何にも拠らず、己が身一つ恃みに生きる	EXACT_VERIFIED	NV/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E022	V02	Ch.4 / p-007.xhtml ¶509–513	V02-L039	一方的な同情はむしろ理解の放棄	EXACT_VERIFIED	NV/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E023	V02	Ch.4 / p-007.xhtml ¶527–540	V02-L040	Shin no future; Raiden work/eat/live model	PARAPHRASE	CS/NV	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E024	V02	Ch.5 / p-008.xhtml ¶326	V02-L045	そなたは、キリと同じじゃ	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E025	V02	Ch.5 / p-008.xhtml ¶394	V02-L047	本当の意味では抜け出していなかった	EXACT_VERIFIED	NV/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E026	V03	Ch.6 / p-006.xhtml ¶029–030	V03-L009	今は選んでこの戦場にいる` / `進む道を選べる	EXACT_VERIFIED	NV	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E027	V03	Ch.6 / p-006.xhtml ¶147	V03-L016	目的もなく帰る地もなく、誇りだけに縋って	EXACT_VERIFIED	CS	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E028	V03	Ch.8 / p-009.xhtml ¶089	V03-L021	必ず帰れ	EXACT_VERIFIED	CS	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E029	V03	Ch.8 / p-009.xhtml ¶326	V03-L022	生きて帰ってくるつもりもなかった	EXACT_VERIFIED	CS	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E030	V03	Ch.8 / p-009.xhtml ¶355	V03-L027	一人で戦おうとすんじゃねえ	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E031	V03	Ch.8 / p-010.xhtml ¶149	V03-L033	共に行く者どもを支えとすればよい	EXACT_VERIFIED	CS	support_dependence_co_bearing	Retained from canonical V2 locator after contextual rereading for T09.
T09-E032	V03	Ch.9 / p-011.xhtml ¶244	V03-L036	引く覚悟はフレデリカ自身が決めるべき	EXACT_VERIFIED	NV	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E033	V03	Ch.9 / p-011.xhtml ¶357	V03-L037	また、お前独りだけ	EXACT_VERIFIED	NV	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E034	V03	Ch.9 / p-011.xhtml ¶400–412	V03-L040	どうして今度も、連れていってくれなかった` / `おいていかないで	EXACT_VERIFIED	NV	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E035	V03	Ch.9 / later collapse	V03-L041	頼ることもできぬほど...独りにしたのは、もう昔	EXACT_VERIFIED	CS	support_dependence_co_bearing	Retained from canonical V2 locator after contextual rereading for T09.
T09-E036	V03	cemetery / p-014.xhtml ¶072–076	V03-L050	帰る場所も、行きたいところも。...守るものも	EXACT_VERIFIED	CS/NV	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E037	V03	reunion / p-015.xhtml ¶028–037	V03-L055	追いつきましたよ` / `一緒に戦います	EXACT_VERIFIED	CS	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E038	V04	Ch.1 / p-005.xhtml ¶588	V04-L009	おいていかないで	EXACT_VERIFIED	NV/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E039	V04	Ch.1 / p-005.xhtml ¶600	V04-L010	一緒に戦う──のでしょう？	EXACT_VERIFIED	CS	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E040	V04	Ch.2 / p-006.xhtml ¶639	V04-L015	先に進めぬ、ではない。戻れぬ、であろ。	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E041	V04	Shepherd surge / p-009.xhtml ¶83	V04-L025	戦隊副長としての俺の権利と責任	EXACT_VERIFIED	CS/LI/MI	delegation_command_recoverability	Retained from canonical V2 locator after contextual rereading for T09.
T09-E042	V04	Shepherd surge / p-009.xhtml ¶88	V04-L026	指揮は任せていいか	EXACT_VERIFIED	CS/BA	delegation_command_recoverability	Retained from canonical V2 locator after contextual rereading for T09.
T09-E043	V04	Phönix fight / p-009.xhtml ¶469	V04-L027	帰ってきてください	EXACT_VERIFIED	CS	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E044	V04	Phönix fight / p-009.xhtml ¶474	V04-L028	必ず、ここへ。……帰ってきてください	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E045	V05	Ch.1 / p-004.xhtml ¶759	V05-L012	それは貴方には関係ない	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E046	V05	Ch.1 / p-004.xhtml ¶814–818	V05-L015	口出しできる筋合いではない	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E047	V05	Ch.2 / p-005.xhtml ¶753	V05-L018	わざわざ背負ってやらなくてもいい	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E048	V05	Ch.2 / p-005.xhtml ¶791	V05-L019	忘れないまま...好きになってもいい	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E049	V05	Ch.2 / p-005.xhtml ¶926	V05-L020	今は望んでもいい、幸福を	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E050	V05	Ch.2 / p-005.xhtml ¶930–931	V05-L021	檻の扉は開いた` / `何処にも行かないことだって、自由	EXACT_VERIFIED	CS/LI	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E051	V05	Ch.4 / p-007.xhtml ¶33	V05-L029	ヴィーカは私の大切な人	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E052	V05	Ch.4 / p-007.xhtml ¶59–60	V05-L030	傍にいてくれるか` / `おいて逝かないでくれ	EXACT_VERIFIED	CS/NV/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E053	V05	Ch.4 / p-007.xhtml ¶175	V05-L031	貴殿なんて、生きてるくせに	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E054	V05	Ch.4 / p-007.xhtml ¶345	V05-L038	人は死んだら生き返らない。代わりはいない	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E055	V05	Ch.4 / p-007.xhtml ¶349	V05-L039	量産可能な〈シリン〉...代わりとなる	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E056	V06	p-004 ¶42 / 「連合王国の救援部隊が、警戒も戦闘も担当してくれています。そのために充分な戦...	V06-L005	EXACT_VERIFIED	CS/MI	Lena tells Shin he can rest because others now carry security	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E057	V06	p-004 ¶518 / 「信じたいんです。この世界にはまだ、誰もが幸せに生きられる世界に、変われる可...	V06-L015	EXACT_VERIFIED	CS/LI	Lena chooses belief in the possibility of a world where all can live happily	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E058	V06	p-005 ¶234 / あの絶死の八六区で、そう生きようとした。せめてそれだけは守り抜こうとした、自...	V06-L027	EXACT_VERIFIED	CS/LI	Shin explicitly refuses to discard Eighty-Six pride	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E059	V06	p-005 ¶322 / 「貴女がおれに頼んだことで本当に無茶だったものなんてそうなかったろう、……リ...	V06-L029	EXACT_VERIFIED	LI/BA	Shin resumes childhood address with Annette	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E060	V06	p-005 ¶850 / 「……本部で、待機しているか」	V06-L034	EXACT_VERIFIED	CS/MI	Shin gives frightened Rito a legitimate option not to deploy	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E061	V06	p-006 ¶800 / 『帰ってこいと、貴女が命じたのでしょう。それなら待っていてください。帰る場所...	V06-L036	EXACT_VERIFIED	CS/LI	Shin says return requires Lena to remain as a place/person of return	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E062	V06	p-006 ¶804 / 『おいていかないでください』	V06-L037	EXACT_VERIFIED	CS/LI	Shin explicitly asks not to be left behind	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E063	V06	p-006 ¶871 / 「だから、帰ってきなさい。絶対に。わたしはおいていきませんから、──あなたも...	V06-L042	EXACT_VERIFIED	CS/LI	Lena makes reciprocal return command/promise	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E064	V06	p-007 ¶666 / 必ず帰ると。話をしようと。傷つけたのを謝ることさえ自分はできていないのに、こ...	V06-L047	EXACT_VERIFIED	NV	Survival is tied to unfinished promises, conversation and apology	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E065	V06	p-007 ¶695 / 地下洞窟の最奥の、城壁の岩壁。岩肌そのものの不規則さのその一角から疾走速度を...	V06-L050	EXACT_VERIFIED	BA/MI	Fido physically interrupts Shin death scenario	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E066	V06	p-007 ¶823 / 「誰かと生きたい。どちらかなんて、選ばない。……おれはまだ、」	V06-L054	EXACT_VERIFIED	CS/LI	Shin wants to live with someone rather than choose one identity	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E067	V06	p-009 ¶93 / 今は、同じ場所に帰ってくる。	V06-L060	EXACT_VERIFIED	CS/IT	Theo/Kurena articulate current shared return place	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E068	V06	p-009 ¶139 / 「今日は、帰ります。……待っている人がいますから」	V06-L066	EXACT_VERIFIED	CS/LI	Shin returns because someone is waiting	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E069	V07	Ch.2 / p-007.xhtml ¶355	V07-L011	貴方に蔑まれるいわれはありません	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E070	V07	Ch.2 / p-007.xhtml ¶375	V07-L013	共和国人で、同時におれたちエイティシックスの女王	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E071	V07	Ch.3 / p-008.xhtml ¶433	V07-L019	戦争の道具にはしたくない	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E072	V07	Ch.3 / p-008.xhtml ¶437	V07-L020	あいつがまた死ぬところを──おれは、見たくないです	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E073	V07	Ch.3 / p-008.xhtml ¶96	V07-L022	すぐ線引いて後ずさりしやがって	EXACT_VERIFIED	CS/LI	interruptibility_correction	Retained from canonical V2 locator after contextual rereading for T09.
T09-E074	V07	Ch.3 / p-008.xhtml ¶99	V07-L023	いつまでそうやって、八五区にいるつもりなんだよ	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E075	V07	Ch.3 / p-008.xhtml ¶120	V07-L025	間違いも無力も後悔も、──その先の決断も	EXACT_VERIFIED	CS/LI	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E076	V07	Ch.3 / p-008.xhtml ¶129	V07-L027	あたしらはもう、その線を越えたつもりだぜ	EXACT_VERIFIED	CS	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E077	V07	Ch.4 / p-009.xhtml ¶56–58	V07-L035	彼がいるというだけで` / `彼のことばかり考えていた	EXACT_VERIFIED	NV	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E078	V07	Ch.4 / p-009.xhtml ¶242	V07-L040	ここは、あたしがシンの隣にいる場所じゃない	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E079	V07	Ch.4 / p-009.xhtml ¶264	V07-L041	そなた自身の望みを追うてよい	EXACT_VERIFIED	CS	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E080	V07	Ch.4 / p-009.xhtml ¶612–622	V07-L049	関係性を、壊して` / `聞かないと	EXACT_VERIFIED	NV/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E081	V07	Ch.4 / p-009.xhtml ¶625	V07-L050	貴女に会えて、よかったです	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E082	V07	Ch.4 / p-009.xhtml ¶635	V07-L051	生きていていいと、思えるようになった	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E083	V07	Ch.4 / p-009.xhtml ¶659	V07-L054	傍にいたい。共に生きたい	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E084	V08	Ch.5 / p-011.xhtml ¶60	V08-L040	あんたが信じてやらなくてどうする	EXACT_VERIFIED	CS/LI	trust_without_substitution	Retained from canonical V2 locator after contextual rereading for T09.
T09-E085	V08	Ch.5 / p-011.xhtml ¶194	V08-L041	おいていかないで	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E086	V08	Ch.5 / p-011.xhtml ¶300	V08-L042	それほど長い間、頼りきっていた	EXACT_VERIFIED	NV/LI	support_dependence_co_bearing	Retained from canonical V2 locator after contextual rereading for T09.
T09-E087	V08	Ch.5 / p-011.xhtml ¶317	V08-L043	必ずお前が持って帰れ	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E088	V08	Ch.5 / p-011.xhtml ¶681	V08-L050	帰らないと	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E089	V08	Ch.5 / p-011.xhtml ¶839	V08-L056	僕はもう、──一緒には戦えないや	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E090	V08	afterword / p-014.xhtml ¶21	V08-L059	戦争の終わりの見え始めた中でのエイティシックスたちの選択	EXACT_VERIFIED	PT	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E091	V09	Ch.1 / p-004 ¶410–414	V09-L010	戦場の外の、未来` / `信じられない	EXACT_VERIFIED	NV/LI	trust_without_substitution	Retained from canonical V2 locator after contextual rereading for T09.
T09-E092	V09	Ch.1 / p-004 ¶527–534	V09-L012	囚われるのをやめるだけ` / `願いみたいなものでしょ	EXACT_VERIFIED	CS/LI	interruptibility_correction	Retained from canonical V2 locator after contextual rereading for T09.
T09-E093	V09	Ch.1 / p-004 ¶553–555	V09-L014	支えてもらってたのはおれも同じだ	EXACT_VERIFIED	CS/LI	support_dependence_co_bearing	Retained from canonical V2 locator after contextual rereading for T09.
T09-E094	V09	Ch.1 / p-004 ¶611	V09-L017	頼ってください` / `共に、抱えますから	EXACT_VERIFIED	CS/LI	support_dependence_co_bearing	Retained from canonical V2 locator after contextual rereading for T09.
T09-E095	V09	Ch.1 / p-004 ¶617–622	V09-L019	一緒に生きたい	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E096	V09	Ch.2 / p-006 ¶30–47	V09-L022	選択の自由はない	EXACT_VERIFIED	PF/MI/LI	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E097	V09	Ch.2 / p-006 ¶506	V09-L025	私も必ず、貴方のいる場所に帰ってくるから	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E098	V09	Theo interlude / p-007 ¶19	V09-L026	プロセッサー、やめたくない	EXACT_VERIFIED	CS	interruptibility_correction	Retained from canonical V2 locator after contextual rereading for T09.
T09-E099	V09	Theo interlude / p-007 ¶45	V09-L028	己一人では己の形を保てない	EXACT_VERIFIED	CS/LI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E100	V09	Ch.3 / p-008 ¶429	V09-L033	少しでも助けに` / `なるために	EXACT_VERIFIED	NV/LI	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E101	V09	Ch.4 / p-010 ¶378–394	V09-L037	ヒーロー役まで、期待されんのはまっぴらだ	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E102	V09	epilogue / p-014 ¶39–41	V09-L066	新しい自分の形は決められる	EXACT_VERIFIED	NV	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E103	V10	Varlet / p-012 ¶98	V10-L015	それでも、一緒に帰るか	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E104	V10	Brand / p-016 ¶241–243	V10-L023	誰をも頼らずいる方がいい	EXACT_VERIFIED	NV/LI	support_dependence_co_bearing	Retained from canonical V2 locator after contextual rereading for T09.
T09-E105	V10	Undertaker / p-020 ¶268–270	V10-L030	誰にも救いを求められない` / `重荷	EXACT_VERIFIED	NV	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E106	V10	Culpa / p-022 ¶76	V10-L035	その人を守ってやりたい	EXACT_VERIFIED	CS	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E107	V10	Culpa / p-022 ¶87–88	V10-L037	救いを一つ` / `誰かの救い	EXACT_VERIFIED	NV/LI	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E108	V11	D+3 `p-014 ¶158 / 人質なんか要らないから。ちゃんと帰ってくるから	V11-L007	EXACT_VERIFIED	CS/LI	04,09,10	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E109	V11	return `p-018 ¶128 / 復讐なんて、おれは望まなかったし、選ばなかった	V11-L010	EXACT_VERIFIED	CS/LI	02,05,09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E110	V11	return `p-018 ¶128 / 助けたいとも思いませんが、死んでしまえとも思わない	V11-L011	EXACT_VERIFIED	CS/LI	02,05,09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E111	V11	return `p-018 ¶280 / 帰るところは、ここじゃないから	V11-L018	EXACT_VERIFIED	CS/LI	04,09,10	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E112	V11	return `p-018 ¶501 / 必ず、帰ってきます。ここに	V11-L020	EXACT_VERIFIED	CS/LI	03,09,10	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E113	V11	massacre `p-022 ¶238 / 任せる	V11-L025	EXACT_VERIFIED	CS/LI	02,04,12	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E114	V11	final evac `p-026 ¶118 / 復讐を選ばなかったなら、これからも選ぶな	V11-L038	EXACT_VERIFIED	CS/LI	04,05,09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E115	V11	Richard `p-026 ¶427–430 / ただの子供に戻ったか	V11-L048	EXACT_VERIFIED	CS/LI	06,09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E116	V11	grief `p-026 ¶620–628 / 助けられなかった。本当は見捨てたくなかった	V11-L053	EXACT_VERIFIED	CS/LI	03,05,10	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E117	V12	Ch.1 / p-004 ¶27	V12-L004	卿が守りたいのは将兵どもか	EXACT_VERIFIED	CS	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E118	V12	Ch.1 / p-004 ¶372	V12-L012	今は主人の支配下にないのだと	EXACT_VERIFIED	NV/LI	obedience_guardianship_control	Retained from canonical V2 locator after contextual rereading for T09.
T09-E119	V12	Ch.1 / p-004 ¶373	V12-L013	今なお従うことしか考えられない	EXACT_VERIFIED	NV/LI	obedience_guardianship_control	Retained from canonical V2 locator after contextual rereading for T09.
T09-E120	V12	Ch.1 / p-004 ¶624	V12-L022	姫様の導きにただ、従っていれば	EXACT_VERIFIED	NV/LI	obedience_guardianship_control	Retained from canonical V2 locator after contextual rereading for T09.
T09-E121	V12	Ch.2 / p-005 ¶589	V12-L035	己一人であっても己の王たらん	EXACT_VERIFIED	CS/SI	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E122	V12	Ch.2 / p-005 ¶591	V12-L036	学ばない。考えない。決められない	EXACT_VERIFIED	CS/LI	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E123	V12	Ch.4 / p-007 ¶382	V12-L053	どうして守ってくれないんだなどと	EXACT_VERIFIED	NV/LI	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E124	V12	Ch.4 / p-007 ¶479	V12-L055	絶対助けは来るから、諦めるな	EXACT_VERIFIED	CS	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E125	V12	Ch.5 / p-008 ¶254	V12-L061	助けられなかった奴は、お前さんの責任じゃねえ	EXACT_VERIFIED	CS	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E126	V12	Ch.5 / p-008 ¶415–417	V12-L067	従うのではなく支えてくれた	EXACT_VERIFIED	CS/LI	obedience_guardianship_control	Retained from canonical V2 locator after contextual rereading for T09.
T09-E127	V12	Ch.5 / p-008 ¶539	V12-L073	わたくしは死なない。まだ死は選ばない	EXACT_VERIFIED	CS/LI	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T09-E128	V12	Epilogue / p-009 ¶33	V12-L078	帰り道を、教えてほしいの	EXACT_VERIFIED	CS/LI	relational_return_belonging	Retained from canonical V2 locator after contextual rereading for T09.
T09-E129	V13	V13 / `p-004.xhtml` para 27	V13-L033	どうにかしてチトリを探し出して、自爆なんかやめさせて、今度こそ助けてやるべきなんじゃないのか──……!?	EXACT_VERIFIED	CS	interruptibility_correction	Retained from canonical V2 locator after contextual rereading for T09.
T09-E130	V13	V13 / `p-005.xhtml` para 221	V13-L037	「大人になるということは、大人に守られる子供ではなくなるということは、自分以外にも守るものができるということだ。責任を負う対...	EXACT_VERIFIED	CS	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T09-E131	V13	V13 / `p-005.xhtml` para 227	V13-L038	「そして、そう、君がいま動けずにいるのは、その責任を正しく自覚しているからだ。とりうる選択肢それぞれの結果を、きちんと評価で...	EXACT_VERIFIED	CS	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
