evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	analytic_function	note
T07-E021	V04	item/xhtml/p-008.xhtml ¶542	NEW_DIRECT_SOURCE_RETRIEVAL	のしかかるあまりの過負荷に、あらゆる感覚が急速に遠ざかる。狭きよう窄さくしていく視界と血の色に塗り潰される意識の中、最後の吐息のように零こぼれた疑念は、中途で途切れた。	EXACT_VERIFIED	NV/PF	sensory_neurological_cost	Operational overload is rendered as loss of bodily/sensory control.
T07-E022	V04	item/xhtml/p-008.xhtml ¶79	NEW_DIRECT_SOURCE_RETRIEVAL	『暴露時間次第では、軽い火傷やけどではすみませんよ』	EXACT_VERIFIED	CS/MI	medical_harm_gradient	Command decisions sometimes involve choosing lesser bodily harm to prevent greater lethal harm.
T07-E023	V05	Ch.1 / `p-004.xhtml ¶558`	V05-L004	人造妖精〈シリン〉一番機	EXACT_VERIFIED	PF/LI	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T07-E024	V05	Ch.1 / `p-004.xhtml ¶587`	V05-L005	材料はあくまで志願者のみ	EXACT_VERIFIED	PF	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E025	V05	Ch.1 / `p-004.xhtml ¶590`	V05-L006	戦死者そのものではない	EXACT_VERIFIED	PF/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E026	V05	Ch.2 / `p-005.xhtml ¶354`	V05-L016	何を以て人は人たり得るか	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E027	V05	Ch.3 / `p-006.xhtml ¶675`	V05-L022	洗濯機のようなもの	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E028	V05	Ch.3 / `p-006.xhtml ¶682`	V05-L023	未来などない。課された役目しかない	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E029	V05	Ch.3 / `p-006.xhtml ¶692`	V05-L024	人間ではないと言い放つことは...できなかった	EXACT_VERIFIED	NV	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E030	V05	Ch.3 / `p-006.xhtml ¶698`	V05-L025	人間になりたいわけではありませぬ	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E031	V05	Ch.3 / `p-006.xhtml ¶700`	V05-L026	寂しいですな	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E032	V05	Ch.3 / `p-006.xhtml ¶721`	V05-L027	それがしは...レルヒェリート殿ではない	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E033	V05	Ch.4 / `p-007.xhtml ¶280`	V05-L034	もはや人間ではない	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E034	V05	Ch.4 / `p-007.xhtml ¶286`	V05-L035	わたくしたちの存在はただ、人のために	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E035	V05	Ch.4 / `p-007.xhtml ¶314`	V05-L036	わたくしたちにとっては、歓びなのです	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E036	V05	Ch.4 / `p-007.xhtml ¶345`	V05-L038	人は死んだら生き返らない。代わりはいない	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E037	V05	Ch.4 / `p-007.xhtml ¶349`	V05-L039	量産可能な〈シリン〉...代わりとなる	EXACT_VERIFIED	CS	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T07-E038	V05	interlude / `p-009.xhtml ¶342`	V05-L043	兵器に自己保存の本能など	EXACT_VERIFIED	NV/MI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E039	V05	item/xhtml/p-004.xhtml ¶609	NEW_DIRECT_SOURCE_RETRIEVAL	「傲慢な専制君主が、嫌がる民どもを無理矢理解体しているとでも？　あいにくとイディナローク王家はそこまで暗愚ではない。無意味な圧政の果ては断頭台聖ギヨティーヌの口づけだと、それくらいは学んでいる。……材料はあくまで志願者のみ、摘てき出しゆつしたのも戦死した後だ。厳密には死ぬ直前だが。〈シリン〉への献体を事前に志願した軍人が、治療順判定トリアージで救命不能クロと判定された場合のみ脳…	EXACT_VERIFIED	CS/PF	bodily_autonomy_consent	The text explicitly distinguishes voluntary donation from killing treatable people for military resources.
T07-E040	V05	item/xhtml/p-004.xhtml ¶611	NEW_DIRECT_SOURCE_RETRIEVAL	その中で〝救命不能ブラックタグ〟とは、治療しても助けられない一群を指す。とりつけられるタグの色が黒であることからそう呼ばれる、すでに手遅れの、まだ息があってもじきに死ぬ者の総称。	EXACT_VERIFIED	NV/MI	medical_triage	Sirin donor extraction is constrained by prior triage classification rather than creating it.
T07-E041	V05	item/xhtml/p-007.xhtml ¶96	NEW_DIRECT_SOURCE_RETRIEVAL	精密機械として整備と調整のため、電源を落とすことはあるが、それは生物の眠りとは異なる。〈シリン〉の人造脳に疲労物質は溜たまらない。記憶を夢で整理することもない。	EXACT_VERIFIED	NV/PF	artificial_embodiment	Artificial embodiment removes ordinary biological fatigue without resolving personhood.
T07-E042	V05	item/xhtml/p-009.xhtml ¶377	NEW_DIRECT_SOURCE_RETRIEVAL	バックアップを取り、量産して幾らでも代替がきく、全体からすれば所しよ詮せんは使い捨ての消耗品にすぎない一個体を保存する意味がない。	EXACT_VERIFIED	NV/IT	artificial_embodiment	Reproducible embodiment creates a radically different relation among damage, continuity and institutional expendability.
T07-E043	V05	item/xhtml/p-010.xhtml ¶13	NEW_DIRECT_SOURCE_RETRIEVAL	〈シリン〉に痛覚はない。	EXACT_VERIFIED	NV/PF	artificial_embodiment	Pain is deliberately absent because replaceable artificial bodies need different damage-warning logic.
T07-E044	V06	item/xhtml/p-004.xhtml ¶27	NEW_DIRECT_SOURCE_RETRIEVAL	シンも同様に軽く腕を組んで硬い座席の背に身を預け、薄い瞼まぶたを鎖とざして瞑めい目もくしている。表情は常の彼の、突き放して見えるほどに静せい謐ひつなものだったが、顔色はやはり、あまりよくない。この数日間の攻城戦の疲労が抜けきっていない。	EXACT_VERIFIED	NV	sensory_neurological_cost	Shin remains physically depleted even when verbally minimizing strain.
T07-E045	V06	item/xhtml/p-004.xhtml ¶41	NEW_DIRECT_SOURCE_RETRIEVAL	「疲れているのでしょう。寝ていて、大丈夫ですよ」	EXACT_VERIFIED	CS/BA	rest_recovery	Rest is relationally permitted rather than treated as failure.
T07-E046	V06	item/xhtml/p-004.xhtml ¶828	NEW_DIRECT_SOURCE_RETRIEVAL	「多分？捻ひねった時は、後から痛みが来ることもありますが……不安なようなら、このまま宿舎まで運びますよ」	EXACT_VERIFIED	CS/BA	accommodation_care	Care can be practical and body-responsive without implying incapacity of the whole person.
T07-E047	V06	item/xhtml/p-005.xhtml ¶162	NEW_DIRECT_SOURCE_RETRIEVAL	その〈シリン〉を戦場に送りこみ、消耗品として使い捨てるのを、彼女の主は本心では、決して良しとしてはいない。	EXACT_VERIFIED	NV/SI	artificial_embodiment	Even a system designed around replaceable bodies contains resistance to treating the subject as mere consumable.
T07-E048	V06	p-004 ¶243	V06-L008	目の前のリュドミラは、先の戦闘で死んだリュドミラと同じ疑似人格、同じ戦闘経験...	EXACT_VERIFIED	PF/NV	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E049	V06	p-004 ¶264	V06-L009	「〈シリン〉一番機〈レルヒェ〉、このとおり戻って参りました。これよりまた連合...	EXACT_VERIFIED	CS/LI	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T07-E050	V06	p-004 ¶42	V06-L005	「連合王国の救援部隊が、警戒も戦闘も担当してくれています。そのために充分な戦...	EXACT_VERIFIED	CS/MI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E051	V06	p-004 ¶473	V06-L013	「そうですけど、そうじゃなくて。……シンはそういう時も、一言も辛いと言ってく...	EXACT_VERIFIED	CS/BA	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E052	V06	p-004 ¶749	V06-L019	そう、傷だろう。レーナたち共和国が刻み込んだ、これ以上ないくらいに深い傷だ。...	EXACT_VERIFIED	NV/IT	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E053	V06	p-005 ¶148	V06-L024	〈シリン〉の元となったのは、死んだ母親の新たな体とするべく幼いヴィーカが用意...	EXACT_VERIFIED	PF/CS	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T07-E054	V06	p-005 ¶150	V06-L025	その〈シリン〉を戦場に送りこみ、消耗品として使い捨てるのを、彼女の主は本心で...	EXACT_VERIFIED	BA/SI	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T07-E055	V06	p-005 ¶344	V06-L030	子供なんだろうと、ちらりと思った。	EXACT_VERIFIED	SI/IT	child_body_development	Retained from canonical V2 locator after contextual rereading for T07.
T07-E056	V07	Ch.4 / `p-009.xhtml ¶98`	V07-L037	背中の傷跡の治療を始めていた	EXACT_VERIFIED	PF	medical_care_recovery	Retained from canonical V2 locator after contextual rereading for T07.
T07-E057	V07	item/xhtml/p-009.xhtml ¶110	NEW_DIRECT_SOURCE_RETRIEVAL	連邦に戻って、アンジュは背中の傷跡の治療を始めていたのだけれど、一月程度では目立たなくするには至らなかった。	EXACT_VERIFIED	NV/PF	scar_body_ownership	Anju chooses to alter a bodily trace without denying the history that produced it.
T07-E058	V07	item/xhtml/p-009.xhtml ¶259	NEW_DIRECT_SOURCE_RETRIEVAL	化物でもなければ、英雄でもない。ここにいるのは多少歪いびつなだけで誰も彼もが未熟で愛らしい、十代のまだ子供ばかりで。	EXACT_VERIFIED	NV	child_body_development	Heroic competence does not erase developmental youth.
T07-E059	V07	item/xhtml/p-009.xhtml ¶392	NEW_DIRECT_SOURCE_RETRIEVAL	踊り疲れた者のため、会場の壁かべ際ぎわには幾つか椅子が並んでいる。その一つにフレデリカが掛けたのを見て、組紐紋様の木の床を踏んで近づいた。	EXACT_VERIFIED	NV/BA	ordinary_body	Bodies outside combat can be tired, styled, desired and socially accommodated without military meaning.
T07-E060	V07	post-afterword / `p-011.xhtml ¶46–48`	V07-L057	まだ大人になりきらない少年	EXACT_VERIFIED	NV	child_body_development	Retained from canonical V2 locator after contextual rereading for T07.
T07-E061	V08	Ch.1 / `p-004.xhtml ¶242`	V08-L011	背中の開いたドレスとビキニ	EXACT_VERIFIED	NV/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E062	V08	Ch.5 / `p-011.xhtml ¶802`	V08-L054	心配かけた。おれは無事だ	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E063	V08	Ch.5 / `p-011.xhtml ¶839`	V08-L056	僕はもう、──一緒には戦えないや	EXACT_VERIFIED	CS/LI	disability_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E064	V08	aftermath / `p-013.xhtml ¶3`	V08-L057	左手は、──手首と肘の半ばから斬り落とされて	EXACT_VERIFIED	PF/NV	disability_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E065	V08	item/xhtml/p-011.xhtml ¶810	NEW_DIRECT_SOURCE_RETRIEVAL	それでも必要だと思ったから、治療は切り上げて統合艦橋に来た。	EXACT_VERIFIED	NV/BA	self_instrumentalization	Shin interrupts treatment because his unique military utility still feels urgent.
T07-E066	V08	item/xhtml/p-011.xhtml ¶900	NEW_DIRECT_SOURCE_RETRIEVAL	とはいえ自分の意志で動いたわけではない。治療もせずに無理を押して統合艦橋まで来て、その無理がついに限界に達して立っていられずに頽くずおれたのだ。	EXACT_VERIFIED	NV/BA	self_instrumentalization	The body finally vetoes Shin's attempt to continue functioning through untreated injury.
T07-E067	V08	item/xhtml/p-011.xhtml ¶904	NEW_DIRECT_SOURCE_RETRIEVAL	「卿けいが戻ったなら俺の仕事もないし、どうしてもというから連れてきてやったが。……もういいだろう、大人しく治療に戻れ。マルセル、手を貸せ」	EXACT_VERIFIED	CS/BA	peer_medical_correction	Peers explicitly return Shin to treatment rather than rewarding overextension.
T07-E068	V08	prologue / `p-002.xhtml ¶58`	V08-L003	子供を犠牲にするような国は	EXACT_VERIFIED	CS/MI	child_body_development	Retained from canonical V2 locator after contextual rereading for T07.
T07-E069	V09	Ch.1 / `p-004 ¶21–28`	V09-L002	非戦闘職に転向	EXACT_VERIFIED	PF/MI	disability_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E070	V09	Ch.1 / `p-004 ¶37–43`	V09-L003	〈レギンレイヴ〉...厳しい	PARAPHRASE + ANCHOR	PF/MI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E071	V09	Ch.1 / `p-004 ¶520–524`	V09-L011	僕はもう、戦えない` / `でも、死ななくていい	EXACT_VERIFIED	CS/LI	disability_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E072	V09	Ch.2 / `p-006 ¶130`	V09-L024	セオのような犠牲を、これ以上は増やせない	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E073	V09	Theo interlude / `p-007 ¶19`	V09-L026	プロセッサー、やめたくない	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E074	V09	Theo interlude / `p-007 ¶39`	V09-L027	僕にも見つかるかな。次の何かって	EXACT_VERIFIED	CS	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E075	V09	Theo/Annette / `p-009 ¶47–55`	V09-L034	そんなものでいいでしょ	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E076	V09	Theo/Annette / `p-009 ¶54–55`	V09-L035	まだ死んでないから、何かをしたい	EXACT_VERIFIED	NV/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E077	V09	item/xhtml/p-004.xhtml ¶20	NEW_DIRECT_SOURCE_RETRIEVAL	実際セオも回収されてすぐに手術が開始されて、だから心臓に近く太い血管も通る左腕の喪失という重傷にもかかわらず、命が危ぶまれる事態にはならずにすんだ。	EXACT_VERIFIED	NV/PF	institutional_medical_allocation	Immediate surgery saves Theo despite loss of future frontline usefulness.
T07-E078	V09	item/xhtml/p-004.xhtml ¶41	NEW_DIRECT_SOURCE_RETRIEVAL	「──そう聞かれると思って一応、連合王国と盟約同盟の技官に確認しやしたが。どっちの軍にも、〈レギンレイヴ〉の戦闘についてこられるほど高性能の義手はないそうです」	EXACT_VERIFIED	CS/PF	prosthetic_limits	Technology cannot simply restore the lost combat function.
T07-E079	V09	item/xhtml/p-004.xhtml ¶550	NEW_DIRECT_SOURCE_RETRIEVAL	治療すればすぐに戦列復帰できる程度の傷なら対処されるが、復帰できない傷、しばらく療養が必要な傷は、それが適切な治療を受ければ救命可能な傷であっても見捨てられる。戦えない家畜に無駄に餌をやるのを、共和国は厭いとったから。	EXACT_VERIFIED	NV/PF	institutional_medical_allocation	Theo contrasts Giad care with Republic triage that valued only rapid return to combat.
T07-E080	V09	item/xhtml/p-004.xhtml ¶551	NEW_DIRECT_SOURCE_RETRIEVAL	「僕はもう、戦えない」	EXACT_VERIFIED	CS/LI	disability_function_standing	Theo accurately names loss of a specific combat identity.
T07-E081	V09	item/xhtml/p-014.xhtml ¶39	NEW_DIRECT_SOURCE_RETRIEVAL	「今のところそのつもりはないけどね。これからまだリハビリもあるし、兵科が変わるなら教育内容も変わるから」	EXACT_VERIFIED	CS	rehabilitation_role_change	Rehabilitation and possible branch change replace cure-as-return-to-old-body.
T07-E082	V10	Fido appendix / `p-031 ¶32`	V10-L056	子供たちを性悪な戦場の女神になんて	EXACT_VERIFIED	CS/LI	child_body_development	Retained from canonical V2 locator after contextual rereading for T07.
T07-E083	V10	Gentle World / `p-033 ¶127`	V10-L059	傷なんて、負わなくてよかった	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E084	V10	Gentle World / `p-033 ¶127`	V10-L060	おれは死神でいなくてよかった	EXACT_VERIFIED	CS/LI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E085	V10	Misericorde / `p-008 ¶45–51`	V10-L009	軍医も野戦病院もありはしない	EXACT_VERIFIED	PF/MI	medical_care_recovery	Retained from canonical V2 locator after contextual rereading for T07.
T07-E086	V10	Triage / `p-025 ¶11`	V10-L038	死亡群《トリアージタグ・ブラック》	EXACT_VERIFIED	NV/LI/MI	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E087	V10	item/xhtml/p-008.xhtml ¶232	NEW_DIRECT_SOURCE_RETRIEVAL	嘆息して、イスカは仰向けになったまま天を仰いだ。水を通しにくい生地の野戦服に隠れて見えない、腹の中が熱く重い。どうやら内はら臓わたをやられたらしい。軍医のいない──治療など望めないこの八六区では、致命的な重傷。	EXACT_VERIFIED	NV/PF	injury_materiality	A fatal internal injury is bodily fact before it becomes narrative symbolism.
T07-E088	V10	item/xhtml/p-008.xhtml ¶44	NEW_DIRECT_SOURCE_RETRIEVAL	刻みこむように言い捨てて、思いきり突き放した。十八歳のイスカと十一歳のシンとでは体格も膂りよ力りよくもまるで違う。抗あらがいようもなく血だまりに手をついたシンが、それも気に留めず屹きつと顔を上げる。	EXACT_VERIFIED	NV/PF	child_body_development	Age and size difference constrain power despite Shin's later exceptional combat identity.
T07-E089	V10	item/xhtml/p-008.xhtml ¶52	NEW_DIRECT_SOURCE_RETRIEVAL	人間の代わりに『無人機』を投入した〝人道的〟な戦場に。人間の代わりに人型の豚が戦う戦死者ゼロのこの戦場に、人間の兵士を治療するための軍医も野戦病院もありはしない。	EXACT_VERIFIED	NV/MI	institutional_medical_allocation	The Sector lacks human medical infrastructure because its operators are administratively nonhuman.
T07-E090	V10	item/xhtml/p-020.xhtml ¶64	NEW_DIRECT_SOURCE_RETRIEVAL	駐機位置に自分の〈ジャガーノート〉を停とめ、キャノピを開けるとついほっと息が漏れる。全面を装甲板に鎖とざされ、三面の光学スクリーン以外に外界を見る術のないコクピットは暗く、狭苦しい。息苦しいとすら感じるほどだ。ようやく成長期で、背も伸び切っていなければ体格も細いサイキでそうなのだから、本来プロセッサーとして想定されていたろう成人男性には、相当に狭かったのではないだろうか。	EXACT_VERIFIED	NV/PF	child_body_development	Child scale is materially visible inside equipment never ethically designed around their well-being.
T07-E091	V10	item/xhtml/p-025.xhtml ¶158	NEW_DIRECT_SOURCE_RETRIEVAL	ただし治療選別トリアージの基準は大分頭がおかしく設定されていて、治療すればすぐに戦線復帰できる程度の負傷までしか治療してくれない。しばらく動けないような重傷は、それが手当てをすれば充分助かる傷でも『救命不可』と判定して見捨てるのである。戦力にならないプロセッサーに無駄な餌をやりたくない、共和国の価値観が露骨に現れた設定だ。	EXACT_VERIFIED	NV/PF	institutional_disposability	Treatability is subordinated to rapid combat restoration.
T07-E092	V11	Richard `p-026 ¶427–430` / `ただの子供に戻ったか`	V11-L048	EXACT_VERIFIED	CS/LI	06,09	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E093	V11	final evac `p-026 ¶128` / `まだ彼らが子供だというなら`	V11-L040	EXACT_VERIFIED	CS/LI	06,09	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T07-E094	V11	grief `p-028 ¶2` / `泣きたいのは、仕方ないと思う`	V11-L054	EXACT_VERIFIED	CS/LI	03,10,12	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
