text_record_id,source_text,skin_id,category,interaction_register,relationship_state,voice_key,resource_key,voice_asset_id,source_bundle,source_bundle_sha256,source_stream_1based,awb_index_0based,source_hca_sha256,wav_filename,wav_sha256,sample_rate,channels,frames,duration_s,subtype,signal_processing,f0_median_hz,f0_p10_hz,f0_p90_hz,f0_span_st,activity_threshold_dbfs,active_seconds,internal_pause_ratio,substantial_pause_count,substantial_pause_s,active_dbfs,content_char_count,char_per_active_s,f0_frame_count
102130:propose:0,あら、どうしたの？急にプレゼントなんて…うふふ、なるほど、これね……じゃあ、指揮官くん、これ、つけてくれるかしら？,102130,oath,COMMANDER_OATH,,propose,propose,AssetBundles/cue/cv-10213.b#stream=53:propose,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,53,52,01520c1eeb2be8cac9e8bebdb4489addcabb24c3f55b0ca2f0f1d92f658d97d7,ST_LOUIS_102130_propose_0_propose_080d1ca7_S053.wav,30d41d9a244160eea166cccd2549cc4d8f1005ae442328bc108ddf94ff4e0503,44100,1,779264,17.670385487528346,PCM_16,NONE,291.5447903026403,217.1216780476876,399.41287633858326,10.552524809293338,-43.204096595589,9.214875283446712,0.46066746126340874,9,7.6,-17.831625007939003,46,4.9919286572041655,554
102130:skill:0,ラッキールー♪,102130,combat,COMBAT,,skill,skill,AssetBundles/cue/cv-10213-battle.b#stream=7:skill,AssetBundles/cue/cv-10213-battle.b,56ce8f1d28baf1af7341a318d100f2acf7a5ecc7283f6aae43354f8765273e41,7,6,52a5abf8eaad904d0ff55fab1385cfa7cb5b61f1ba1b4968c974c260357de2d2,ST_LOUIS_102130_skill_0_skill_56ce8f1d_S007.wav,4685e15db822304280934cd2a7a60d1181916cd0b3aba5f3987c8b5a92f03246,44100,1,105472,2.391655328798186,PCM_16,NONE,437.57506080961593,260.09119192096153,536.9899113444642,12.550529294512451,-42.008605036149376,1.2699773242630386,0.1842105263157895,1,0.28,-14.641292905937068,6,4.72449380423526,114
102130:touch:0,私を触ると運が良くなるって？そんな話、聞いたこと無いけど？,102130,base_secretary,COMMANDER_BASELINE,,touch,touch_1,AssetBundles/cue/cv-10213.b#stream=57:touch_1,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,57,56,57ca30af0673c7eafcb27671c011bca70437eaf8f8e7804d2b7e9aa34d967491,ST_LOUIS_102130_touch_0_touch_1_080d1ca7_S057.wav,314cc572b7d8ad6d743d2975d42f91b1e96851bf1b2e6055603a0a919e41c8cd,44100,1,330752,7.500045351473923,PCM_16,NONE,317.43588305650115,212.20972810188442,452.1320318934434,13.095040046862032,-43.21953722879422,5.649954648526077,0.1568627450980392,1,0.63,-17.533961168204847,26,4.601806849331561,369
102130:touch2:0,こういうの、外でするものじゃないわよ。指揮官くん♡,102130,base_secretary,COMMANDER_BASELINE,,touch2,touch_2,AssetBundles/cue/cv-10213.b#stream=61:touch_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,61,60,2f5c69ceea670f17adeeb23c6087ef62efb32e0f340b6847a552654fcf75a346,ST_LOUIS_102130_touch2_0_touch_2_080d1ca7_S061.wav,c40f1ded95bf604bb00565479558cacd61510331c2f1f5ab7aad42873e480842,44100,1,278528,6.315827664399093,PCM_16,NONE,299.695579936124,229.94098029246675,367.80094688499116,8.131939037948673,-42.918536312861264,3.869954648526077,0.2931354359925789,2,1.4300000000000002,-16.56360717812682,22,5.6848211408314535,285
102130:unlock:0,ハロー、私はLucky Lou（ラッキー・ルー）と呼ばれたセントルイスよ。私を見つけて、今日はラッキーだって思わないかな？指揮官くん♪,102130,base_secretary,COMMANDER_BASELINE,,unlock,get,AssetBundles/cue/cv-10213.b#stream=14:get,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,14,13,9c5bbfa1fd8b8d5c27ae90fbc27aa585fc65d5c22bd55adfb83d59508f9ce4c2,ST_LOUIS_102130_unlock_0_get_080d1ca7_S014.wav,5f2b8fb0b8ca781bc63d1de4a44eba8a9772c352b701d34b9d9bf48092cc0d08,44100,1,606208,13.746213151927437,PCM_16,NONE,318.18580316272426,216.63947554661868,437.70016104978276,12.175761160080192,-42.92071711735582,8.724897959183673,0.3325563325563326,5,3.8,-16.331919459456962,59,6.762256736526946,622
102130:upgrade:0,運は流れるものよ？頼り過ぎは良くないわ,102130,base_secretary,COMMANDER_BASELINE,,upgrade,upgrade,AssetBundles/cue/cv-10213.b#stream=65:upgrade,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,65,64,8567a75fc47a5239f0562d38d07ea21dfd0fc56005571bf8bb0233b87674a8ce,ST_LOUIS_102130_upgrade_0_upgrade_080d1ca7_S065.wav,70046915843e32e72a5d726e913bdf69dd67cb7ca82fd95856740aa41529f973,44100,1,232448,5.270929705215419,PCM_16,NONE,313.7259550736062,236.98954057781987,404.8178203194692,9.26939294229329,-42.080525369326786,3.6299773242630384,0.1836734693877551,1,0.81,-15.130304411667112,18,4.958708661810822,308
102130:win_mvp:0,うふふ、幸運だけじゃないわよ,102130,combat,COMBAT,,win_mvp,mvp,AssetBundles/cue/cv-10213-battle.b#stream=5:mvp,AssetBundles/cue/cv-10213-battle.b,56ce8f1d28baf1af7341a318d100f2acf7a5ecc7283f6aae43354f8765273e41,5,4,e1386d947434aebd54e001a3b02d6e3e0f49734c997d450aae579a07d7d19c36,ST_LOUIS_102130_win_mvp_0_mvp_56ce8f1d_S005.wav,b0f697f8b6163e4b4b9445999ac25aea7a84d60b9b38af732c1a21b7b5adaf96,44100,1,200704,4.551111111111111,PCM_16,NONE,355.6311388820809,231.1280803409233,448.49536667772713,11.476806406168146,-43.31092501932342,3.174965986394558,0.16310160427807485,1,0.37,-17.81171737493169,13,4.094532053479602,171
102131:main:0,出撃時もこの椅子を持っていければいいのに……ヘレナ、艤装の改修手伝ってもらえる？,102131,base_secretary,COMMANDER_BASELINE,,main1,main_1,AssetBundles/cue/cv-10213.b#stream=31:main_1_1,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,31,30,78cb2491208140ae12cd4979dac592cd136927446c21dcce4e725a28a7002f0b,ST_LOUIS_102131_main_0_main_1_1_080d1ca7_S031.wav,0d4db78aa7bcc22678b272cacad32542e3ed4f982b12ca4fce24bf8feb9260d7,44100,1,454656,10.309659863945578,PCM_16,NONE,331.0265989413045,263.6952072811981,438.5681329804617,8.80715564749814,-42.172768080379484,7.0449433106575965,0.23490669593852911,2,1.79,-16.679333895108865,36,5.110048216504335,477
102131:main:1,私はLuckyLou（ラッキー・ルー）、こう見えて占いにも心得があるわよ,102131,base_secretary,COMMANDER_BASELINE,,main2,main_2,AssetBundles/cue/cv-10213.b#stream=36:main_2_1,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,36,35,e6e064dada10f18bfc4be4291dd36be1a6b909acd47daec698f04a027047afa0,ST_LOUIS_102131_main_1_main_2_1_080d1ca7_S036.wav,5ae1b3b96849e324a227180f6e27204159623c1167912d811ab3a83bc790bf0f,44100,1,312320,7.082086167800454,PCM_16,NONE,330.47988515553754,217.43330779647437,432.1741139851082,11.892476436559868,-42.704584059328106,4.849954648526077,0.1839863713798978,1,0.66,-16.32167527064976,33,6.804187336066915,383
102131:main:2,ふはー、やっぱりちょっと寒いわね…指揮官くん、もう少し近く寄って…温めてもらってもいい？,102131,base_secretary,COMMANDER_BASELINE,,main3,main_3,AssetBundles/cue/cv-10213.b#stream=41:main_3_1,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,41,40,3d51b4ac01e6bfcbed81b45e68336d30c8c59eb42691c720dd1f59efa6fa6e46,ST_LOUIS_102131_main_2_main_3_1_080d1ca7_S041.wav,53ace158f665759c9680918735b720c2707ed86829a8f9d496effaef28e5c11b,44100,1,604160,13.699773242630386,PCM_16,NONE,314.9765714381879,230.75025001242574,410.52505671214305,9.973656836311106,-43.87337309518958,8.60485260770975,0.3239549839228297,6,3.04,-18.969035863548577,39,4.532326325387246,454
102131:touch2:0,あら、ここの着かた間違ってる？本当に…？,102131,base_secretary,COMMANDER_BASELINE,,touch2,touch_2,AssetBundles/cue/cv-10213.b#stream=62:touch_2_1,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,62,61,d652e71cbe94c2002101c6b23bef54935e87bec2132b73b1b3e61474d66f3ca0,ST_LOUIS_102131_touch2_0_touch_2_1_080d1ca7_S062.wav,5cc4f47f45a8ac8385fe666ce210d0ebcf37de08ad6afda53753395dffc5d3ff,44100,1,353280,8.010884353741497,PCM_16,NONE,360.9483370089487,278.2112039581547,439.8834312351685,7.93128889108824,-43.70236837734171,4.309954648526077,0.36849925705794945,3,2.48,-18.221542258100417,16,3.712336046383156,253
102131:unlock:0,指揮官くん、この異国の衣装はどうかしら？ふふん…さては惚れ直したのかな？,102131,base_secretary,COMMANDER_BASELINE,,unlock,get,AssetBundles/cue/cv-10213.b#stream=15:get_1,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,15,14,b42c4ce108f975b2dbed26533a2ddf799818ba5e23404d000d6cbd890b9285d9,ST_LOUIS_102131_unlock_0_get_1_080d1ca7_S015.wav,ac002854a4dc120b73fd9eba2b3977bffff0142fae4bb695cd3ba4ed61858744,44100,1,481280,10.913378684807256,PCM_16,NONE,327.11187024944866,205.96775165086817,444.69253015810636,13.324676380283375,-43.85259879444888,6.809931972789116,0.317766497461929,4,2.9200000000000004,-18.19518704044739,32,4.699019039817793,420
102132:feeling5:0,雪……もう少し続きそうね。指揮官くん、今日は泊まっていいかしら？…あら、お酒に付き合ってって意味なのに、もしかして別のことでも考えちゃった？うふふ♡,102132,affinity,COMMANDER_AFFECTION,,feeling5,feeling5,AssetBundles/cue/cv-10213.b#stream=11:feeling5_2,AssetBundles/cue/cv-10213.b,080d1ca7d7668278371f2eadb1ebe01fc687732acd6c8920194297c38099ea87,11,10,6799649824eaf6413ca45f2f38692da1b21bf571b09da8f992bd74763f5d0364,ST_LOUIS_102132_feeling5_0_feeling5_2_080d1ca7_S011.wav,ecbf0f7e2c9bac1df555f99447090c2675aae9e6a988bb58c89b3a9a38037da2,44100,1,1089536,24.706031746031748,PCM_16,NONE,314.63924003177743,249.36317920544232,434.26461557656273,9.603911417332432,-44.044402047749514,12.834784580498866,0.47268907563025203,10,9.940000000000001,-18.70222068376051,64,4.986449098432194,711
