source_code	locator	spine_ordinal	spine_idref	image_member	image_sha256	image_bytes	width	height	verified_derivative_wrapper
UA	UA:s0032	32	image032	OPS/images/08_880719_880264_1_032_001.jpg	527307c1a92157b4a116c9f67f6340a20933155fd590c189020f5a74df8d8301	475404	1019	1600	OPS/pages/page0032.xhtml
UA	UA:s0033	33	image033	OPS/images/08_880719_880264_1_033_001.jpg	314fcbad61206b7c4ecdbb1ce5feb7c9af48790f536aae6af5f7fc20aa54757c	607127	1019	1600	OPS/pages/page0033.xhtml
UA	UA:s0034	34	image034	OPS/images/08_880719_880264_1_034_001.jpg	afd0ff44391947c0c494ff0ee19eaaa545b54ccf226995d8c9724dcf4f02105f	483769	1019	1600	OPS/pages/page0034.xhtml
UA	UA:s0035	35	image035	OPS/images/08_880719_880264_1_035_001.jpg	7c21a4435216a6172e856a694cac9dce7b80047f2aafcc1ea15746c915bb9899	585522	1019	1600	OPS/pages/page0035.xhtml
UA	UA:s0036	36	image036	OPS/images/08_880719_880264_1_036_001.jpg	f1fa4ea93a221525e9b10268a28592aebc7591c365997041a4dac2cf747a55b5	537624	1019	1600	OPS/pages/page0036.xhtml
UA	UA:s0037	37	image037	OPS/images/08_880719_880264_1_037_001.jpg	770054e80318ecab264cf410512c960c3505c305bece62b87bf2d0023732bcc8	606053	1019	1600	OPS/pages/page0037.xhtml
UA	UA:s0038	38	image038	OPS/images/08_880719_880264_1_038_001.jpg	ebdce864ccae4a55a68a90a3c06500a16081b5249e57d5c83de5e1a971ba4b92	512181	1019	1600	OPS/pages/page0038.xhtml
UA	UA:s0039	39	image039	OPS/images/08_880719_880264_1_039_001.jpg	05e97bad98e78a1db5167979093e8333dde4f6d93aaf42e1669ab288b8448f3a	593410	1019	1600	OPS/pages/page0039.xhtml
UA	UA:s0040	40	image040	OPS/images/08_880719_880264_1_040_001.jpg	c7907d5a09d6900b5bb4d67ac88d3905ca6c87df7a03f729cfb466ec752a71ba	470177	1019	1600	OPS/pages/page0040.xhtml
UA	UA:s0041	41	image041	OPS/images/08_880719_880264_1_041_001.jpg	e4a881a717e80705800bed5eb0b4adc735f97bb8a7549e46f7adafbfbb9a07f9	574584	1019	1600	OPS/pages/page0041.xhtml
UA	UA:s0042	42	image042	OPS/images/08_880719_880264_1_042_001.jpg	ed8e5221164e4d47d5d3f439cbd905428286b3951cb6d18fe2a646a7a7ebed10	500537	1019	1600	OPS/pages/page0042.xhtml
UA	UA:s0043	43	image043	OPS/images/08_880719_880264_1_043_001.jpg	0faf1aee9272624d5ab2ae99acde6b4eb9aa5790d51caca3315fd72979434d4b	591902	1019	1600	OPS/pages/page0043.xhtml
UA	UA:s0044	44	image044	OPS/images/08_880719_880264_1_044_001.jpg	c6aa525253b02f9618f3c043cda64f1c051d8c9c4e64d907b4d54ef0563237c6	497632	1019	1600	OPS/pages/page0044.xhtml
UA	UA:s0045	45	image045	OPS/images/08_880719_880264_1_045_001.jpg	3068468a2642f56adb2343cd33fd3b62b5a47b3d2509f0aa247be3549f09e8af	567612	1019	1600	OPS/pages/page0045.xhtml
UA	UA:s0046	46	image046	OPS/images/08_880719_880264_1_046_002.jpg	f9b87aa7204700df5f9dd9192eaba90f04784c054ce348d4f620a0237a843ae6	499241	1019	1600	OPS/pages/page0046.xhtml
UA	UA:s0047	47	image047	OPS/images/08_880719_880264_1_047_001.jpg	1a1d6514f24e756b4cefa86406f22757b5ff975ce8891ffcf819b8290044a1a8	549791	1019	1600	OPS/pages/page0047.xhtml
UA	UA:s0048	48	image048	OPS/images/08_880719_880264_1_048_001.jpg	6b8d2fa6aa28b7c889ea45b4cf7a7398cb29924d96fca4184c0696a760b92182	488654	1019	1600	OPS/pages/page0048.xhtml
UA	UA:s0049	49	image049	OPS/images/08_880719_880264_1_049_001.jpg	d091e59471598177de89f7b67c578d8ef333c674859c7a05a19154eb8d77c169	583168	1019	1600	OPS/pages/page0049.xhtml
UA	UA:s0050	50	image050	OPS/images/08_880719_880264_1_050_002.jpg	aea76d3e19ebd3d9261416ef449bb757fcde08659c900161ccecb6f9d982bb6c	558649	1019	1600	OPS/pages/page0050.xhtml
UA	UA:s0051	51	image051	OPS/images/08_880719_880264_1_051_001.jpg	a17c041c9d1a7c4e5c6735005ce42ccc76595aef2cc5fe59d59cc5a2e98da4fd	600333	1019	1600	OPS/pages/page0051.xhtml
UA	UA:s0052	52	image052	OPS/images/08_880719_880264_1_052_001.jpg	62363fa742ef47fe783f2376057b9b907183fd0fb8d12413f988f1f8f3c1d007	513499	1019	1600	OPS/pages/page0052.xhtml
UA	UA:s0053	53	image053	OPS/images/08_880719_880264_1_053_001.jpg	67b4941a8cb696bd22c29ebe9a1bfca2357eaee120df06e42c09806cc07d1d70	596957	1019	1600	OPS/pages/page0053.xhtml
UA	UA:s0054	54	image054	OPS/images/08_880719_880264_1_054_001.jpg	3cc650909b4aa223fabf753ba9e9adef30ca67e867c76bbe6b27c11efdfaf27f	514234	1019	1600	OPS/pages/page0054.xhtml
UA	UA:s0055	55	image055	OPS/images/08_880719_880264_1_055_001.jpg	a5260bb6945c4cab62b7cdbb5590c96416b0773368e8a96fac14b9a0e3bde3fc	586800	1019	1600	OPS/pages/page0055.xhtml
UA	UA:s0056	56	image056	OPS/images/08_880719_880264_1_056_001.jpg	7d65010d7beae3659073205f29558725706df2f9772e20f13caaee475127e4e8	465170	1019	1600	OPS/pages/page0056.xhtml
UA	UA:s0057	57	image057	OPS/images/08_880719_880264_1_057_001.jpg	516cb3d5fa701da117129f09c4ebc7e65548842c5d6dcb9d73162222d045c70d	538203	1019	1600	OPS/pages/page0057.xhtml
UA	UA:s0058	58	image058	OPS/images/08_880719_880264_1_058_001.jpg	14772c7dced5eb7af8b89c43825f842485df1c830f6904f10e27d662deddc804	452129	1019	1600	OPS/pages/page0058.xhtml
UA	UA:s0059	59	image059	OPS/images/08_880719_880264_1_059_001.jpg	cbd0f3f7da9881fd84ec2e9f4999a0bb85da0fd291dabec2825e140be9d285fa	568009	1019	1600	OPS/pages/page0059.xhtml
UA	UA:s0060	60	image060	OPS/images/08_880719_880264_1_060_001.jpg	6251b0ade72b968cdd1a37c9c089a7b92299060dc57a109e0dd5acb0ecb85549	467049	1019	1600	OPS/pages/page0060.xhtml
UA	UA:s0061	61	image061	OPS/images/08_880719_880264_1_061_001.jpg	cc57c2aae6e0a82aaa38bb9dc53bb60e4254c9f1c0d81ba3040c91574dfa6f4a	582399	1019	1600	OPS/pages/page0061.xhtml
UA	UA:s0062	62	image062	OPS/images/08_880719_880264_1_062_001.jpg	f5756885ae1c7502e803d7c0cbc25b04e98a8c2b5666f8b2a180c4a079f72f5d	689439	1019	1600	OPS/pages/page0062.xhtml
UA	UA:s0063	63	image063	OPS/images/08_880719_880264_1_063_001.jpg	ba3f8f483dd3f5e9c09943161e7613831571cf5c058ccdd35a142bf109be6295	753153	1019	1600	OPS/pages/page0063.xhtml
UA	UA:s0064	64	image064	OPS/images/08_880719_880264_1_064_001.jpg	00da1af436f58fd0fafc2892ac2e1f020430ea73502aca0f0d76bb900f77c7c5	647661	1019	1600	OPS/pages/page0064.xhtml
UA	UA:s0065	65	image065	OPS/images/08_880719_880264_1_065_001.jpg	aa8636ca7e68be166bc26aa127a73a0d00e81ea27fd4dee94f1c9ea399ac3188	695200	1019	1600	OPS/pages/page0065.xhtml
UA	UA:s0066	66	image066	OPS/images/08_880719_880264_1_066_001.jpg	b000b3534fc990bb392e84f6c2e400da8c7aa31a87f22ac73e6c6ac8c402e961	711015	1019	1600	OPS/pages/page0066.xhtml
UA	UA:s0067	67	image067	OPS/images/08_880719_880264_1_067_001.jpg	867800c568d708a46d8c5c799842d5a5ba9d7b28d556fe57b1d114c3c1c42b99	738833	1019	1600	OPS/pages/page0067.xhtml
UA	UA:s0068	68	image068	OPS/images/08_880719_880264_1_068_001.jpg	2ea140a5bb7addd27612224ee5703dc7d4745cb610ef25338b1a06fc2bf4534f	728528	1019	1600	OPS/pages/page0068.xhtml
UA	UA:s0069	69	image069	OPS/images/08_880719_880264_1_069_001.jpg	44b4f50a74b81400dbad06ef7701c53cfd5848c053b1ba0dac2dc56140fbf279	742478	1019	1600	OPS/pages/page0069.xhtml
UA	UA:s0070	70	image070	OPS/images/08_880719_880264_1_070_001.jpg	6507e254d5561f928564d7cdab027ac3beeae411bb455744659adf2a5ceb498f	712662	1019	1600	OPS/pages/page0070.xhtml
UA	UA:s0071	71	image071	OPS/images/08_880719_880264_1_071_001.jpg	cee82d8cf12bcebe3a31dabd4b2171a79a73d0ae1cce43434dcade5416638574	705478	1019	1600	OPS/pages/page0071.xhtml
UA	UA:s0072	72	image072	OPS/images/08_880719_880264_1_072_001.jpg	d55f01aa5971f3ea37782fc9c974b1d08062b9954ce5be9460ffead6e08072e9	670389	1019	1600	OPS/pages/page0072.xhtml
UA	UA:s0073	73	image073	OPS/images/08_880719_880264_1_073_001.jpg	90c62880df8888fac0f7ae132cbb544e523ea52c166ce99c11fe0e0645b43f22	761684	1019	1600	OPS/pages/page0073.xhtml
UA	UA:s0074	74	image074	OPS/images/08_880719_880264_1_074_001.jpg	14f4c1e81f374813ae6db58778d47f927bd72f5ad44690780f74e6fbeb01673c	653660	1019	1600	OPS/pages/page0074.xhtml
UA	UA:s0075	75	image075	OPS/images/08_880719_880264_1_075_001.jpg	f5434527f640a489c55b118f1d317262d94a97c428d39002e344a470446f3a1c	727849	1019	1600	OPS/pages/page0075.xhtml
UA	UA:s0076	76	image076	OPS/images/08_880719_880264_1_076_001.jpg	f3e865405fa7574503f995e2dcb784efab47c19b07ce381635f241cb72279425	741698	1019	1600	OPS/pages/page0076.xhtml
UA	UA:s0077	77	image077	OPS/images/08_880719_880264_1_077_001.jpg	e0ff5ffa4a0b2c22121faf34fea19b8427328b91d81267893f099a4799f6296b	671022	1019	1600	OPS/pages/page0077.xhtml
UA	UA:s0078	78	image078	OPS/images/08_880719_880264_1_078_001.jpg	0dc1a4db7fe792c5e75515f3546442d79674b03cfc387d776934154c8288a3d4	617048	1019	1600	OPS/pages/page0078.xhtml
UA	UA:s0079	79	image079	OPS/images/08_880719_880264_1_079_001.jpg	0842d35119be1be8af5d0da24b72299c7cba82e2d64c62ca5443c92e20d6ac93	731019	1019	1600	OPS/pages/page0079.xhtml
UA	UA:s0080	80	image080	OPS/images/08_880719_880264_1_080_001.jpg	096dbd5060da57cc724c57c60a3b1c38edcce99c688a093e7849665bd96f969d	690891	1019	1600	OPS/pages/page0080.xhtml
UA	UA:s0081	81	image081	OPS/images/08_880719_880264_1_081_001.jpg	81eb51da8575f91e033016ab1b7c86441517fb888c9ec504cefb44c8cbb3e17b	702673	1019	1600	OPS/pages/page0081.xhtml
UA	UA:s0082	82	image082	OPS/images/08_880719_880264_1_082_001.jpg	94d25ad2b4d55b5bd410bf7db1bec09e96797fc821552a209d3e999bcbbbed15	804990	1019	1600	OPS/pages/page0082.xhtml
UA	UA:s0083	83	image083	OPS/images/08_880719_880264_1_083_001.jpg	e29c4522a198686dcca3ab3a8222ad56d97769269a7fca541c4e77cbbdaf8ee5	779979	1019	1600	OPS/pages/page0083.xhtml
UA	UA:s0084	84	image084	OPS/images/08_880719_880264_1_084_001.jpg	233dea75d372f6564ca1c8cdb991454370d0d58abad096f92ee1964f92e472da	499808	1019	1600	OPS/pages/page0084.xhtml
UA	UA:s0085	85	image085	OPS/images/08_880719_880264_1_085_001.jpg	21878acc94b47b8212317367fd1bdd1494e70f187607e97fc49b8225818266db	586298	1019	1600	OPS/pages/page0085.xhtml
UA	UA:s0086	86	image086	OPS/images/08_880719_880264_1_086_001.jpg	6bb733077b918ea902926b5ce1d224ecdc7ff138ded008ea84cc47ea08b5fc0a	523847	1019	1600	OPS/pages/page0086.xhtml
UA	UA:s0087	87	image087	OPS/images/08_880719_880264_1_087_001.jpg	df6912816629dfb3dcf518014d34c6dc978fabf3fd4df3be89344363ac2c9637	593635	1019	1600	OPS/pages/page0087.xhtml
UA	UA:s0088	88	image088	OPS/images/08_880719_880264_1_088_001.jpg	5a5f8303001f88010d3d868b0fd73365363cb71ad80d95e909f911d5e0544938	503810	1019	1600	OPS/pages/page0088.xhtml
UA	UA:s0089	89	image089	OPS/images/08_880719_880264_1_089_001.jpg	3b6f133f045beb1cea992a65fe471ca0dde2c45ac22b88858ba849208c4fe6c1	620194	1019	1600	OPS/pages/page0089.xhtml
UA	UA:s0090	90	image090	OPS/images/08_880719_880264_1_090_001.jpg	fb186491f77b6c36fca8225e928b33b8c11d20b124de900cab5d11144ac32e49	595933	1019	1600	OPS/pages/page0090.xhtml
UA	UA:s0091	91	image091	OPS/images/08_880719_880264_1_091_001.jpg	6f9f82c820312a74ca584380154842c39fa5038dad5ea4ed3c58b6d8297ec7fe	581617	1019	1600	OPS/pages/page0091.xhtml
UA	UA:s0092	92	image092	OPS/images/08_880719_880264_1_092_001.jpg	b377480d2525bbaa8a43c7a7eaea0e3c28c8881f2f27c898b99f26c4849ce389	546395	1019	1600	OPS/pages/page0092.xhtml
UA	UA:s0093	93	image093	OPS/images/08_880719_880264_1_093_002.jpg	a8bdd5f4ec8818d91e095907630f344eb638e05e37d77ccb33107470eb14500f	564300	1019	1600	OPS/pages/page0093.xhtml
UA	UA:s0094	94	image094	OPS/images/08_880719_880264_1_094_001.jpg	e1003dce440466af19a981be2db016ed8db257d7890540669ace335fb69b9228	578127	1019	1600	OPS/pages/page0094.xhtml
UA	UA:s0095	95	image095	OPS/images/08_880719_880264_1_095_002.jpg	d4bef2521e825077c66eb1e9f720a5f8adb10729a445c94b4a78bf8277d9b037	598815	1019	1600	OPS/pages/page0095.xhtml
UA	UA:s0096	96	image096	OPS/images/08_880719_880264_1_096_002.jpg	59daf4d2c7c3940c4393919030f6d2fddf3d652ae6f44bd5e51a6ccdd79b3bea	522914	1019	1600	OPS/pages/page0096.xhtml
UA	UA:s0097	97	image097	OPS/images/08_880719_880264_1_097_001.jpg	d3886b9e968fde2648ddb0aadfc6a80ec221f93d21130f95823f04523e38eac7	598346	1019	1600	OPS/pages/page0097.xhtml
UA	UA:s0098	98	image098	OPS/images/08_880719_880264_1_098_002.jpg	cf2c17fe37e216eb469b627ba163705f5e9299bc399617174cf5ef021252a7f6	598323	1019	1600	OPS/pages/page0098.xhtml
UA	UA:s0099	99	image099	OPS/images/08_880719_880264_1_099_001.jpg	2d9b17ad5a1f1ce514bf60437f0e291198590ff46ada32339f07a50905ddbe6f	637268	1019	1600	OPS/pages/page0099.xhtml
UA	UA:s0100	100	image100	OPS/images/08_880719_880264_1_100_001.jpg	5a8cd37252a6508e4132b5e696e0a8ef0beb03c9574daa8cbb446dbdf470c0ad	585930	1019	1600	OPS/pages/page0100.xhtml
UA	UA:s0101	101	image101	OPS/images/08_880719_880264_1_101_001.jpg	30f2fbb4e3b72b5395e763277b24bd22859d1442801fb3ee7ef4730da7efdfcc	618711	1019	1600	OPS/pages/page0101.xhtml
UA	UA:s0102	102	image102	OPS/images/08_880719_880264_1_102_001.jpg	810816f8da8ff3da3bd66075be768ef38994200a77347897aa4944c8c3bfefd7	581808	1019	1600	OPS/pages/page0102.xhtml
UA	UA:s0103	103	image103	OPS/images/08_880719_880264_1_103_001.jpg	c658d52cbffc13785f40587ea7349f77f0fbc61fc01076799d6dd5830396f2ef	448314	1019	1600	OPS/pages/page0103.xhtml
UA	UA:s0104	104	image104	OPS/images/08_880719_880264_1_104_001.jpg	d932352fa6f80b22340d47776e0bf79edafc9bea3f3f7b34075c9e68857cc827	663961	1019	1600	OPS/pages/page0104.xhtml
UA	UA:s0105	105	image105	OPS/images/08_880719_880264_1_105_001.jpg	5817dec072da5405d26f8ace347061e9fdb7211f5964bb26e596b922ad72781b	620248	1019	1600	OPS/pages/page0105.xhtml
UA	UA:s0106	106	image106	OPS/images/08_880719_880264_1_106_001.jpg	880ed44bfe3ae56a532cc7ca5efedff63035839172981bb4a9882b0f990f6645	477568	1019	1600	OPS/pages/page0106.xhtml
UA	UA:s0107	107	image107	OPS/images/08_880719_880264_1_107_001.jpg	b97efdff6a0b58df8fcc81db4ec3ea6c852bd036ee87e1fda24110b260ea6c3c	571931	1019	1600	OPS/pages/page0107.xhtml
UA	UA:s0108	108	image108	OPS/images/08_880719_880264_1_108_001.jpg	91d075b9b3df61bcb871c9816409fca9e944ac1710c1703ef07c50b91396f931	572994	1019	1600	OPS/pages/page0108.xhtml
UA	UA:s0109	109	image109	OPS/images/08_880719_880264_1_109_001.jpg	1723eda975b19c8e163c4867809f3f2b0ad532bf85cce184894b89acb6779f89	582492	1019	1600	OPS/pages/page0109.xhtml
UA	UA:s0110	110	image110	OPS/images/08_880719_880264_1_110_002.jpg	a16c0867119fe9026c79bc341a1de332a4d1ce6465c65257b444c5c06938590e	502013	1019	1600	OPS/pages/page0110.xhtml
UA	UA:s0111	111	image111	OPS/images/08_880719_880264_1_111_001.jpg	0774cb1a627a2ab11b27deb159c336517abdb2459aa81fdc7e40e93a7fa9385c	558561	1019	1600	OPS/pages/page0111.xhtml
UA	UA:s0112	112	image112	OPS/images/08_880719_880264_1_112_002.jpg	30b74d85fa163e54f124ab3a728b7977c59befbcf3f886eb72a4e219dc8198d8	542293	1019	1600	OPS/pages/page0112.xhtml
UA	UA:s0113	113	image113	OPS/images/08_880719_880264_1_113_001.jpg	00bd4e7237a91f9ed676f64f8f241ceb3f703feee65a9ecfe8adb28a61037354	578496	1019	1600	OPS/pages/page0113.xhtml
UA	UA:s0114	114	image114	OPS/images/08_880719_880264_1_114_001.jpg	cf37b19d7ba614b4ab154a2742b9acef27c40ad8fc129608627d0a046f8b97cb	471555	1019	1600	OPS/pages/page0114.xhtml
UA	UA:s0115	115	image115	OPS/images/08_880719_880264_1_115_001.jpg	b937c85e9b6c4beee3f1179040da93d2f1a58841f064af970363e1e2a73f353d	596883	1019	1600	OPS/pages/page0115.xhtml
UA	UA:s0116	116	image116	OPS/images/08_880719_880264_1_116_002.jpg	d319df74ebfe896aafcc4ed42ef5f8e201526de8bad17db6f7a47eb56152dd76	478920	1019	1600	OPS/pages/page0116.xhtml
UA	UA:s0117	117	image117	OPS/images/08_880719_880264_1_117_001.jpg	d7990e4387827717946225f5dab3959fccbd04531fd7d5d9a318c41b8d0ed5ac	596309	1019	1600	OPS/pages/page0117.xhtml
UA	UA:s0118	118	image118	OPS/images/08_880719_880264_1_118_001.jpg	a9a0f2d27315a2bbe6ed170c40448fd3bced60ab247491c31edb006ed7f71f9a	617239	1019	1600	OPS/pages/page0118.xhtml
UA	UA:s0119	119	image119	OPS/images/08_880719_880264_1_119_001.jpg	93ce61ca23fe827e4afeca05862b88698fc756c5507be0c2356831c187a3b52a	608359	1019	1600	OPS/pages/page0119.xhtml
UA	UA:s0120	120	image120	OPS/images/08_880719_880264_1_120_001.jpg	dffcbaa620e93576118cba5bc54d190849c53309dd4867bf6de1c96ac3898319	521757	1019	1600	OPS/pages/page0120.xhtml
UA	UA:s0121	121	image121	OPS/images/08_880719_880264_1_121_001.jpg	4fab52269202e075ec3df18fa0defad35abf1324ac53051a15f83ec82d2d05cc	571246	1019	1600	OPS/pages/page0121.xhtml
UA	UA:s0122	122	image122	OPS/images/08_880719_880264_1_122_002.jpg	bfb25ab9ae205a6efd8b44abbd91161ee40174cd8184f5e1edc233e33cece735	514923	1019	1600	OPS/pages/page0122.xhtml
UA	UA:s0123	123	image123	OPS/images/08_880719_880264_1_123_001.jpg	70553262b5bca544440d287eef15bd2a051d5a3585a679c6b3bb75c39d46883f	570813	1019	1600	OPS/pages/page0123.xhtml
UA	UA:s0124	124	image124	OPS/images/08_880719_880264_1_124_001.jpg	632df09e88894aefd32054f65dca0baa8d4552847009ca1e77cd692318cacecc	568636	1019	1600	OPS/pages/page0124.xhtml
UA	UA:s0125	125	image125	OPS/images/08_880719_880264_1_125_001.jpg	03ccb7d0f3b2b1858bdb2cc097c4de14eb19f47f58d0ed9938cb2d4de2fda2fa	588621	1019	1600	OPS/pages/page0125.xhtml
UA	UA:s0126	126	image126	OPS/images/08_880719_880264_1_126_002.jpg	b5e8746f8a841e52c5bcb3e86d481c2a99b9ac88a0553fe92c9d893d47116b63	592504	1019	1600	OPS/pages/page0126.xhtml
UA	UA:s0127	127	image127	OPS/images/08_880719_880264_1_127_002.jpg	17e9a8afb1c60d27c7d47ac5a0a4cdd71a792b1f17025f84a264e831088b2c0b	598132	1019	1600	OPS/pages/page0127.xhtml
UA	UA:s0128	128	image128	OPS/images/08_880719_880264_1_128_001.jpg	1e04fab9a86adb96d4600e3f95125ac5bb435e41aa3edcf9d57033f0711c4238	573435	1019	1600	OPS/pages/page0128.xhtml
UA	UA:s0129	129	image129	OPS/images/08_880719_880264_1_129_001.jpg	ef346bc69c32934115c01d39e75aa62ac7e5d440184c192174478e6aaac663de	556765	1019	1600	OPS/pages/page0129.xhtml
UA	UA:s0130	130	image130	OPS/images/08_880719_880264_1_130_002.jpg	6a460fba79e2e3cb05d70b23249b95fa9ed5899723986120eebb0c5bbd4fa9ac	574120	1019	1600	OPS/pages/page0130.xhtml
