episode,season,episode_number,filename,drive_id,size_bytes,modified_time,drive_url,inventory_status,source_lock_status,sha256,zip_crc,schema_version,duration_seconds,cue_count,retained_frames,contact_sheets,component_contract,ja_subtitle,ja_subtitle_format,subtitle_metadata_warning
S02E05,2,5,LLS_s02e05_screenshots.zip,1BFOgbOxndtDTf0Y2FLjcWO6A2lp3n60h,164273296,2026-08-12T06:47:22.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-0da7dca6e864931e
S02E06,2,6,LLS_s02e06_screenshots.zip,1TxyQ66qYATyq16yzvbC82nPkj8W70ew5,207418802,2026-08-12T06:47:36.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-687c3acd2381d8e9
S02E07,2,7,LLS_s02e07_screenshots.zip,1ABphhaKnd3brMlkjneM0bSWFO0hRkW1h,179694542,2026-08-12T06:47:49.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-7eee0b9c117d5b3a
S02E08,2,8,LLS_s02e08_screenshots.zip,18rHgR4Hm333wtR47U9OIPKUYNGO3G4WZ,206667875,2026-08-12T06:48:01.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-407c2280edb18df1
S02E09,2,9,LLS_s02e09_screenshots.zip,1YkrW-B2n7dMPgoY7jCzKPNEUXyCCeZW4,174358412,2026-08-12T06:48:13.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-ae8540e0703fe61e
S02E10,2,10,LLS_s02e10_screenshots.zip,1Y2e76bENqYNHp7zx_2hzUXiJ9VhA7cK4,204002963,2026-08-12T06:48:26.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-1acec2c6a2ed8c5b
S02E11,2,11,LLS_s02e11_screenshots.zip,1XBh68WNH4h4R64vFDYsGYwndIapmtWXo,179675585,2026-08-12T06:48:38.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-1a73650681611a9a
S02E12,2,12,LLS_s02e12_screenshots.zip,12XrArAzvGszd54nCATrfi9Gu6bOw7JhX,168924870,2026-08-12T06:48:49.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-166f2c024fd8b2dd
S03E01,3,1,LLS_s03e01_screenshots.zip,1Yjq6SWA0VUkLRvGwfDB2oR60HK6uajDe,170726573,2026-08-12T06:49:01.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-d94183f6446ca2f4
S03E02,3,2,LLS_s03e02_screenshots.zip,1jpSIubvAy4HzoPRdoYGw-xrOBGNcUuy6,174251003,2026-08-12T06:49:13.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-082da01bfea4073b
S03E03,3,3,LLS_s03e03_screenshots.zip,1t7_69CNzVgDaLxX-upF8c8j3Z76I7xUu,172735080,2026-08-12T06:49:25.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-9e05670d76fea02f
S03E04,3,4,LLS_s03e04_screenshots.zip,1_gBBk1RCO9efdRHqgE_El3q8hyf_W3lN,153704424,2026-08-12T06:49:36.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-53c255a824797574
S03E05,3,5,LLS_s03e05_screenshots.zip,1i0_qcaSx8LHK19RMuL5-_aY5gLOe42X_,160766094,2026-08-12T06:49:47.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-b20bd10a2ad95b1f
S03E06,3,6,LLS_s03e06_screenshots.zip,1b5e6Md-5q0zJ9Xja6_xluenldAchOiZ5,182088745,2026-08-12T06:49:59.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-a5838a93a5309282
S03E07,3,7,LLS_s03e07_screenshots.zip,17HPds2eSYtvLfui3omwcZjy0NHTp56H5,157838248,2026-08-12T06:50:10.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-721d303c508411fb
S03E08,3,8,LLS_s03e08_screenshots.zip,1hzZhanjXYBYKRjo25YYNBFwZbWV2IQp5,165059864,2026-08-12T06:50:22.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-9156fb57b57be23f
S03E09,3,9,LLS_s03e09_screenshots.zip,1iFNb5jvGYme40fKseI7-C2dOjsgKC6AN,162739046,2026-08-12T06:50:33.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-61f8f2bf3a9854ed
S03E10,3,10,LLS_s03e10_screenshots.zip,19ZjS2DMMMIIJYjNFUoVVmRPjwD_HL4ST,172492430,2026-08-12T06:50:46.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-079220c623698254
S03E11,3,11,LLS_s03e11_screenshots.zip,1sspHZX5LJR2z5DVX0y4Nb_p27vOOuTzM,178437395,2026-08-12T06:50:58.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-8831550f2ba83708
S03E12,3,12,LLS_s03e12_screenshots.zip,13_3y1dnb-D_TX3jiTT5R62pSIlSb9zCm,155626725,2026-08-12T06:51:09.000Z,../../../provenance/drive-artifacts/DRIVE_ARTIFACT_REFERENCE_INDEX.md#drive-ref-680495fde8d27bfb
