text_record_id,skin_id,slot,category,source_text,wav_filename,wav_hash,measured,sha256_actual,hash_match,sample_rate,channels,duration,manifest_duration,duration_delta,jp_chars,char_rate,active_duration,lead_silence,trail_silence,internal_inactive,pause_ratio,substantial_pauses,active_rms_dbfs,threshold_dbfs,f0_median,f0_p10,f0_p90,f0_span_st,voiced_frames,duration_seconds
103240:hp_warning:0,103240,hp_warning,combat,ちょっと、油断しすぎたかも…,BREMERTON_103240_HP_WARNING_HP_S001_7cb946f5.wav,0b78a4c1b6428f0d90ad08cf8a0cda08d2194f9c8e39f57f39d732d143453425,True,0b78a4c1b6428f0d90ad08cf8a0cda08d2194f9c8e39f57f39d732d143453425,True,44100.0,1.0,3.2660997732426305,3.266099773,2.4263036024763096e-10,12.0,5.150264715042042,2.3299773242630386,0.11,0.6410997732426305,0.2,0.07952286282306163,0.0,-19.202965801412148,-67.12638022664363,247.43587181887412,180.9308939864512,364.1477224230543,12.10902062784147,146.0,
103240:login:0,103240,login,base_secretary,指揮官、おかえり！今日の作戦目標は…とその前に、指揮官が準備してる間に艦船通信を更新更新っと～,BREMERTON_103240_LOGIN_LOGIN_S037_cc507128.wav,68d364450bbbcbe0a92f769c9a92ea9789cae70db23fcb5b14ed82bc0a3ec37d,True,68d364450bbbcbe0a92f769c9a92ea9789cae70db23fcb5b14ed82bc0a3ec37d,True,44100.0,1.0,12.10546485260771,12.105464853,-3.922906444131513e-10,42.0,4.6078294789635,9.114920634920635,0.09,0.6904648526077093,2.3000000000000003,0.20309050772626933,4.0,-19.588246015010895,-56.48423867222276,309.4886882273115,200.263615151277,545.3730854698642,17.34411809750382,594.0,
103240:lose:0,103240,lose,combat,あっ…ちょっとアタシ、やらかしちゃったっぽい…？,BREMERTON_103240_LOSE_LOSE_S003_7cb946f5.wav,57db6516987ab4a136ebe6695de6c88571b221418169efb3de987c73a6529b01,True,57db6516987ab4a136ebe6695de6c88571b221418169efb3de987c73a6529b01,True,44100.0,1.0,4.57421768707483,4.574217687,7.482992003815525e-11,20.0,6.420662594908604,3.1149433106575963,0.08,0.7192176870748299,0.72,0.19072847682119204,1.0,-19.77135202506327,-64.89765530969223,315.3384655164894,215.92329522031102,537.9480094988405,15.803374196636373,169.0,
103240:mail:0,103240,mail,base_secretary,指揮官への手紙よ。大したことじゃなさそうならアタシがチェックして返そうか？,BREMERTON_103240_MAIL_MAIL_S045_cc507128.wav,f974daafe446d604ffd17549cd9b67c0750fc37be8900d336fb513d61da4ad60,True,f974daafe446d604ffd17549cd9b67c0750fc37be8900d336fb513d61da4ad60,True,44100.0,1.0,6.415850340136054,6.41585034,1.3605383486492428e-10,35.0,7.179537272194469,4.874965986394558,0.09,0.6308503401360541,0.85,0.14925373134328357,1.0,-19.25994622509399,-64.83356800484586,325.84013688916934,210.1380304215074,521.158050797604,15.724604167638356,304.0,
103240:main:0,103240,main,base_secretary,なんか元気ないね…あっ、飲み物でも買って来てほしいってカンジ？,BREMERTON_103240_MAIN_MAIN_1_S048_cc507128.wav,eee7ed91a0c5474dfc99fd301a018e215744a579840dba3e6b3b0ed2bb074b26,True,eee7ed91a0c5474dfc99fd301a018e215744a579840dba3e6b3b0ed2bb074b26,True,44100.0,1.0,7.024965986394558,7.024965986,3.9455816391864573e-10,28.0,5.839457480918197,4.7949659863945575,0.09,0.6699659863945575,1.5,0.23942537909018355,2.0,-18.393823222982835,-64.17607934639562,341.3984377982114,211.60839498376177,505.1795145611925,15.064791291537722,361.0,
103240:main:1,103240,main,base_secretary,仕事以外の指揮官はどんなカンジだろう？もしかして普段まじめなのに意外とドジっ子だったりして？,BREMERTON_103240_MAIN_MAIN_2_S056_cc507128.wav,38cef276a897be8dce8d3d67d4c98656f51d993a77990bda6b83d875b8d71f1d,True,38cef276a897be8dce8d3d67d4c98656f51d993a77990bda6b83d875b8d71f1d,True,44100.0,1.0,9.309251700680273,9.309251701,-3.197282438804905e-10,44.0,6.201580118125335,7.094965986394558,0.09,0.6442517006802717,1.51,0.17609329446064137,2.0,-18.63991223608501,-63.5216702606121,263.0940764893214,195.72926397500632,416.3506912979358,13.06727695581171,503.0,
103240:main:2,103240,main,base_secretary,指揮官はこの格好、結構気になるってカンジ？…ふふ、じゃあ、確かめてみてもいいよ？,BREMERTON_103240_MAIN_MAIN_3_S063_cc507128.wav,c12b1c1002102bf48a8c444558e86e8a97498b4028b87f62b23e144d1dab32ce,True,c12b1c1002102bf48a8c444558e86e8a97498b4028b87f62b23e144d1dab32ce,True,44100.0,1.0,9.86077097505669,9.860770975,5.6690652172619593e-11,34.0,5.132172085556738,6.624875283446712,0.08,0.6157709750566891,2.69,0.29350791052918707,3.0,-19.423301652726664,-60.924269553902505,316.77795660375165,207.58292021072953,500.10891476618536,15.222654932310618,417.0,
103240:mission:0,103240,mission,base_secretary,任務が難しいの？んーアタシもなんか手伝えることないかチェックしようかな,BREMERTON_103240_MISSION_TASK_S078_cc507128.wav,6201f0a2a1709880ae76996dce3fb843d88fc490b82f70b88d1ade0a4c8aa6f5,True,6201f0a2a1709880ae76996dce3fb843d88fc490b82f70b88d1ade0a4c8aa6f5,True,44100.0,1.0,8.386258503401361,8.386258503,4.01360722435129e-10,34.0,5.537500184657203,6.139954648526077,0.09,0.6512585034013609,1.55,0.2027468933943754,1.0,-18.705093520556257,-66.1201567143705,279.90203910780986,207.74944486959623,465.7193259656445,13.975393547954258,426.0,
103240:mission_complete:0,103240,mission_complete,base_secretary,任務は完了した。でも報酬の受取はまだしてないっと。はい、早く受け取ってきて！,BREMERTON_103240_MISSION_COMPLETE_MISSION_COMPLETE_S071_cc507128.wav,a26a6c37e72c6e0ee3bab037e271049bda63c2373159a84bea20d628ebffcda2,True,a26a6c37e72c6e0ee3bab037e271049bda63c2373159a84bea20d628ebffcda2,True,44100.0,1.0,8.199546485260772,8.199546485,2.6077096038079617e-10,34.0,5.857077008414128,5.804943310657596,0.08,0.6345464852607714,1.74,0.23246492985971942,3.0,-18.714144837346126,-67.00858302509883,289.0270866580381,209.65623882166778,505.89955882359544,15.249902632414337,406.0,
103240:profile:0,103240,profile,profile,アタシも含めて、ボルチモア級の多くの子はカンレキ的にかの大戦の末期に建造されたから、あんま活躍できるチャンスなかったの。でも今はいつでもスタンバイOKだから、安心して任せて頂戴！,BREMERTON_103240_PROFILE_PROFILE_S076_cc507128.wav,555accf5290f9d3242f46f8960f5548a0ab1efeb6350687c718d8a30a2154ae9,True,555accf5290f9d3242f46f8960f5548a0ab1efeb6350687c718d8a30a2154ae9,True,44100.0,1.0,15.64904761904762,15.649047619,4.7620574150641914e-11,82.0,6.5731761626480285,12.474943310657597,0.11,0.7140476190476193,2.41,0.16256323777403034,4.0,-17.856606597746786,-53.695360528707184,289.8133100933911,208.87506541624558,451.3465640964118,13.339144136569963,918.0,
103240:propose:0,103240,propose,oath,んじゃ、指揮官はこのまま目を閉じて。どうしてって？まあまあそこは気にせず騙されたと思って一回アタシの言う通りにしてよ～多分こっから起きること、一生忘れないんだからさ♪,BREMERTON_103240_PROPOSE_PROPOSE_S077_cc507128.wav,66b352a330cb0c07f0e56c88e8ac2dc1a6c3f8b505629a02da0d938ddbe26995,True,66b352a330cb0c07f0e56c88e8ac2dc1a6c3f8b505629a02da0d938ddbe26995,True,44100.0,1.0,18.87124716553288,18.871247166,-4.671214526297263e-10,77.0,6.0630570791909495,12.699863945578231,0.09,0.6662471655328801,5.58,0.3080320176649186,7.0,-20.486217118678773,-66.97326686355167,282.8252082125206,188.75920230012815,457.6235699292489,15.331372564555288,842.0,
103240:skill:0,103240,skill,combat,んじゃ、さいなら～！,BREMERTON_103240_SKILL_SKILL_S007_7cb946f5.wav,33ed40dbdb7ef30cccc341e81e0b9de6945481ef712c505cdd864159be7aac82,True,33ed40dbdb7ef30cccc341e81e0b9de6945481ef712c505cdd864159be7aac82,True,44100.0,1.0,2.536938775510204,2.536938776,-4.897957595062508e-10,7.0,4.034608497902317,1.7349886621315194,0.09,0.7119387755102042,0.0,0.0,0.0,-15.842245340968953,-66.9110381399236,426.1736087731073,300.5351816751324,607.5641412714504,12.186034033954776,120.0,
103240:touch:0,103240,touch,base_secretary,くぅ～……肩こっちゃうなこれ～指揮官ごめん、マッサージを頼んでいい？,BREMERTON_103240_TOUCH_TOUCH_1_S080_cc507128.wav,802b9f903acab333857009e18e6c080e8750a29fe2da57af50d3e225722b16a8,True,802b9f903acab333857009e18e6c080e8750a29fe2da57af50d3e225722b16a8,True,44100.0,1.0,8.950498866213152,8.950498866,2.1315216258699365e-10,28.0,3.864764539815087,7.244943310657597,0.1,0.6254988662131513,1.04,0.12644376899696047,2.0,-18.444391817077193,-50.021564955766515,422.9190395773725,283.77481079276504,514.2447618292997,10.292503904951628,471.0,
103240:touch2:0,103240,touch2,base_secretary,もうまたこんな事したらオシオキしちゃうぞ？,BREMERTON_103240_TOUCH2_TOUCH_2_S087_cc507128.wav,4501008965dabc17ec92f6bcb763047a84a7dfd485b06b27867e83f7b40ba55e,True,4501008965dabc17ec92f6bcb763047a84a7dfd485b06b27867e83f7b40ba55e,True,44100.0,1.0,4.5423129251700685,4.542312925,1.7006840380417998e-10,20.0,5.242479538281394,3.8149886621315194,0.09,0.6373129251700687,0.0,0.0,0.0,-17.786362089340624,-51.35574130228001,265.3275042516936,179.70923537286166,440.4221908446819,15.518671316546564,268.0,
103240:unlock:0,103240,unlock,base_secretary,お・ま・た・せ！ユニオン所属、重巡洋艦のブレマートンよ！よろしく～！あ、そうそう、名前誕生日好きなもの、よかったら教えてくれない？,BREMERTON_103240_UNLOCK_GET_S023_cc507128.wav,4a89c59195e132f7f07cc48e8acb3ca232a4c5ff0eb3ac32718bc93461817a58,True,4a89c59195e132f7f07cc48e8acb3ca232a4c5ff0eb3ac32718bc93461817a58,True,44100.0,1.0,12.315736961451247,12.315736961,4.512461515560062e-10,56.0,6.011860132233659,9.314920634920634,0.09,0.6807369614512471,2.32,0.20095279341706365,5.0,-18.385676463536186,-63.31285136316012,372.53454512677854,229.3603049974636,502.89196309754124,13.59159323047924,670.0,
103240:upgrade:0,103240,upgrade,base_secretary,なんか変わった気がする！……あれ、変わったのはどこだっけ…,BREMERTON_103240_UPGRADE_UPGRADE_S096_cc507128.wav,76ce8bf69be964e3dd7f6e63f06588e1427b63a842df76d0af4d8aa07ec43418,True,76ce8bf69be964e3dd7f6e63f06588e1427b63a842df76d0af4d8aa07ec43418,True,44100.0,1.0,6.87156462585034,6.871564626,-1.496598400763105e-10,24.0,5.825338903290788,4.119931972789115,0.09,0.656564625850339,2.08,0.33959183673469384,2.0,-18.785160343026295,-67.47604999863333,335.1786838407321,223.64457166594514,540.4391148617125,15.275092243030464,252.0,
103240:win_mvp:0,103240,win_mvp,combat,ふふん、これでもボルチモア級だから、この程度の敵なら楽勝よ！,BREMERTON_103240_WIN_MVP_MVP_S005_7cb946f5.wav,21a0eea5a4ad7095068e62cfc1b625fe0d5fae39cc2a29fae5db31fa3dc74ae0,True,21a0eea5a4ad7095068e62cfc1b625fe0d5fae39cc2a29fae5db31fa3dc74ae0,True,44100.0,1.0,6.148730158730158,6.148730159,-2.6984192658119355e-10,27.0,5.6962570324160895,4.739954648526077,0.09,0.6837301587301576,0.68,0.12651162790697673,1.0,-18.16693502295509,-54.66216641133511,377.4307011219619,206.64492463429713,519.2121341719692,15.950042035566291,366.0,
103241:detail:0,103241,detail,base_secretary,やば、暑い…あー早く帰ってお風呂に入ってそのままベッドに倒れ込みたぁい！……あ、そうだ艦船通信！って今日一日ぐらい休んでもいっか……,BREMERTON_103241_DETAIL_DETAIL_S002_cc507128.wav,e2918d0754a228cd3c1145b3327f52984c99c4e451c78d6a7a0025e934689211,True,e2918d0754a228cd3c1145b3327f52984c99c4e451c78d6a7a0025e934689211,True,44100.0,1.0,18.650045351473924,18.650045351,4.739248993246292e-10,57.0,3.9392215582938035,14.469863945578231,0.1,0.7450453514739266,3.5,0.19657399606852013,6.0,-18.287274938694058,-44.93155378418035,314.5922927064445,209.72279896778818,534.2812564677454,16.189388404786357,940.0,
103241:expedition:0,103241,expedition,base_secretary,委託組の子たちが戻ってきたわよ！はいコーチ、セルフアピールチャンス！,BREMERTON_103241_EXPEDITION_EXPEDITION_S009_cc507128.wav,f12b56df7590080271e555747804ad4b59a51d67b2538a87ff1cee52772c9840,True,f12b56df7590080271e555747804ad4b59a51d67b2538a87ff1cee52772c9840,True,44100.0,1.0,6.477165532879819,6.477165533,-1.2018119832646335e-10,31.0,6.5748088298946765,4.714965986394557,0.09,0.7121655328798182,0.99,0.17444933920704844,2.0,-15.718811653568572,-59.80237074043164,404.8601187315464,248.38739261443322,552.6488666287488,13.84525423152759,323.0,
103241:home:0,103241,home,base_secretary,はぁはぁ……アタシ、ボルチモアじゃないから、流石にあそこまで上手くできないよ…,BREMERTON_103241_HOME_HOME_S031_cc507128.wav,09a09b28b0ccabbb2a736f34365b1d3416c95a1274486c38dd0d64a9397563ee,True,09a09b28b0ccabbb2a736f34365b1d3416c95a1274486c38dd0d64a9397563ee,True,44100.0,1.0,10.645759637188208,10.645759637,1.8820855984813534e-10,34.0,4.197577868232897,8.099909297052154,0.1,1.2007596371882077,1.35,0.14446227929373998,2.0,-18.608123326006705,-37.98378067425344,345.40054927691807,246.6590367695237,465.70640581194954,11.002830993156717,507.0,
103241:login:0,103241,login,base_secretary,ごくごく……ぷはー生き返ったあ！指揮官、練習に付き合ってくれてありがとう！,BREMERTON_103241_LOGIN_LOGIN_S038_cc507128.wav,211b437e72a047d777089ca98fb782a8b5a31f9bad4fe21bb51c1445c6a82854,True,211b437e72a047d777089ca98fb782a8b5a31f9bad4fe21bb51c1445c6a82854,True,44100.0,1.0,11.696122448979592,11.696122449,-2.0408563727869478e-11,32.0,4.249731982605972,7.5298866213151925,0.1,0.6811224489795915,3.52,0.32249198350893266,4.0,-16.94862311920368,-63.536451989887524,464.36440723334897,327.1678946285144,634.8994031822989,11.477962078851725,402.0,
103241:mail:0,103241,mail,base_secretary,コーチへの手紙よ。大したことじゃなさそうならアタシがチェックして返そうか？,BREMERTON_103241_MAIL_MAIL_S046_cc507128.wav,7aad8084d3f5c1e30483910a6d804b16c535579e6f5c42b5fba8acadb28b80f2,True,7aad8084d3f5c1e30483910a6d804b16c535579e6f5c42b5fba8acadb28b80f2,True,44100.0,1.0,6.666916099773243,6.6669161,-2.2675727961996017e-10,35.0,7.470705252000174,4.684965986394558,0.08,0.6719160997732425,1.26,0.21301775147928995,2.0,-16.507700367770084,-64.14106589154476,336.9569991985466,212.84542952997742,514.1288867104896,15.267887544721697,313.0,
103241:main:0,103241,main,base_secretary,どうしてもっていうなら飲んでるこれ譲ってあげてもいいよ！ど、どうぞ！,BREMERTON_103241_MAIN_MAIN_1_S049_cc507128.wav,4a2ab9d1639a8b36236d67991dd16ee8f56d051fdbed7ca17e0fed49fa933fdb,True,4a2ab9d1639a8b36236d67991dd16ee8f56d051fdbed7ca17e0fed49fa933fdb,True,44100.0,1.0,8.27859410430839,8.278594104,3.083897581745987e-10,31.0,5.107141256107949,6.0699319727891154,0.1,0.7235941043083889,1.46,0.1958417169684775,3.0,-16.985238006211297,-62.67328908830392,338.3976139919005,225.85169281789865,509.7811573885976,14.09402786435086,411.0,
103241:main:1,103241,main,base_secretary,クーパーちゃんも重桜の子とやってるね…コーチ、あとでドリンクの差し入れしてあげようよ,BREMERTON_103241_MAIN_MAIN_2_S057_cc507128.wav,940d03af35f82e54cf18e76d71be2e192bbc381e3519d114ca1e48c247ad8323,True,940d03af35f82e54cf18e76d71be2e192bbc381e3519d114ca1e48c247ad8323,True,44100.0,1.0,7.204172335600907,7.204172336,-3.9909320292963457e-10,40.0,8.27306750710527,4.8349659863945575,0.09,0.6891723356009063,1.62,0.25214007782101167,2.0,-16.37950552231105,-65.10508921454671,324.1859876480203,197.4119384491149,453.43560709511996,14.396261368828458,363.0,
103241:main:2,103241,main,base_secretary,アタシと試合？無理無理、アタシの腕じゃ勝てっこないんだから…,BREMERTON_103241_MAIN_MAIN_3_S064_cc507128.wav,499844001e5efd59490034c78820816b581be65dbe9d653d1f5805120c2a647b,True,499844001e5efd59490034c78820816b581be65dbe9d653d1f5805120c2a647b,True,44100.0,1.0,7.228253968253968,7.228253968,2.539684018643129e-10,27.0,5.1185384202041915,5.274943310657596,0.09,0.7632539682539674,1.16,0.18196078431372545,2.0,-18.047375012712127,-45.71448573547828,291.8171027696943,205.26762069470342,443.91078444511953,13.353164234876438,401.0,
103241:touch:0,103241,touch,base_secretary,こんなびしょびしょじゃアタシもコーチも困るもんね…あははは……,BREMERTON_103241_TOUCH_TOUCH_1_S081_cc507128.wav,e828ebfde341d89701ae4e85782943b74180c39fdfb036bb164cccc2fd89b7b0,True,e828ebfde341d89701ae4e85782943b74180c39fdfb036bb164cccc2fd89b7b0,True,44100.0,1.0,7.173333333333333,7.173333333,3.333324727350373e-10,28.0,4.920953105883384,5.6899546485260775,0.09,0.6183333333333323,0.8200000000000001,0.1268368136117556,2.0,-19.414583655254393,-56.472948526185846,338.17897595875536,214.52111792993722,478.0032500738894,13.870809008771346,326.0,
103241:touch2:0,103241,touch2,base_secretary,さすがにこんなときは狙ってこないって思ってた自分がバカだったわね……,BREMERTON_103241_TOUCH2_TOUCH_2_S088_cc507128.wav,a9257542275285c0c9967a5ce1a52817af9fc7c425013fc0ee5b47a742be2b4b,True,a9257542275285c0c9967a5ce1a52817af9fc7c425013fc0ee5b47a742be2b4b,True,44100.0,1.0,6.12984126984127,6.12984127,-1.5872991809828818e-10,32.0,6.438690544085777,4.969954648526077,0.1,0.7248412698412698,0.38,0.0716305372290292,0.0,-20.042070802240307,-54.25768151788411,253.4485982713341,197.54031174288392,419.76721568278475,13.049308835754259,334.0,
103241:unlock:0,103241,unlock,base_secretary,はぁ、はぁ……日差しが強すぎだよ……指揮官、ごめんなさい日傘借りていい？暑すぎておかしくなっちゃう……,BREMERTON_103241_UNLOCK_GET_S024_cc507128.wav,243169ccbab48476409433be56059b7810f345c1f9832b01d7b757542d57946e,True,243169ccbab48476409433be56059b7810f345c1f9832b01d7b757542d57946e,True,44100.0,1.0,19.616916099773242,19.6169161,-2.2675905597679957e-10,42.0,2.792582664035208,15.03984126984127,0.1,0.9119160997732436,3.7600000000000002,0.2020962106960495,7.0,-19.157862482651076,-45.412536963086694,351.1294475932789,233.2378871981909,498.941157451266,13.16481026878046,738.0,
103242:battle:0,103242,battle,combat,さあ、かかってきなさい！,BREMERTON_103242_BATTLE_WARCRY_S009_7cb946f5.wav,c9265facc1bb4b2acba1a6e011f00e9096a14f685ab25097217be1c6e8af4e42,True,c9265facc1bb4b2acba1a6e011f00e9096a14f685ab25097217be1c6e8af4e42,True,44100.0,1.0,2.874761904761905,2.874761905,-2.380953212366421e-10,10.0,5.714359758467878,1.7499773242630385,0.1,0.679761904761905,0.36,0.17183770883054894,1.0,-16.121455258467627,-65.98313679522859,406.15080104394957,210.71019130043126,535.3680923551408,16.14325276621071,84.0,
103242:detail:0,103242,detail,base_secretary,ブレマートンのお悩み相談室、普段どおり受付中よ♪指揮官も悩みがあったらなんでも聞いて？,BREMERTON_103242_DETAIL_DETAIL_S003_cc507128.wav,d7248cf267db2fb3df6344fde05a9d4804c5bb13ad6c4f70a6b224ec2723ebf4,True,d7248cf267db2fb3df6344fde05a9d4804c5bb13ad6c4f70a6b224ec2723ebf4,True,44100.0,1.0,8.504126984126984,8.504126984,1.269846450213663e-10,40.0,6.230573608363945,6.419954648526077,0.09,0.6791269841269836,1.36,0.17582417582417584,3.0,-16.88713571714221,-61.91815783757828,307.7441512677084,191.44619101516108,449.3313596230828,14.770089561144559,484.0,
103242:expedition:0,103242,expedition,base_secretary,委託組の子たちが戻ってきたわよ。ここは正義の味方らしく出迎えてあげないとね！,BREMERTON_103242_EXPEDITION_EXPEDITION_S010_cc507128.wav,ec5748bea9fb63bc87ce50389fde49c72c0d5aa0bf2dcd802d979e383f3e3e69,True,ec5748bea9fb63bc87ce50389fde49c72c0d5aa0bf2dcd802d979e383f3e3e69,True,44100.0,1.0,7.197845804988662,7.197845805,-1.1337597527472099e-11,36.0,6.611611549081096,5.444965986394558,0.08,0.6728458049886621,1.03,0.15981380915438323,1.0,-16.049483772781997,-63.65375703459855,311.95577202249376,203.98807659981918,482.92770330826784,14.919868794364,404.0,
