scene	adv	line_index	start	relative_start	duration	rms_db	crest_db	pitch_p10	pitch_median	pitch_p90	pitch_span_st	energy_p10	energy_median	energy_p90
DIA001_Dear023	adv_dear_hski_023.txt	24	128.1966810409	128.1966810409	5.036	-25.210741513886596	15.868851903034953	131.1475372314453	197.53086853027344	262.2950744628906	12.0	-44.50433349609375	-32.74909210205078	-20.35649871826172
DIA001_Dear023	adv_dear_hski_023.txt	25	133.5260142216	133.5260142216	2.77	-25.679671603311995	15.990862782667874	116.78832244873047	186.0465087890625	275.39447021484375	14.851242760913863	-43.33149337768555	-31.78016471862793	-20.60202407836914
DIA001_Dear023	adv_dear_hski_023.txt	26	136.9026839019	136.9026839019	4.542	-26.286880420084394	17.04169548640418	110.3448257446289	148.1481475830078	340.4255065917969	19.503841861172283	-49.175506591796875	-32.28015899658203	-21.46537971496582
DIA001_Dear023	adv_dear_hski_023.txt	27	141.8846817338	141.8846817338	4.421	-26.36470643469275	17.437338243075477	131.1475372314453	175.8241729736328	363.6363830566406	17.655670046995816	-46.21237564086914	-36.224639892578125	-21.189010620117188
DIA001_Dear023	adv_dear_hski_023.txt	28	146.6056817338	146.6056817338	5.268	-26.017407983370752	16.44408954265971	116.78832244873047	222.22222900390625	421.0526428222656	22.201255106623808	-45.646236419677734	-30.785930633544922	-21.42436408996582
DIA001_Dear023	adv_dear_hski_023.txt	29	152.2936797279	152.2936797279	5.81	-26.360090831082555	16.759630607229475	94.11764526367188	156.8627471923828	298.5934753417969	19.98774611771706	-45.834651947021484	-39.3501091003418	-21.074020385742188
DIA001_Dear023	adv_dear_hski_023.txt	30	158.4170129849	158.4170129849	2.632	-24.641733343973037	15.063796829834077	116.78832244873047	228.57142639160156	305.3701171875	16.639954349964512	-43.88313293457031	-30.962154388427734	-19.800334930419922
DIA001_Dear023	adv_dear_hski_023.txt	31	161.6423493606	161.6423493606	4.458	-26.38427575972297	17.07983902121446	87.43169403076172	179.77528381347656	363.6363830566406	24.675219552084478	-87.1444091796875	-39.107688903808594	-20.98419952392578
DIA001_Dear023	adv_dear_hski_023.txt	32	231.5336857458	231.5336857458	5.183	-29.845776813295217	11.187129131644438	83.33333587646484	280.7017517089844	313.7254943847656	22.950445607809915	-35.66314697265625	-32.64610290527344	-26.193302154541016
DIA001_Dear023	adv_dear_hski_023.txt	33	239.1633523362	239.1633523362	1.636	-28.695237914786684	9.557616519716706	82.64515686035156	313.7254943847656	333.3333435058594	24.143561464145964	-35.09670639038086	-28.701921463012695	-25.83666229248047
DIA001_Dear023	adv_dear_hski_023.txt	34	243.0966887213	243.0966887213	6.278	-34.82564673849579	25.60724990912702	80.0	82.90155029296875	87.9120864868164	1.6327383142366534	-40.695533752441406	-36.45146942138672	-33.16303253173828
DIA001_Dear023	adv_dear_hski_023.txt	35	250.0300230719	250.0300230719	5.04	-27.749869360028914	17.926584861761718	137.9310302734375	262.2950744628906	484.8485107421875	21.76304396213884	-107.7762451171875	-62.29259490966797	-21.66988182067871
DIA001_Dear023	adv_dear_hski_023.txt	36	255.763359457	255.763359457	6.186	-28.043040883638895	18.827171659567814	228.57142639160156	310.70892333984375	484.8485107421875	13.01866786072021	-107.50691223144531	-53.23570251464844	-22.385744094848633
DIA001_Dear023	adv_dear_hski_023.txt	37	262.5633462328	262.5633462328	2.506	-38.4439400648548	19.544044808175126	296.2962951660156	484.8485107421875	484.8485107421875	8.525921584280226	-102.33749389648438	-102.33749389648438	-32.06680679321289
DIA001_Dear023	adv_dear_hski_023.txt	38	266.0969949138	266.0969949138	1.598	-24.195138806788975	15.73782905250571	116.96006774902344	131.1475372314453	390.243896484375	20.860320194068183	-42.205631256103516	-32.505680084228516	-19.05814552307129
DIA001_Dear023	adv_dear_hski_023.txt	39	268.5633258878	268.5633258878	4.478	-26.53930842236198	17.45368048348751	98.15950775146484	183.90805053710938	246.15383911132812	15.91632385503162	-47.121543884277344	-37.48891830444336	-20.710357666015625
DIA001_Dear023	adv_dear_hski_023.txt	40	274.8633391119	274.8633391119	4.358	-26.44896341628337	17.697646652975585	97.56097412109375	181.8181915283203	333.3333435058594	21.271074839259178	-46.45774841308594	-36.66798782348633	-21.27021598815918
DIA001_Dear023	adv_dear_hski_023.txt	41	280.2966826178	280.2966826178	2.461	-24.63289728444799	15.503813044084538	98.15950775146484	195.1219482421875	266.66668701171875	17.302052280207604	-46.706485748291016	-36.286354064941406	-18.719161987304688
DIA001_Dear023	adv_dear_hski_023.txt	42	283.8967151698	283.8967151698	2.467	-24.442853829598576	15.099627771986448	98.15950775146484	210.5263214111328	287.79217529296875	18.621929378623417	-40.402099609375	-31.579496383666992	-19.526273727416992
DIA001_Dear023	adv_dear_hski_023.txt	43	288.3967080491	288.3967080491	5.669	-25.764956889213995	16.285374811714494	98.15950775146484	160.0	271.1864318847656	17.59302095298964	-47.41340637207031	-37.354225158691406	-20.239587783813477
DIA001_Dear023	adv_dear_hski_023.txt	44	295.7966978765	295.7966978765	7.026	-26.839836958386893	17.746963317652252	83.76963806152344	131.1475372314453	262.2950744628906	19.760296449275266	-50.904991149902344	-39.688316345214844	-21.246976852416992
DIA001_Dear023	adv_dear_hski_023.txt	45	304.9300413823	304.9300413823	4.496	-27.638445066535972	18.397167614503132	82.47422790527344	131.1475372314453	188.23529052734375	14.286262311241735	-47.37495422363281	-40.12550735473633	-21.96503448486328
DIA001_Dear023	adv_dear_hski_023.txt	46	310.1633584397	310.1633584397	8.885	-25.933772962247726	16.46582104904753	98.15950775146484	146.7889862060547	238.80596923828125	15.39166775514851	-45.90848159790039	-36.17875671386719	-20.33062171936035
DIA001_Dear023	adv_dear_hski_023.txt	47	319.9300271409	319.9300271409	1.753	-25.03576366569749	16.258925377275347	98.15950775146484	132.2313995361328	231.88406372070312	14.882445054613779	-41.74005889892578	-33.43157196044922	-19.89812660217285
DIA001_Dear023	adv_dear_hski_023.txt	48	322.9636595457	322.9636595457	1.132	-20.815477964779063	11.3291317532416	228.57142639160156	266.66668701171875	290.9090881347656	4.1750796410436815	-38.84708023071289	-20.631622314453125	-17.922325134277344
DIA001_Dear023	adv_dear_hski_023.txt	49	325.0633787848	325.0633787848	3.828	-28.800767640605734	18.006877084117413	98.15950775146484	117.64705657958984	146.7889862060547	6.966525664518954	-44.161075592041016	-35.29178237915039	-23.214279174804688
DIA001_Dear023	adv_dear_hski_023.txt	50	337.9967507738	337.9967507738	3.467	-24.28834789217924	15.128207625055657	192.7710723876953	253.96826171875	313.7254943847656	8.431370376821604	-49.063026428222656	-28.21474838256836	-19.565095901489258
DIA001_Dear023	adv_dear_hski_023.txt	51	347.0437650344	347.0437650344	1.256	-23.796719409144366	14.242692503532838	82.47422790527344	233.58908081054688	262.2950744628906	20.030105329036175	-52.19597244262695	-26.701473236083984	-19.565439224243164
DIA001_Dear023	adv_dear_hski_023.txt	52	348.8130495347	348.8130495347	5.099	-29.035843910280263	19.074069449255312	82.05128479003906	195.1219482421875	340.4255065917969	24.632895679195848	-46.37703323364258	-40.260009765625	-24.083913803100586
DIA002_Dear027	adv_dear_hski_027.txt	1	6.9203325283	6.9203325283	4.923	-25.573517899846983	15.461924083334221	251.58731079101562	320.0	380.952392578125	7.182618680629861	-42.79826354980469	-31.93490219116211	-20.73794937133789
DIA002_Dear027	adv_dear_hski_027.txt	2	21.2733317622	21.2733317622	1.996	-26.534768715490916	15.824656061062663	222.22222900390625	355.5555725097656	444.4444580078125	12.0	-47.68004608154297	-39.5388298034668	-20.67562484741211
DIA002_Dear027	adv_dear_hski_027.txt	3	30.6000009854	30.6000009854	2.43	-25.119380799653207	15.154053063497583	197.53086853027344	250.0	290.9090881347656	6.701882927478547	-44.450408935546875	-27.25023651123047	-20.743017196655273
DIA002_Dear027	adv_dear_hski_027.txt	4	64.5889933727	64.5889933727	1.424	-24.85371616619225	15.014991158406632	222.26026916503906	285.71429443359375	421.0526428222656	11.061006504656916	-40.012577056884766	-27.298282623291016	-20.716577529907227
DIA002_Dear027	adv_dear_hski_027.txt	5	66.479665221	66.479665221	1.497	-24.27503193693758	14.419213557427451	171.46495056152344	275.862060546875	400.0	14.665035566173067	-41.905250549316406	-28.730987548828125	-19.334577560424805
DIA002_Dear027	adv_dear_hski_027.txt	6	70.1099965436	70.1099965436	6.519	-27.000187891311352	17.588935890193863	103.89610290527344	173.9130401611328	380.952392578125	22.493630108427734	-45.01093673706055	-38.87223815917969	-21.20088005065918
DIA002_Dear027	adv_dear_hski_027.txt	7	77.0823274101	77.0823274101	6.026	-25.690195701125873	16.28154792813026	112.67605590820312	222.22222900390625	340.4255065917969	19.141897992159738	-42.92582702636719	-33.045204162597656	-20.403579711914062
DIA002_Dear027	adv_dear_hski_027.txt	8	83.4149941339	83.4149941339	4.287	-24.66628480094974	14.812288999724652	197.53086853027344	250.0	326.5306091308594	8.701681360391962	-40.33526611328125	-26.917591094970703	-20.603309631347656
DIA002_Dear027	adv_dear_hski_027.txt	9	88.2019912728	88.2019912728	6.095	-26.29107805806583	17.394132117139044	107.89044189453125	192.7710723876953	380.952392578125	21.84052386267187	-46.123470306396484	-37.79301071166992	-20.825767517089844
DIA002_Dear027	adv_dear_hski_027.txt	10	94.7636553963	94.7636553963	5.948	-25.621867857338056	16.09293956959091	109.58904266357422	202.53164672851562	271.1864318847656	15.686177305211714	-43.76413345336914	-33.88218307495117	-20.307907104492188
DIA002_Dear027	adv_dear_hski_027.txt	11	101.0183219295	101.0183219295	2.513	-24.265441549861784	14.228970688296679	120.3007583618164	163.2653045654297	258.06451416015625	13.213032436455222	-39.89131546020508	-26.24518585205078	-20.140317916870117
DIA002_Dear027	adv_dear_hski_027.txt	12	106.6246542361	106.6246542361	5.932	-25.96212585777262	16.497536431277368	105.2631607055664	262.2950744628906	372.093017578125	21.85995237844314	-42.74288558959961	-36.05081558227539	-20.145896911621094
DIA002_Dear027	adv_dear_hski_027.txt	13	113.0366516643	113.0366516643	2.963	-24.822275249636114	15.472211959418907	219.17808532714844	266.66668701171875	400.0	10.414757320256843	-39.93193817138672	-30.387981414794922	-19.764785766601562
DIA002_Dear027	adv_dear_hski_027.txt	14	116.4996562896	116.4996562896	5.073	-26.55489333235358	17.135396727742062	140.41514587402344	285.71429443359375	484.8485107421875	21.454025907589507	-99.37887573242188	-40.138736724853516	-21.031391143798828
DIA002_Dear027	adv_dear_hski_027.txt	15	121.9432347655	121.9432347655	7.518	-28.242210530337243	17.236209164629315	98.76543426513672	131.1475372314453	195.1219482421875	11.78757533529545	-47.39910888671875	-38.88465118408203	-23.156702041625977
DIA002_Dear027	adv_dear_hski_027.txt	16	133.7612451287	133.7612451287	4.773	-25.975413198193248	15.737771540971867	110.3448257446289	144.14414978027344	192.7710723876953	9.658435119775199	-43.17235565185547	-31.73406982421875	-21.692625045776367
DIA002_Dear027	adv_dear_hski_027.txt	17	145.4875611973	145.4875611973	2.374	-25.491177558689632	15.613358271251524	98.76543426513672	144.14414978027344	258.06451416015625	16.627843798152632	-41.710636138916016	-27.727537155151367	-21.266008377075195
DIA002_Dear027	adv_dear_hski_027.txt	18	148.2815514667	148.2815514667	8.97	-27.209231929939136	16.974331609059135	98.15950775146484	131.1475372314453	200.0	12.321600968034769	-45.01387405395508	-39.16149139404297	-21.787702560424805
DIA002_Dear027	adv_dear_hski_027.txt	19	157.5582180953	157.5582180953	3.791	-25.988163180821978	16.646317583458547	98.76543426513672	129.03225708007812	246.15383911132812	15.80978540322631	-44.630218505859375	-37.39149856567383	-21.128965377807617
DIA002_Dear027	adv_dear_hski_027.txt	20	161.6558847238	161.6558847238	7.201	-25.92290047462715	17.028811231927946	98.76543426513672	158.41583251953125	274.9268798828125	17.72363812646388	-44.286956787109375	-35.37021255493164	-20.7806396484375
DIA002_Dear027	adv_dear_hski_027.txt	21	169.146289867	169.146289867	3.562	-24.207069543187018	14.160718833811403	238.11378479003906	301.8868103027344	355.5555725097656	6.941087092658055	-41.60560989379883	-26.854129791259766	-19.870351791381836
DIA002_Dear027	adv_dear_hski_027.txt	22	179.314958991	179.314958991	1.212	-34.85356125135925	17.05269677216142	89.9615707397461	130.081298828125	197.04908752441406	13.574091752698951	-42.36512756347656	-35.883365631103516	-32.08399200439453
DIA002_Dear027	adv_dear_hski_027.txt	23	181.0469630409	181.0469630409	4.377	-28.35935824517839	19.193787633323282	97.02882385253906	131.1475372314453	290.9090881347656	19.008996930515206	-46.83538055419922	-39.212989807128906	-22.58193016052246
DIA002_Dear027	adv_dear_hski_027.txt	24	186.0039742497	186.0039742497	4.078	-27.091879039367313	17.923698721685682	110.3448257446289	149.53269958496094	266.66668701171875	15.276223542634554	-45.548118591308594	-37.24184036254883	-21.582958221435547
DIA002_Dear027	adv_dear_hski_027.txt	25	190.5953045504	190.5953045504	9.293	-25.660709636802647	16.889005817859225	98.15950775146484	187.14089965820312	326.5306091308594	20.808219812197272	-45.476348876953125	-35.49330520629883	-20.592805862426758
DIA002_Dear027	adv_dear_hski_027.txt	26	200.1816376357	200.1816376357	2.634	-25.648384540658213	15.863831201621217	131.1475372314453	290.9090881347656	377.40863037109375	18.299240376197	-45.51190185546875	-32.18543243408203	-20.715118408203125
DIA002_Dear027	adv_dear_hski_027.txt	27	203.1089709595	203.1089709595	5.387	-27.21229493043074	17.994023039940842	97.56097412109375	131.1475372314453	290.9090881347656	18.9143075921831	-47.31280517578125	-40.6768798828125	-21.389301300048828
DIA002_Dear027	adv_dear_hski_027.txt	28	208.8093042643	208.8093042643	8.39	-25.936066374397416	17.121869823010034	125.9842529296875	197.53086853027344	333.3333435058594	16.844666628860136	-44.74028778076172	-37.296112060546875	-20.411767959594727
DIA002_Dear027	adv_dear_hski_027.txt	29	217.7126342788	217.7126342788	6.324	-25.345672261412947	15.967808335695143	126.984130859375	179.77528381347656	257.2580261230469	12.22281447186949	-44.4342041015625	-35.43637466430664	-19.986801147460938
DIA002_Dear027	adv_dear_hski_027.txt	30	224.3499675358	224.3499675358	5.378	-25.971286832615217	16.999740121389717	111.11111450195312	156.87782287597656	256.4662170410156	14.481187946057606	-46.3347053527832	-36.250709533691406	-20.989377975463867
DIA002_Dear027	adv_dear_hski_027.txt	31	232.0079674595	232.0079674595	0.921	-29.460163136621436	10.262156492398855	129.03225708007812	280.7017517089844	296.2962951660156	14.391705764722218	-36.53089141845703	-29.43685531616211	-26.238994598388672
DIA002_Dear027	adv_dear_hski_027.txt	32	243.5289664542	243.5289664542	5.485	-29.030384223107827	19.5341430192477	98.15950775146484	131.1475372314453	280.7017517089844	18.19005777160287	-44.34988021850586	-36.81538391113281	-23.595539093017578
DIA002_Dear027	adv_dear_hski_027.txt	33	249.3206329873	249.3206329873	4.419	-25.33460810467906	16.204624864114404	129.03225708007812	200.0	302.4673156738281	14.748569772989818	-43.9997673034668	-31.043609619140625	-20.733152389526367
DIA002_Dear027	adv_dear_hski_027.txt	34	262.992965332	262.992965332	6.843	-26.391177865304126	17.42050372589723	99.3788833618164	137.9310302734375	296.2962951660156	18.912352205972592	-49.90373992919922	-35.58790588378906	-20.538379669189453
DIA002_Dear027	adv_dear_hski_027.txt	35	280.6626348979	280.6626348979	4.681	-27.075222983895376	16.762845121764713	82.05128479003906	132.2313995361328	285.71429443359375	21.599704650773077	-48.090789794921875	-40.216575622558594	-20.91472816467285
DIA002_Dear027	adv_dear_hski_027.txt	36	285.6769478861	285.6769478861	5.851	-25.696377382789617	16.43364940951613	98.15950775146484	131.1475372314453	250.0	16.184738106683117	-45.43891906738281	-34.65877914428711	-20.613786697387695
DIA002_Dear027	adv_dear_hski_027.txt	37	294.7013074391	294.7013074391	2.302	-32.082549195393256	11.957041564777189	98.15950775146484	130.081298828125	301.8868103027344	19.449693675565435	-43.799903869628906	-35.233116149902344	-27.144006729125977
DIA002_Dear027	adv_dear_hski_027.txt	38	297.5766061954	297.5766061954	2.865	-27.13211146403995	17.863675663469238	98.15950775146484	200.0	280.7017517089844	18.19005777160287	-43.28364181518555	-36.712100982666016	-21.365375518798828
DIA002_Dear027	adv_dear_hski_027.txt	39	307.214939443	307.214939443	2.489	-30.847595614403428	13.93974505419977	98.15950775146484	130.081298828125	307.69232177734375	19.779462281486047	-37.61001968383789	-33.767059326171875	-26.462013244628906
DIA002_Dear027	adv_dear_hski_027.txt	40	310.1572473258	310.1572473258	4.236	-26.145567205122706	16.881318614363515	130.081298828125	175.8241729736328	263.2257385253906	12.202643962452132	-49.44243621826172	-37.453041076660156	-20.380691528320312
DIA002_Dear027	adv_dear_hski_027.txt	41	322.4398691571	322.4398691571	4.649	-30.46990448884688	19.002296940888574	82.47422790527344	117.64705657958984	250.0	19.19895387510085	-51.19581604003906	-44.07249450683594	-24.895702362060547
DIA002_Dear027	adv_dear_hski_027.txt	42	336.7288853474	336.7288853474	1.924	-42.01298346318236	21.423815623478877	202.53164672851562	484.8485107421875	484.8485107421875	15.112640371340492	-91.18171691894531	-91.18171691894531	-42.9063606262207
DIA002_Dear027	adv_dear_hski_027.txt	43	339.246236958	339.246236958	2.269	-25.974832517871583	15.698886652536888	163.2653045654297	285.71429443359375	372.093017578125	14.261340973895313	-53.395599365234375	-36.24481201171875	-20.834611892700195
DIA002_Dear027	adv_dear_hski_027.txt	44	342.4666763307	342.4666763307	1.898	-24.462200445813185	15.273202188893533	222.22222900390625	242.42425537109375	250.0	2.039099488977053	-39.944358825683594	-26.646377563476562	-20.543920516967773
DIA002_Dear027	adv_dear_hski_027.txt	45	345.0398956201	345.0398956201	5.215	-25.717489564772393	16.401688120039587	112.67605590820312	207.79220581054688	280.7017517089844	15.802285165017278	-51.389461517333984	-33.62477111816406	-20.489547729492188
DIA002_Dear027	adv_dear_hski_027.txt	46	352.4815784103	352.4815784103	6.988	-26.716545065098906	15.500166647860325	243.9160919189453	400.0	484.8485107421875	11.893789345575435	-42.10786437988281	-34.69716262817383	-21.27284812927246
DIA002_Dear027	adv_dear_hski_027.txt	47	360.3029036057	360.3029036057	5.071	-25.844755200170507	14.40395985341839	238.80596923828125	363.6363830566406	484.8485107421875	12.260341843811874	-41.90019607543945	-30.246173858642578	-22.256406784057617
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	1	1.9666666329	1.9666666329	1.932	-24.294005283985452	14.838335380547578	106.66667175292969	132.2313995361328	254.80093383789062	15.075133102248497	-43.444175720214844	-27.939308166503906	-20.266563415527344
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	2	6.1053331979	6.1053331979	1.794	-24.11701803306245	13.669533137420542	110.3448257446289	213.33334350585938	333.3333435058594	19.139359888786892	-43.96280288696289	-26.67003631591797	-19.789384841918945
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	3	10.3859989076	10.3859989076	3.581	-24.707936061218156	15.580198665967998	110.3448257446289	190.4761962890625	271.1864318847656	15.567192215416592	-43.23402404785156	-31.737001419067383	-19.22710418701172
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	4	17.5003306992	17.5003306992	6.93	-24.625703621243744	14.597987903270797	110.3448257446289	207.79220581054688	262.2950744628906	14.99006082304539	-44.54203796386719	-30.798534393310547	-19.621402740478516
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	5	24.7969965393	24.7969965393	2.376	-24.384764565215452	14.100682516816416	132.2313995361328	222.22222900390625	319.37249755859375	15.266103400979304	-40.522422790527344	-27.259628295898438	-20.475379943847656
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	6	29.7196636066	29.7196636066	6.34	-24.935040802513573	16.084341568219134	109.58904266357422	181.8181915283203	246.15383911132812	14.009480207253695	-47.06769561767578	-35.767066955566406	-20.13729476928711
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	7	36.5529975502	36.5529975502	3.204	-23.766608349987855	13.081279111917555	149.53269958496094	219.17808532714844	246.15383911132812	8.629190823437398	-39.05744934082031	-26.51239776611328	-19.104537963867188
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	8	40.0436642932	40.0436642932	1.981	-24.27990101468319	14.07360980597592	123.9394302368164	222.22222900390625	323.9695129394531	16.634673766486273	-41.090667724609375	-25.45709991455078	-20.98311996459961
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	9	44.9913309836	44.9913309836	6.635	-24.80934338737432	15.718097054593784	101.26582336425781	219.17808532714844	271.1864318847656	17.053651725369754	-42.61252975463867	-30.13184356689453	-19.890230178833008
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	10	51.9263308882	51.9263308882	5.679	-25.571798190546218	16.428350663076465	83.33333587646484	120.3007583618164	246.15383911132812	18.751135228671682	-44.84373092651367	-39.39500427246094	-20.033275604248047
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	11	58.1119981843	58.1119981843	3.337	-24.659220017857372	12.889264561386348	111.11111450195312	149.53269958496094	246.15383911132812	13.770685237325555	-46.971866607666016	-31.513710021972656	-19.709426879882812
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	12	75.3956808202	75.3956808202	5.493	-24.917714359036015	15.70703717199638	110.3448257446289	177.7777862548828	255.19708251953125	14.515114261576137	-43.95962142944336	-32.1000862121582	-19.60729217529297
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	13	81.3953521216	81.3953521216	5.119	-24.64511650496184	15.26835360615192	110.3448257446289	195.1219482421875	222.22222900390625	12.119809880133017	-41.03955841064453	-30.288028717041016	-19.48518180847168
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	14	90.4810187883	90.4810187883	6.848	-24.40137468182432	15.361975186739231	111.11111450195312	196.326416015625	250.0	14.039099488977051	-41.13706970214844	-28.85133934020996	-19.95234489440918
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	15	106.4556877501	106.4556877501	5.255	-25.485650666727704	15.990927988144213	110.3448257446289	131.1475372314453	313.7254943847656	18.089805496596803	-45.484107971191406	-37.3336181640625	-19.605228424072266
DIA003_Garakuta	adv_cidol-hski-3-018_01.txt	16	115.3573452806	115.3573452806	5.538	-24.687116270021576	15.386481584174598	109.58904266357422	186.0465087890625	280.7017517089844	16.283214123824944	-41.41558837890625	-29.123092651367188	-19.99585723876953
