locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties
UAN:s0011,11,011,OPS/images/08_882128_880264_1_011_001.jpg,6e0486f6cb24396e59bc0dab03a4c07344df8a2671205d8c18ce10402eaa271c,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_DUPLICATE,"Left half of RESTART: Iida, Ochako and Midoriya in damaged costumes walking forward; WJ17年17号扉.",,Credit and paired composition inspected; cannot assign injury cause or promise successful future recovery from this promotional scene.,
UAN:s0012,12,012,OPS/images/08_882128_880264_1_012_001.jpg,394611541a6a3d66b2d23db6d4da431abd912cda6c80eb9c4bff376ed131005f,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Toga holds apart red curtains with knives while Shigaraki sits in a hand/bone-like chair, additional hands around his body; BACK IN BLACK, WJ16年49号扉.",SUP-UAN-012-01,"The theatrical framing and bodily restraint motifs have visual interpretive value; no literal crowning, captivity scene or relationship policy inferred.",
UAN:s0013,13,013,OPS/images/08_882128_880264_1_013_001.jpg,5e0c06022ecd3d0f0ec865d6b1e40d352ff0ee7b4c2dbec1d56973abf8f0484b,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_DUPLICATE,"Overhaul portrait with plague-bird mask and fur-trimmed green jacket; BACK IN BLACK, WJ17年10号扉.",,Credited magazine reprint. Its adjacency to Shigaraki/Toga art is not proof of common organization or a shared event.,
UAN:s0014,14,014,OPS/images/08_882128_880264_1_014_001.jpg,a409ab10ddf8dfb634d6c054774d1d7af180568b0d9ee8b8614d50982fe6b8ae,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_DUPLICATE,"Midoriya foreground with Overhaul, Nighteye, Aizawa and Mirio holding Eri in a rescue-centered ensemble; WJ17年42号扉.",,"Credited reprint. Composition does not add a rescue outcome, injury chronology or participants' mutual knowledge.",
UAN:s0015,15,015,OPS/images/08_882128_880264_1_015_001.jpg,f26d456367f5a74bb764674a64e4272a38a70d7a7a4934945fed220bd59135be,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_DUPLICATE,Kirishima/Amajiki posed pair WJ17年18号扉; Midoriya/Shinso with capture-cloth action poses WJ19年9号表紙.,,"Two distinct credited reprints. Posed activity does not independently establish a mission, technique test or new shared motive.",
UAN:s0016,16,016,OPS/images/08_882128_880264_1_016_001.jpg,d76d7f3692842a4f2889dd7ca8fe55be868b35ace6b5b4ba1ec3a30d63f4f33b,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"SOLITARY: flaming Endeavor foreground, Hood and city silhouette behind, number186; WJ18年28号扉.",SUP-UAN-016-01,The visual/title framing supports a bounded reading of public burden; cannot erase Hawks or other participants from the manga fight.,
UAN:s0017,17,017,OPS/images/08_882128_880264_1_017_001.jpg,acfc582491bf78b27e44297977099563e49a8705d3b924efbd238cb59456e9e3,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Second-anniversary urban class ensemble WJ16年41号扉; SCHOOL LIFE music cover WJ18年17号表紙 with Midoriya microphone, Bakugo drums and Ochako guitar.",SUP-UAN-017-01,Musical promotional casting must be distinguished from actual V19 festival roles; appearance alone does not establish instrument skill.,
UAN:s0018,18,018,OPS/images/08_882128_880264_1_018_001.jpg,c90820985bb9de2ee0fa1bb76cf5a27ea37628cf049f14a2cbee4fcae8e28230,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_DUPLICATE,"BEYOND YOURSELF casual ensemble with Eri, students and adults WJ17年34号扉; Midoriya versus Gentle/La Brava composition WJ18年17号扉.",,"Credited illustrations inspected; no additional event or fixed tastes from props. The second work is issue17 opening art, distinct from the issue17 cover on s0017.",
UAN:s0019,19,,OPS/images/08_882128_880264_1_019_001.jpg,851144b260121d40d95ba1b7dff8e8afd9392ae3c95b0f9da605c861f0f7d268,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_NO_MATERIAL_ADDITION,"HERO is… promotional heroic ideal, with All Might/Midoriya montage and Plus Ultra call.",,"Editorial aspirational slogan about admiration, justice, persistence and peace, not proof every hero enacts the ideal or never fails.",
UAN:s0020,20,,OPS/images/08_882128_880264_1_020_001.jpg,a3c1943777056da4e5f2edb671d2b0da57f51701745a470d215d3c4319721861,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Full contents and HERO CARD key: codename, name, close-range/long-range/support type, Quirk and radar chart. The small sample is supplemented by the full-size Midoriya card on s0022 (fifth axis オーラ E, aura).",SUP-UAN-020-01,"Retrieval and source-format controls matter: no common fifth-axis rubric, scale calibration or cross-book equivalence is supplied.",
UAN:s0021,21,,OPS/images/08_882128_880264_1_021_001.jpg,94a189c0a190de3769c3dea29f6169bc2a008c23f7191558bc60b30647bd0d45,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_NO_MATERIAL_ADDITION,"1st EDITION / NEW HEROES I opener describes Class A's development through training, exams and villain encounters, with battle strength, mental growth and activity records.",,"Section-level editorial scope statement, not an individual causal analysis or numeric rating definition.",
UAN:s0022,22,022,OPS/images/08_882128_880264_1_022_001.jpg,17970802e7cf06af9633b5cd2a953a2f87c8280da128ff634e794d6634d4d01e,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Midoriya card: close-range, One For All, true potential/No1-candidate promotional question, four ability axes and aura E.",SUP-UAN-022-01,Full-size chart resolves personalized axis; the promotional superlative is not a measured or achieved hero ranking.,
UAN:s0023,23,023,OPS/images/08_882128_880264_1_023_001.jpg,207251f2f0baecc8a2f589f50065ae796bd466026cfa5a5962fa025ff2558662,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Midoriya successor profile, Kota and Eri treasured letters, manga episodes, biographical/technique data and directed relationship map.",SUP-UAN-023-01; SUP-UAN-023-02,Ordinary valued objects and recipient/peer knowledge provide bounded additions; reprinted manga scenes remain dependent evidence.,
UAN:s0024,24,024,OPS/images/08_882128_880264_1_024_001.jpg,c55c1d628831ba0707ebe4edf51b72132d38ae2045da651238e497c77ec13003,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Bakugo card, hero-name placeholder XXX, explosion and movement summary; fifth rating axis language use E.",SUP-UAN-022-01,"Compared with Midoriya aura axis, confirms fifth-axis variation; neither XXX nor rank letters establish endpoint identity or measured moral development.",
UAN:s0025,25,025,OPS/images/08_882128_880264_1_025_001.jpg,8fb16f4fd1bd6316c098d6abd342b23901c3b89c53c2c60e83ad18bf203ab49e,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Bakugo profile connects peer rescue, All Might retirement and knowledge of Midoriya's Quirk with concern for teammates; parent-email replies; relationship map and manga quotes.",SUP-UAN-025-01; SUP-UAN-025-02,"Source dates cooperative growth and guilt to later reference state than UA, while preserving brusque ordinary family address.",
UAN:s0026,26,026,OPS/images/08_882128_880264_1_026_001.jpg,3629153c56c1e1edf22b77287b4fff489fb1d4fd8114dbc1c83ae2770874678f,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Shoto card: long-range Half-Cold Half-Hot, soba-love A as personalized fifth axis.",SUP-UAN-026-01,Confirms food-interest framing without quantifying preference or deriving it from parental trauma.,
UAN:s0027,27,027,OPS/images/08_882128_880264_1_027_001.jpg,ef0adc2ec4bb99f70ed5818b64f84932c37dba36a46f86b5a885dab2ca967bd1,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Shoto profile headline accepts father/flame; body and captions retain hesitation, desire for own hero ideal, ice-shaping detail, growing fans and directed father/Inasa relationships.",SUP-UAN-027-01; SUP-UAN-027-02,Headline must be read against more conditional details; relationship efforts and scrutiny are not complete reconciliation.,
UAN:s0028,28,028,OPS/images/08_882128_880264_1_028_001.jpg,17f9a5f11f3cf31b88d0c454fcf738f07b5136187c2c9d5dd568e8d3543a2a75,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Ochako card, Zero Gravity approximately three-ton reference limit and self-floating; saving/economizing S fifth axis.",SUP-UAN-028-01,"Ordinary economic competence is a personalized editorial axis, not empirical measure of deprivation or moral worth.",
UAN:s0029,29,029,OPS/images/08_882128_880264_1_029_001.jpg,5665182a1e1200230ba06358951baa667f2319cc4c29bbcc49c2d9de967ef8be,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_MATERIAL,"Ochako family-support ambition, admiration for Midoriya, requested costume improvement; rescue response after Nighteye death, romantic suppression/teasing and relationship map.",SUP-UAN-029-01; SUP-UAN-029-02,Care development and bounded romantic knowledge retained; always-smiling slogan not an exceptionless psychological description.,
UAN:s0030,30,030,OPS/images/08_882128_880264_1_030_001.jpg,c02b76e2e677f6c62a82e830917ec87e23d2e3c95465448b9c68bb53b5910ade,VISUAL_ORIGINAL_IMAGE,root,REVIEWED_NO_MATERIAL_ADDITION,"Iida/Ingenium card: engine legs, carrying inherited name and ultra-speed rhetoric; earnest seriousness S fifth axis.",,"Card introduces profile on s0031 reviewed by models agent. Shared letters do not prove always-obedient behavior, erase Hosu or supply a new independent episode.",
UAN:s0031,31,31,OPS/images/08_882128_880264_1_031_001.jpg,2c4d3d54bdb44853a1fb86282aaa43252198bfabf8050599200d52db1cb3b712,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Iida profile: brother ideal, daily kicking-technique exchanges with Midoriya, awareness of emotionally driven private motives after Hosu, flexible growth and Recipro Turbo; relationship arrows distinguish friends/rivals, Hatsume exploitation, Stain grievance and brother admiration; profile and cited quotes.",SUP-UAN-031-01; SUP-UAN-031-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0032,32,32,OPS/images/08_882128_880264_1_032_001.jpg,0708c5c7cad0f804990e176fac2de8c482914fbfeef54026a21d4afd47956c93,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Asui Froppy ability/title card: frog-like human-scale capacities, tongue about 20m; close/support classification; four common ratings plus reliability S.",SUP-UAN-032-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0033,33,33,OPS/images/08_882128_880264_1_033_001.jpg,65a983e62f30678977643d386bee06e23a3353d7eab51354153d83bc4f69a1fd,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Asui's calm competence and emotional sensitivity; parents' work settled, frequent sibling video chats; dorm reconciliation and camouflage excerpts; Ochako friendship, Toga rejected intimacy, Mineta's denied lewdness and Kaminari admiration; profile and chapter-cited quotes.",SUP-UAN-033-01; SUP-UAN-033-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0034,34,34,OPS/images/08_882128_880264_1_034_001.jpg,0f7a98c3dc31e28aae76d0e72e2328d4a704fd7b3177ceecfa362f8c8ef6c315,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Kirishima Unbreakable title/ability card: hardening enables blade-like offense and defense; close-range class; customized manliness S rating alongside power/speed/technique/intelligence.,SUP-UAN-034-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0035,35,35,OPS/images/08_882128_880264_1_035_001.jpg,e3c9137aecdfbbddb8fb7643d14e39295fb80ef496ff75172f89a27a5bc38353,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kirishima backstory/inferiority and Crimson Riot inspiration, daily colouring-shampoo routine; Kamino resolve and joint-training tactical weakness; Fat Gum/Bakugo/Tetsutetsu/Mina relationship voices; profile and chapter-cited maxims.",SUP-UAN-035-01; SUP-UAN-035-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0036,36,36,OPS/images/08_882128_880264_1_036_001.jpg,ef3f85c271dc90b1b6aa2701160fabadb11e57fa89063951f54d18236f0f94dc,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Yaoyorozu creation card: nonliving objects require molecular-structure understanding; close/support class; intelligence S, technique A+, operation A as customized axis.",SUP-UAN-036-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0037,37,37,OPS/images/08_882128_880264_1_037_001.jpg,cd5821e9d495c6a2b777e61ba8786b917833b66353a52badfc5083f7fbeb4cc5,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Yaoyorozu command capacity, reciprocal friendship with Jiro and current metal listening; rescue exam95 and improved instant judgment; Kendo ambiguous victory, Todoroki recommendation trust, Mina study teaching, Tokoyami anticipatory planning; profile and quotes.",SUP-UAN-037-01; SUP-UAN-037-02,Original profile fully read and re-viewed after s0115 exposed95/94. Later locked primary V13:p105 supports94; preserve this page's printed95 and unknown cause.,Reason for editorial95 versus original-manga94 is unestablished; no typo/edition-change cause inferred.
UAN:s0038,38,38,OPS/images/08_882128_880264_1_038_001.jpg,cf2046e96a06d92cf1dbbeffdb7d761723b463560f46f9ac60ac31f31374f471,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tokoyami Dark Shadow card: darkness strengthens, light weakens; four ratings and customized chuunibyou S comic-persona axis.",SUP-UAN-038-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0039,39,39,OPS/images/08_882128_880264_1_039_001.jpg,6a71177fdf285d9afa4dd4ed15ae9d41ebc5126dd92f1621bca6a920d815b71c,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Tokoyami old-fashioned speech, choker self-description and Dark Crystal hero inspiration; flight from Hawks, Dark Shadow anger after Shoji injury and remaining control task; Kuroiro rivalry, Midoriya apology, Jiro guitar appraisal and F-chord setback; profile/quotes.",SUP-UAN-039-01; SUP-UAN-039-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0040,40,40,OPS/images/08_882128_880264_1_040_001.jpg,e8c054be9e582bd574745c79186fed945975dde2a1413f15ee328c6746ff06ce,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Mineta support card: sticky balls used for footholds; intelligence A+, technique A, reason E; headline contrasts brains and continuing desire.",SUP-UAN-040-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0041,41,41,OPS/images/08_882128_880264_1_041_001.jpg,85c2aff8a2354fd3cfcf869bc7f06ad005388f0222390e07aa909610dee3828b,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Mineta's popularity motive and sexual preoccupation; adult innuendo about Mineta Beads; repeated objectifying manga monologue; Kaminari alliance, Midoriya shared fear, Asui restraint and Yaoyorozu victim label; stats and sexual/combat/festival maxims.",SUP-UAN-041-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0042,42,42,OPS/images/08_882128_880264_1_042_001.jpg,9aefa32dd36c08a2fd8b69675cae43f8bf00b028c16cac74e63413feccbd908f,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Kaminari electricity card: controllable wattage can charge phones, area discharge; technique/intelligence split and personalized wheyy S gag axis.",SUP-UAN-042-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0043,43,43,OPS/images/08_882128_880264_1_043_001.jpg,eb3166234b21a0f704d28eaf3dc8c28abe263a08913ff2dc2583c2783a569149,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Kaminari bright friend-oriented class mood-maker and overload limit; electrical Quirk civilian job market; defence of Bakugo/Kirishima against Shishikura and school struggles; relationship joking with Bakugo/Jiro/Mineta and Kirishima thanks; profile/cited quotes.,SUP-UAN-043-01; SUP-UAN-043-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0044,44,44,OPS/images/08_882128_880264_1_044_001.jpg,ef04d7f2bb3b25d5187953fa51c7d0bddcca0555c4ea314cb1b006c81c50c5d3,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,Jiro sonic attack/support card: heartbeat shockwaves and wall-inserted listening/reconnaissance; customized no-music-no-life A axis.,SUP-UAN-044-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0045,45,45,OPS/images/08_882128_880264_1_045_001.jpg,6345a09d41dac1e189ce042a2c4dcac541a721f443bb28837b12fb2aeb5d3857,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Jiro reserved rock persona, jacks cannot lift a person; festival band leadership/teaching, current classical listening from Momo; support attack in joint training; Midoriya music notebook, Bakugo mutual rescue, Kaminari teasing and Koda reciprocal apology; profile/maxims.",SUP-UAN-045-01; SUP-UAN-045-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0046,46,46,OPS/images/08_882128_880264_1_046_001.jpg,ca7d42ae7234272ab619dbba99c53521a772abb3ec1655952ae5bc9ac5f75bdb,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Sero tape card: elbow tape for movement, traps and restraint; flexible thinking headline; style A fifth axis and technique/speed ratings.",SUP-UAN-046-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0047,47,47,OPS/images/08_882128_880264_1_047_001.jpg,ca5e9c5e5731456f9958803f1be10881785d55cdfab5fd38c2c96e1ae2fef6d5,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Sero sharp joking/nickname skill, flexible tape use and admiration for an unnamed American web-producing hero; licence traps and rescue-race first; Todoroki apology, Mineta envy, Momo tape joke, Mina room reaction; profile and quoted exam84.",SUP-UAN-047-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0048,48,48,OPS/images/08_882128_880264_1_048_001.jpg,f926314a5bf83650fb03545ade6d4c827756ce7ebc2e208280a4b822a6eb9a97,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Aoyama laser card: long range and power, abdominal pain beyond one second; sparkling S customized chart.",SUP-UAN-048-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0049,49,49,OPS/images/08_882128_880264_1_049_001.jpg,c96952007f70cdd0f5fb71119b48dbcf06a2e84fba6943cec609047cfe6317bc,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Aoyama aloof narcissistic presentation and perceptive remarks, trust in Midoriya's similar difficulty and cheese surprise; new laser directions; Tokoyami catch, Iida cooperation, Ochako guessed attraction; France self-claim, profile/quotes.",SUP-UAN-049-01; SUP-UAN-049-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0050,50,50,OPS/images/08_882128_880264_1_050_001.jpg,d968ed05a98df5241fab75e2f7f8366c367e5fa674893ba0e39c33d3bf1be95e,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Mina acid card: concentration changes allow attack or limited dissolution/lubrication; dance A+ fifth axis, low intelligence alongside technique A.",SUP-UAN-050-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0051,51,51,OPS/images/08_882128_880264_1_051_001.jpg,1fdf7df8915c5623d379be82588e1c9f991199339688f97483b9b995c3471c08,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Mina friendly courageous observational combination-planner; has not yet fallen for someone but longs for romance; tactful promise not to expose Kirishima until ready, acid-wall protection; Ochako romance tease, name request to Bakugo and academic failure; profile/quotes.",SUP-UAN-051-01; SUP-UAN-051-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0052,52,52,OPS/images/08_882128_880264_1_052_001.jpg,82ce8ba1b6bb3c97c3ac3582c996bcf3bfa32fa7292041cba916dde4d80dad76,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Shoji duplicate-arm card: sensory organs for detection and hands for strength; power/technique A, friendship A fifth axis.",SUP-UAN-052-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0053,53,53,OPS/images/08_882128_880264_1_053_001.jpg,37a228140fbb9c370e26d533d3be0b9498a26df1559ea02b08ba00689dff0ca2,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Shoji self-sacrificing quiet defender; home-region heteromorph prejudice and mask after girl feared his face; gliding cooperation and20+ arm technique; Koda comfortable silence, Hagakure thanks, Tokoyami apology and Midoriya risk concern; profile/maxims.",SUP-UAN-053-01; SUP-UAN-053-02,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits. Follow-up original re-view checked regional persistence against s0285 CRC glossary; root owns the separate glossary record.",
UAN:s0054,54,54,OPS/images/08_882128_880264_1_054_001.jpg,8a84e85986aea2aa52c4655fbbe8dfa9c41f7096e44503c0a7c6c9e32da99cb5,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Ojiro martial all-rounder card, tail strike/movement applications; all four common ratings and overall ability rated B.",SUP-UAN-054-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0055,55,55,OPS/images/08_882128_880264_1_055_001.jpg,6e16a1961946c497c0ac366e94e2a0b78f9eaa0aaf3dec58acf2377b6958034f,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Ojiro kind plainspoken self-respect and rare anger; sports-festival withdrawal, Kaibara combat and Shoji support; comic unexplained hurt at unheard classmates' evaluation; Hagakure seriousness and Shinso exchange; stats/quotes.",SUP-UAN-055-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
UAN:s0056,56,56,OPS/images/08_882128_880264_1_056_001.jpg,c09378ce8871e0c178480be6575e488af9cc87c50ab0a39b48078f20d8ea4488,Original extracted image personally viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Hagakure invisible card, constant body invisibility and clothing removal for stealth; transparency S personalized rating.",SUP-UAN-056-01,"Distinct profile, conditional, relational or interpretive content retained with claim-specific temporal and source limits.",
